Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03,693.4242930692784,698.5043245203354,690.0376054352405,690.88427734375,2289306,0.0,0
2017-01-04,691.7309164170603,693.182102904252,679.0308383922672,680.7241821289062,3337718,0.0,0
2017-01-05,682.41753125,690.4609140625,681.1475234375,687.9208984375,3200061,0.0,0
2017-01-06,687.4975093754803,690.0375248042074,684.1108221371774,688.7675170898438,1244707,0.0,0
2017-01-09,690.4608391427965,695.5408698415786,688.8750348819981,693.0008544921875,1714753,0.0,0
2017-01-10,693.0008544921876,697.2342134078393,690.0375032512313,693.0008544921875,2003129,0.0,0
2017-01-11,692.1542279908647,694.6942435064275,684.5341814441763,691.3075561523438,2164036,0.0,0
2017-01-12,693.8475439768436,693.8475439768436,686.2968996040028,688.3441772460938,2792945,0.0,0
2017-01-13,693.8475756044049,694.6942474477294,687.8133333880257,691.7308959960938,2317332,0.0,0
2017-01-16,689.6141691196127,691.7308485828405,680.3007794814105,686.6508178710938,3503472,0.0,0
2017-01-17,686.6508553382193,686.6508553382193,679.8774806863009,684.11083984375,3403445,0.0,0
2017-01-18,550.336638711926,558.3800203546388,475.40618867191756,485.1429138183594,28186300,0.0,0
2017-01-19,479.2161831009054,502.92299074547316,467.36277927862153,498.26629638671875,16724877,0.0,0
2017-01-20,495.3030706382972,500.38310213202334,486.03453498777696,498.68975830078125,9219787,0.0,0
2017-01-23,494.879731409258,507.15647410461173,490.22303590412383,501.6531066894531,7856216,0.0,0
2017-01-24,502.0763195970462,518.1630819450123,499.5363044894726,517.73974609375,8711182,0.0,0
2017-01-25,517.73974609375,518.1630819450123,512.6597158786028,517.73974609375,6418182,0.0,0
2017-01-26,517.7397685158292,526.6298217773438,513.9297456894657,526.6298217773438,5398523,0.0,0
2017-01-27,528.7465040530561,532.1331910285761,513.9297485351562,513.9297485351562,7372406,0.0,0
2017-01-30,514.776543445122,521.1265830435404,510.543183712843,520.7032470703125,4114517,0.0,0
2017-01-31,519.856484753635,525.7831873485461,517.5611587460477,524.08984375,4270225,0.0,0
2017-02-01,527.4764946193321,541.0232424747243,525.3598152669271,539.7532348632812,5765690,0.0,0
2017-02-02,540.1765535393176,547.7855918197248,538.4832101112947,544.409912109375,5944741,0.0,0
2017-02-03,543.5632443728147,551.4669434845725,542.2932367925044,544.833251953125,4051453,0.0,0
2017-02-06,542.716637368528,549.49001193787,542.173928172611,545.2566528320312,3457691,0.0,0
2017-02-07,543.1398537791652,568.1166670082928,543.1398537791652,564.72998046875,4852351,0.0,0
2017-02-08,561.7667333408397,561.7667333408397,546.9499769980142,556.2633666992188,4703725,0.0,0
2017-02-09,556.2633295232599,560.0733523282138,550.7599632494378,558.8033447265625,3519253,0.0,0
2017-02-10,562.190057238034,563.8834007839316,550.3366524167501,554.9933471679688,2796998,0.0,0
2017-02-13,552.453357327369,557.9567241053427,549.0666700793851,551.183349609375,4564260,0.0,0
2017-02-14,550.3366680652923,571.0801270923687,549.4053497592646,556.6867065429688,3782149,0.0,0
2017-02-15,559.2266646272144,560.9200080477358,551.6066192348677,557.1099853515625,2904744,0.0,0
2017-02-16,557.1100012576941,560.9200240626479,554.9933219216086,558.8033447265625,2263132,0.0,0
2017-02-17,560.4967551391876,567.2701298236491,554.9933882080626,566.0001220703125,3387967,0.0,0
2017-02-20,564.7300924694492,569.3867873848644,539.7532742867675,543.9866333007812,4352829,0.0,0
