Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03,2352.260986328125,2352.260986328125,2330.14306640625,2349.85693359375,393,0,0
2017-01-04,2354.875,2354.875,2354.875,2354.875,48,0,0
2017-01-05,2354.875,2354.875,2354.875,2354.875,0,0,0
2017-01-06,2352.875,2352.875,2352.875,2352.875,16,0,0
2017-01-09,2373.68798828125,2373.68798828125,2350.635009765625,2350.635009765625,206,0,0
2017-01-10,2376.7451171875,2381.821044921875,2376.7451171875,2381.821044921875,1080,0,0
2017-01-11,2381.821044921875,2381.821044921875,2381.821044921875,2381.821044921875,0,0,0
2017-01-12,2683.75,2759.843994140625,2500.876953125,2623.929931640625,4475,0,0
2017-01-13,2899.845947265625,2899.845947265625,2899.845947265625,2899.845947265625,26,0,0
2017-01-16,2985.14990234375,2985.14990234375,2985.14990234375,2985.14990234375,20,0,0
2017-01-17,2951.75,2999.83203125,2951.75,2999.83203125,2891,0,0
2017-01-18,3026.25,3026.25,2887.75,2977.37890625,199,0,0
2017-01-19,2971.56298828125,2979.35009765625,2963.0,2979.35009765625,6160,0,0
2017-01-20,2985.324951171875,2989.739990234375,2985.324951171875,2989.739990234375,5484,0,0
2017-01-23,2990.9951171875,2999.157958984375,2990.993896484375,2999.157958984375,5742,0,0
2017-01-24,2988.81689453125,2988.8330078125,2974.823974609375,2974.823974609375,2377,0,0
2017-01-25,2996.4970703125,2998.69091796875,2996.4970703125,2997.837890625,3228,0,0
2017-01-26,3012.84912109375,3095.330078125,3012.84912109375,3095.330078125,915,0,0
2017-01-27,3038.822021484375,3038.822021484375,3038.822021484375,3038.822021484375,45,0,0
2017-01-30,3051.52490234375,3071.194091796875,3017.343017578125,3017.343017578125,2142,0,0
2017-01-31,3036.30810546875,3036.31005859375,3022.510986328125,3029.3359375,5947,0,0
2017-02-01,3075.302978515625,3085.486083984375,3054.27587890625,3085.486083984375,3179,0,0
2017-02-02,3066.81005859375,3066.81005859375,3066.0439453125,3066.0439453125,1014,0,0
2017-02-03,3071.388916015625,3089.3330078125,3071.388916015625,3089.3330078125,180,0,0
2017-02-06,3053.1650390625,3053.1650390625,3053.1650390625,3053.1650390625,133,0,0
2017-02-07,3095.0,3130.174072265625,3095.0,3130.174072265625,20195,0,0
2017-02-08,3103.8291015625,3111.177001953125,3103.820068359375,3111.177001953125,432,0,0
2017-02-09,3111.177001953125,3111.177001953125,3111.177001953125,3111.177001953125,0,0,0
2017-02-10,3172.826904296875,3172.826904296875,3172.826904296875,3172.826904296875,81,0,0
2017-02-13,3201.1201171875,3201.1201171875,3176.325927734375,3176.325927734375,5852,0,0
2017-02-14,3196.323974609375,3196.323974609375,3196.323974609375,3196.323974609375,159,0,0
2017-02-15,3194.967041015625,3194.967041015625,3194.966064453125,3194.966064453125,785,0,0
2017-02-16,3171.175048828125,3171.175048828125,3171.175048828125,3171.175048828125,63,0,0
2017-02-17,3149.674072265625,3149.674072265625,3149.674072265625,3149.674072265625,529,0,0
2017-02-20,3150.1669921875,3150.1669921875,3150.1669921875,3150.1669921875,72,0,0
2017-02-21,3116.154052734375,3116.154052734375,3116.154052734375,3116.154052734375,13,0,0
2017-02-22,3140.0,3140.0,3136.674072265625,3136.674072265625,1210,0,0
2017-02-23,3136.674072265625,3136.674072265625,3136.674072265625,3136.674072265625,0,0,0
2017-02-24,3126.699951171875,3126.699951171875,3126.699951171875,3126.699951171875,39,0,0
2017-02-27,3126.699951171875,3126.699951171875,3126.699951171875,3126.699951171875,0,0,0
2017-02-28,3137.583984375,3137.583984375,3137.583984375,3137.583984375,154,0,0
2017-03-01,3132.330078125,3140.324951171875,3132.330078125,3140.324951171875,201,0,0
2017-03-02,3145.60693359375,3145.60693359375,3140.669921875,3140.669921875,1545,0,0
2017-03-03,3140.669921875,3140.669921875,3140.669921875,3140.669921875,0,0,0
2017-03-06,3103.0,3124.89990234375,3103.0,3124.89990234375,501,0,0
2017-03-07,3110.16796875,3110.16796875,3110.16796875,3110.16796875,95,0,0
2017-03-08,3120.1669921875,3120.1669921875,3105.43701171875,3105.43701171875,564,0,0
2017-03-09,3149.825927734375,3149.825927734375,3149.825927734375,3149.825927734375,379,0,0
2017-03-10,3157.324951171875,3157.324951171875,3157.324951171875,3157.324951171875,481,0,0
2017-03-13,3282.43896484375,3329.822021484375,3282.43896484375,3282.44091796875,3355,0,0
2017-03-14,3470.875,3509.25,3414.18798828125,3414.18798828125,2760,0,0
2017-03-15,3237.75,3262.5,3208.62890625,3208.62890625,6156,0,0
2017-03-16,3176.68798828125,3212.677001953125,3166.56298828125,3176.81494140625,1052,0,0
2017-03-17,3167.25,3167.25,3164.5,3164.5,3082,0,0
2017-03-20,3074.0,3074.8330078125,3068.5,3074.8330078125,644,0,0
2017-03-21,3060.25,3060.625,3031.8310546875,3031.8310546875,534,0,0
2017-03-22,3011.2529296875,3031.66796875,3011.2529296875,3031.66796875,1307,0,0
2017-03-23,3049.590087890625,3049.590087890625,2985.8349609375,2985.8349609375,3300,0,0
2017-03-24,3023.946044921875,3023.946044921875,3013.6640625,3019.70703125,567,0,0
2017-03-27,3142.157958984375,3142.157958984375,3142.157958984375,3142.157958984375,19,0,0
2017-03-28,3135.322998046875,3135.322998046875,3135.322998046875,3135.322998046875,96,0,0
2017-03-29,3123.8291015625,3123.8291015625,3117.93408203125,3117.93408203125,664,0,0
2017-03-30,3112.75,3112.8740234375,3102.83203125,3107.9130859375,5805,0,0
2017-03-31,3120.0,3148.822998046875,3120.0,3133.077880859375,15428,0,0
2017-04-03,3127.05810546875,3129.830078125,3127.05810546875,3129.830078125,4326,0,0
2017-04-04,3100.0,3134.531005859375,3075.31494140625,3075.31494140625,1699,0,0
2017-04-05,3062.0,3062.0,2999.8359375,2999.8359375,871,0,0
