Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03,475.80310985481276,480.62951502662827,472.5855064069358,475.4009094238281,6012671,0.0,0
2017-01-04,475.40086763822114,476.6074688251202,468.1612605168269,470.574462890625,8970946,0.0,0
2017-01-05,469.7699555352394,474.1941588836021,468.56335462204953,472.5853576660156,5603166,0.0,0
2017-01-06,471.781061043227,487.46687637202996,471.4794107484423,486.6624755859375,9658212,0.0,0
2017-01-09,488.2712938125163,490.2822958463405,477.0096824231008,480.6294860839844,9031370,0.0,0
2017-01-10,481.83610009365395,493.49991219942683,479.42289758901126,490.68450927734375,10094456,0.0,0
2017-01-11,491.89111052966507,494.30431303430777,489.07570760758193,490.68450927734375,9831975,0.0,0
2017-01-12,491.48889352898846,497.9240999909065,487.4668894902897,496.7174987792969,12131724,0.0,0
2017-01-13,496.717487500519,497.1196878952563,488.67347960577376,491.8910827636719,15243942,0.0,0
2017-01-16,489.075680000511,495.61143641499154,485.0536760531384,491.8910827636719,6148222,0.0,0
2017-01-17,489.47787833726113,494.3042830538159,485.4558744067988,486.6624755859375,6647124,0.0,0
2017-01-18,485.85807479984504,486.6624755859375,480.22726929719784,486.6624755859375,8412076,0.0,0
2017-01-19,485.85803851257526,490.6844428686604,482.64043560851843,484.2492370605469,6616375,0.0,0
2017-01-20,484.2492647321893,487.0646674341206,482.49567694087926,483.04266357421875,7430458,0.0,0
2017-01-23,480.22733078002926,485.45593655904133,479.4229298909505,482.6405334472656,4338560,0.0,0
2017-01-24,483.44491031098124,486.1203385012996,479.1091779510998,481.0317077636719,7208184,0.0,0
2017-01-25,483.04266357421875,488.6734689780814,481.8360624162482,483.04266357421875,5755771,0.0,0
2017-01-26,483.0426242239523,484.7093597697656,475.4008175126658,479.4228210449219,6884692,0.0,0
2017-01-27,481.03168739286656,481.03168739286656,474.9986812800798,476.60748291015625,5386607,0.0,0
2017-01-30,474.59646684695514,477.8140700120192,469.36786170372596,470.574462890625,7208445,0.0,0
2017-01-31,470.97659621615594,473.00772756354763,466.95459283258504,468.16119384765625,8852403,0.0,0
2017-02-01,472.1832802440987,473.3898814712982,466.55247451716735,468.5634765625,8741904,0.0,0
2017-02-02,468.1612577070614,471.3788608528144,466.954656527404,469.36785888671875,9892984,0.0,0
2017-02-03,470.172259673157,471.7810612460335,468.96565849349963,469.36785888671875,6101680,0.0,0
2017-02-06,470.9767904476244,476.70250150759006,469.36798843072387,472.98779296875,4967130,0.0,0
2017-02-07,474.1943005462952,481.6350084004992,473.3898996971921,481.0317077636719,7586799,0.0,0
