Date,Pearson,education,Edexcel,publisher,penguin,books
2018-12-30,38,50,41,48,80,88
2018-12-31,41,52,50,57,82,77
2019-01-01,34,38,28,50,81,86
2019-01-02,53,52,41,56,72,99
2019-01-03,53,57,52,74,77,98
2019-01-04,62,57,57,78,78,91
2019-01-05,41,43,56,68,73,90
2019-01-06,42,41,56,55,87,96
2019-01-07,80,65,86,80,82,99
2019-01-08,85,65,89,83,85,98
2019-01-09,87,68,87,98,87,100
2019-01-10,88,69,100,93,86,97
2019-01-11,81,78,64,89,90,96
2019-01-12,45,77,50,49,75,87
2019-01-13,40,88,68,60,69,91
2019-01-14,92,98,85,77,82,94
2019-01-15,90,100,87,95,87,93
2019-01-16,93,97,78,90,88,95
2019-01-17,80,100,83,82,86,94
2019-01-18,81,90,98,76,95,89
2019-01-19,54,77,34,56,75,82
2019-01-20,50,80,37,69,85,88
2019-01-21,70,84,68,82,93,85
2019-01-22,85,93,63,90,93,91
2019-01-23,97,91,73,100,100,91
2019-01-24,93,92,81,73,94,93
2019-01-25,84,85,53,84,96,86
2019-01-26,49,66,50,51,90,81
2019-01-27,52,73,56,45,79,88
2019-01-28,98,85,67,99,90,91
2019-01-29,100,91,76,94,92,94
2019-01-30,93,88,67,86,86,91
2019-01-31,88,87,64,84,81,88
2019-02-01,71,94,63,77,100,93
2019-02-02,44,79,33,49,85,84
2019-02-03,50,82,47,44,77,91
2019-02-04,77,93,77,78,83,94
2019-02-05,78,100,71,100,95,100
2019-02-06,89,97,70,72,96,94
2019-02-07,86,95,63,75,82,95
2019-02-08,76,89,61,81,97,93
2019-02-09,47,70,44,59,85,89
2019-02-10,48,70,47,53,86,95
2019-02-11,82,96,78,84,85,93
2019-02-12,97,95,73,84,86,91
2019-02-13,89,91,90,88,92,91
2019-02-14,68,88,81,84,84,88
2019-02-15,63,78,59,74,89,84
2019-02-16,49,65,52,48,83,86
2019-02-17,48,68,48,59,88,89
2019-02-18,63,78,41,84,79,88
2019-02-19,70,93,48,89,85,93
2019-02-20,72,90,32,82,89,93
2019-02-21,72,91,51,86,89,96
2019-02-22,69,82,52,84,91,91
2019-02-23,38,67,46,51,84,85
2019-02-24,58,68,46,52,90,93
2019-02-25,100,86,76,77,88,94
2019-02-26,91,92,90,99,89,97
2019-02-27,81,89,100,82,86,89
2019-02-28,75,91,76,80,93,93
2019-03-01,72,87,68,73,96,90
2019-03-02,41,68,51,42,72,83
2019-03-03,41,76,49,50,92,92
2019-03-04,83,94,91,72,85,92
2019-03-05,76,100,82,91,89,100
2019-03-06,83,99,94,84,89,97
2019-03-07,81,90,88,77,94,100
2019-03-08,69,82,61,69,91,89
2019-03-09,49,69,42,49,80,88
2019-03-10,39,66,76,44,74,85
2019-03-11,72,91,91,93,82,87
2019-03-12,75,87,94,76,84,85
2019-03-13,75,92,95,77,80,87
2019-03-14,70,87,57,91,87,87
2019-03-15,59,81,60,75,96,82
2019-03-16,42,61,63,38,79,77
2019-03-17,49,62,56,55,95,84
2019-03-18,100,89,89,71,82,88
2019-03-19,75,89,91,73,91,90
2019-03-20,84,88,89,100,92,87
2019-03-21,75,84,95,90,86,87
2019-03-22,68,78,87,80,89,87
2019-03-23,38,60,52,53,79,82
2019-03-24,40,62,54,44,78,83
2019-03-25,76,91,81,83,80,88
2019-03-26,73,90,100,91,95,91
2019-03-27,79,91,92,85,90,89
2019-03-28,69,94,80,85,82,88
2019-03-29,69,83,71,65,99,88
2019-03-30,53,61,43,38,100,83
2019-03-31,50,63,53,50,76,83
2019-04-01,94,92,67,94,81,97
2019-04-02,97,96,64,84,89,97
2019-04-03,92,95,68,100,82,98
2019-04-04,95,100,68,95,80,98
2019-04-05,86,81,65,89,80,93
2019-04-06,47,60,41,43,71,80
2019-04-07,58,61,45,50,68,89
2019-04-08,86,88,61,72,76,93
2019-04-09,100,93,57,87,83,97
2019-04-10,91,86,54,75,84,90
2019-04-11,80,93,65,80,87,88
2019-04-12,78,81,57,67,86,92
2019-04-13,46,55,47,40,86,85
2019-04-14,54,60,52,46,74,88
2019-04-15,84,85,58,77,78,90
2019-04-16,86,88,55,85,75,93
2019-04-17,76,86,60,73,92,89
2019-04-18,74,84,52,72,76,92
2019-04-19,56,67,47,60,84,87
2019-04-20,44,58,42,35,75,81
2019-04-21,51,55,50,37,77,83
2019-04-22,62,83,62,66,84,94
2019-04-23,91,88,100,90,72,97
2019-04-24,75,90,90,70,66,92
2019-04-25,87,88,91,90,100,92
2019-04-26,69,83,71,73,92,90
2019-04-27,51,64,45,40,71,86
2019-04-28,54,63,58,45,65,88
2019-04-29,86,90,98,89,69,94
2019-04-30,91,96,97,78,71,100
2019-05-01,100,86,46,83,100,97
2019-05-02,99,89,55,80,84,92
2019-05-03,81,76,40,84,94,91
2019-05-04,52,56,37,44,76,83
2019-05-05,54,59,29,51,74,80
2019-05-06,85,100,39,79,83,98
2019-05-07,94,84,48,85,80,90
2019-05-08,94,89,50,91,83,94
2019-05-09,94,88,59,97,86,88
2019-05-10,83,75,50,86,85,83
2019-05-11,57,55,41,47,75,78
2019-05-12,54,52,52,39,84,79
2019-05-13,100,80,64,90,80,96
2019-05-14,96,89,60,78,78,95
2019-05-15,94,86,72,79,82,92
2019-05-16,88,88,56,86,87,91
2019-05-17,82,79,52,81,93,83
2019-05-18,56,58,50,36,79,78
2019-05-19,54,58,53,44,75,86
2019-05-20,86,80,100,82,79,100
2019-05-21,85,93,91,89,83,92
2019-05-22,87,83,71,100,85,93
2019-05-23,84,73,58,77,86,83
2019-05-24,67,72,37,73,94,85
2019-05-25,55,54,27,36,94,80
2019-05-26,54,51,30,31,84,83
2019-05-27,58,66,38,64,84,80
2019-05-28,80,76,39,81,80,89
2019-05-29,84,76,38,84,87,94
2019-05-30,79,77,42,91,82,91
2019-05-31,76,76,41,71,86,84
2019-06-01,60,70,40,46,92,92
2019-06-02,67,68,64,48,100,96
2019-06-03,99,100,75,72,96,100
2019-06-04,100,92,77,81,89,98
2019-06-05,95,89,100,78,97,93
2019-06-06,90,94,93,76,88,96
2019-06-07,80,90,52,69,84,94
2019-06-08,65,69,53,41,87,94
2019-06-09,65,68,53,49,90,94
2019-06-10,98,94,77,67,85,98
2019-06-11,95,96,95,73,82,98
2019-06-12,95,95,83,75,81,100
2019-06-13,95,88,69,67,83,94
2019-06-14,96,81,74,66,85,90
2019-06-15,63,67,59,50,86,92
2019-06-16,60,63,40,46,89,90
2019-06-17,94,95,53,67,76,99
2019-06-18,91,100,52,74,83,99
2019-06-19,82,98,38,100,70,97
2019-06-20,88,95,40,83,90,97
2019-06-21,80,86,27,65,91,90
2019-06-22,72,70,17,39,93,91
2019-06-23,56,69,23,57,100,94
2019-06-24,76,95,24,60,86,98
2019-06-25,92,96,32,78,83,99
2019-06-26,86,94,25,92,94,94
2019-06-27,95,95,27,68,74,92
2019-06-28,69,85,15,71,82,89
2019-06-29,59,66,9,39,88,91
2019-06-30,58,64,12,47,85,91
2019-07-01,61,81,98,70,94,89
2019-07-02,70,78,98,100,99,89
2019-07-03,68,81,100,99,88,91
2019-07-04,57,74,72,80,97,83
2019-07-05,62,74,63,83,92,86
2019-07-06,45,63,34,45,88,90
2019-07-07,47,60,51,61,88,95
2019-07-08,74,83,97,80,77,96
2019-07-09,76,87,81,92,88,93
2019-07-10,67,83,56,72,87,88
2019-07-11,66,85,67,90,89,89
2019-07-12,64,78,57,95,95,92
2019-07-13,48,62,26,52,87,94
2019-07-14,54,57,39,55,97,94
2019-07-15,70,83,100,79,97,95
2019-07-16,69,82,84,74,88,100
2019-07-17,68,100,73,85,100,95
2019-07-18,100,78,35,75,84,88
2019-07-19,72,73,49,60,84,89
2019-07-20,52,62,27,69,90,98
2019-07-21,60,61,32,47,95,99
2019-07-22,64,79,39,68,87,95
2019-07-23,63,82,44,60,90,95
2019-07-24,68,84,40,77,88,89
2019-07-25,79,82,24,69,99,89
2019-07-26,62,72,19,75,91,87
2019-07-27,54,61,37,53,92,93
2019-07-28,56,60,11,34,86,95
2019-07-29,77,79,31,82,85,91
2019-07-30,65,82,51,72,90,93
2019-07-31,70,80,53,75,77,90
2019-08-01,46,78,4,62,54,80
2019-08-02,42,69,6,61,60,78
2019-08-03,34,59,5,38,52,83
2019-08-04,35,57,5,41,52,87
2019-08-05,48,80,5,72,56,85
2019-08-06,58,82,5,71,49,93
2019-08-07,51,80,4,62,52,89
2019-08-08,51,74,4,67,56,84
2019-08-09,47,71,5,58,56,87
2019-08-10,38,57,5,42,47,86
2019-08-11,37,54,7,45,54,89
2019-08-12,46,75,9,66,53,89
2019-08-13,55,84,13,69,49,95
2019-08-14,58,82,30,73,66,91
2019-08-15,62,80,43,70,61,87
2019-08-16,56,83,11,63,56,89
2019-08-17,37,64,10,52,55,89
2019-08-18,42,64,7,63,57,92
2019-08-19,69,94,11,79,50,92
2019-08-20,66,91,12,100,54,99
2019-08-21,80,91,18,88,51,95
2019-08-22,80,93,100,78,55,96
2019-08-23,64,83,16,55,57,89
2019-08-24,45,61,10,45,55,85
2019-08-25,44,65,10,43,59,95
2019-08-26,99,92,9,70,52,99
2019-08-27,94,100,11,89,50,100
2019-08-28,100,96,11,77,54,100
2019-08-29,91,92,12,77,100,96
2019-08-30,75,87,12,64,82,87
2019-08-31,36,61,7,50,73,85
2019-09-01,46,58,33,58,96,85
2019-09-02,57,74,53,63,92,87
2019-09-03,85,94,62,81,100,95
2019-09-04,93,97,75,88,99,96
2019-09-05,93,94,71,78,91,96
2019-09-06,85,90,58,77,97,91
2019-09-07,50,65,52,54,94,87
2019-09-08,54,66,57,54,96,88
2019-09-09,100,92,74,87,95,100
2019-09-10,93,97,75,89,97,96
2019-09-11,94,96,100,91,100,99
2019-09-12,95,98,65,82,98,94
2019-09-13,80,86,50,77,99,88
2019-09-14,52,63,36,45,92,86
2019-09-15,54,68,59,56,98,92
2019-09-16,91,97,68,92,96,94
2019-09-17,93,100,64,88,90,97
2019-09-18,89,96,71,80,93,97
2019-09-19,92,96,63,100,90,90
2019-09-20,76,89,60,83,92,92
2019-09-21,43,59,41,47,93,80
2019-09-22,52,65,40,58,94,89
2019-09-23,100,92,69,89,88,92
2019-09-24,90,97,44,91,89,93
2019-09-25,86,95,55,96,91,89
2019-09-26,94,93,80,82,90,92
2019-09-27,79,82,50,77,100,89
2019-09-28,48,57,28,47,94,84
2019-09-29,46,63,54,43,94,86
2019-09-30,89,86,68,84,97,91
2019-10-01,100,100,60,79,79,99
2019-10-02,91,93,79,73,74,98
2019-10-03,90,100,71,83,79,93
2019-10-04,78,86,74,94,86,92
2019-10-05,45,66,52,52,85,86
2019-10-06,60,64,59,60,79,90
2019-10-07,96,90,86,82,83,91
2019-10-08,85,89,70,81,81,98
2019-10-09,96,94,80,80,92,97
2019-10-10,94,95,77,96,100,95
2019-10-11,74,85,70,74,94,91
2019-10-12,45,63,66,47,86,88
2019-10-13,52,67,62,53,86,91
2019-10-14,79,95,86,89,86,97
2019-10-15,94,99,76,85,84,97
2019-10-16,86,99,100,68,82,98
2019-10-17,88,91,94,89,85,96
2019-10-18,75,88,62,63,83,92
2019-10-19,48,62,48,41,79,86
2019-10-20,57,64,66,50,86,90
2019-10-21,88,98,61,84,81,99
2019-10-22,83,97,79,72,88,97
2019-10-23,84,99,63,100,87,100
2019-10-24,77,90,51,98,89,93
2019-10-25,59,81,49,65,86,87
2019-10-26,47,51,48,43,90,79
2019-10-27,51,57,44,61,87,83
2019-10-28,83,83,60,77,84,89
2019-10-29,85,91,72,76,83,94
2019-10-30,71,89,61,75,86,91
2019-10-31,70,84,63,68,91,88
2019-11-01,81,81,55,85,67,86
2019-11-02,50,59,49,38,66,86
2019-11-03,61,62,52,57,78,87
2019-11-04,98,96,93,79,73,99
2019-11-05,97,95,88,91,83,96
2019-11-06,93,93,99,94,74,98
2019-11-07,90,93,78,92,100,94
2019-11-08,84,88,58,74,88,91
2019-11-09,54,59,50,63,74,88
2019-11-10,56,64,81,63,76,90
2019-11-11,80,98,85,73,81,95
2019-11-12,93,94,87,92,77,92
2019-11-13,97,98,84,88,70,93
2019-11-14,92,95,82,100,80,96
2019-11-15,91,87,55,81,76,95
2019-11-16,52,66,57,53,82,92
2019-11-17,62,66,52,60,87,93
2019-11-18,100,98,94,79,78,100
2019-11-19,98,100,97,100,80,99
2019-11-20,93,98,99,85,75,99
2019-11-21,86,93,94,96,80,96
2019-11-22,80,85,57,86,79,97
2019-11-23,48,64,45,52,77,88
2019-11-24,51,67,78,61,80,96
2019-11-25,75,88,100,88,79,93
2019-11-26,79,90,96,89,79,93
2019-11-27,65,77,94,70,75,89
2019-11-28,49,65,77,71,62,79
2019-11-29,45,59,53,55,66,90
2019-11-30,43,60,34,50,67,91
2019-12-01,72,64,54,57,89,91
2019-12-02,90,89,88,94,85,93
2019-12-03,82,94,91,93,86,97
2019-12-04,87,95,97,100,93,95
2019-12-05,89,94,67,82,93,96
2019-12-06,100,83,82,81,90,96
2019-12-07,61,58,52,53,81,87
2019-12-08,58,65,66,57,86,92
2019-12-09,80,86,100,92,81,93
2019-12-10,88,90,72,77,97,96
2019-12-11,87,87,86,81,89,97
2019-12-12,87,86,71,71,95,95
2019-12-13,76,78,65,83,92,91
2019-12-14,52,59,28,51,88,93
2019-12-15,52,60,74,46,88,98
2019-12-16,72,81,73,91,93,98
2019-12-17,69,82,90,76,100,100
2019-12-18,74,75,69,78,97,92
2019-12-19,67,73,56,65,96,93
2019-12-20,53,64,35,66,93,85
2019-12-21,38,49,30,31,83,90
2019-12-22,44,45,37,39,83,93
2019-12-23,48,57,41,53,89,91
2019-12-24,37,53,25,38,89,85
2019-12-25,38,43,22,37,80,77
2019-12-26,39,53,31,46,84,87
2019-12-27,39,55,36,41,70,88
2019-12-28,47,51,30,34,78,91
2019-12-29,42,49,57,31,77,89
2019-12-30,47,61,54,50,78,89
2019-12-31,41,100,27,55,73,84
2020-01-01,24,31,41,50,84,90
2020-01-02,37,42,37,58,86,99
2020-01-03,35,41,45,67,83,95
2020-01-04,31,36,34,42,82,95
2020-01-05,25,36,52,64,79,100
2020-01-06,50,51,82,77,94,100
2020-01-07,55,55,97,84,98,99
2020-01-08,60,58,91,91,95,96
2020-01-09,60,54,70,93,95,98
2020-01-10,52,50,61,68,98,95
2020-01-11,31,40,49,44,94,89
2020-01-12,42,41,79,45,91,95
2020-01-13,65,57,93,92,97,97
2020-01-14,63,59,100,75,87,95
2020-01-15,91,60,93,86,96,96
2020-01-16,100,60,83,97,87,96
2020-01-17,59,92,56,69,88,93
2020-01-18,48,97,36,55,87,87
2020-01-19,43,100,58,38,92,90
2020-01-20,47,95,85,76,90,89
2020-01-21,64,97,91,96,96,99
2020-01-22,62,96,73,88,100,97
2020-01-23,67,89,60,80,96,93
2020-01-24,62,78,64,88,98,90
2020-01-25,41,67,40,52,96,86
2020-01-26,35,71,46,64,90,84
2020-01-27,59,77,80,79,85,91
2020-01-28,67,78,89,88,95,94
2020-01-29,63,74,72,100,91,93
2020-01-30,64,73,69,92,96,89
2020-01-31,53,65,66,93,84,88
2020-02-01,51,78,58,44,72,87
2020-02-02,54,78,64,43,79,85
2020-02-03,84,95,83,72,69,89
2020-02-04,94,100,74,99,79,98
2020-02-05,87,100,70,94,77,93
2020-02-06,100,94,70,100,95,90
2020-02-07,79,86,73,80,78,89
2020-02-08,46,69,38,50,78,84
2020-02-09,55,71,57,49,80,88
2020-02-10,81,93,84,85,75,89
2020-02-11,87,97,92,90,82,93
2020-02-12,92,93,83,87,89,92
2020-02-13,88,88,98,95,90,94
2020-02-14,63,75,65,76,100,84
2020-02-15,42,64,42,44,72,89
2020-02-16,37,66,48,47,83,87
2020-02-17,60,80,49,74,79,90
2020-02-18,85,91,56,99,75,97
2020-02-19,96,89,56,88,85,100
2020-02-20,80,85,62,87,83,91
2020-02-21,75,84,59,69,84,91
2020-02-22,48,69,54,57,71,92
2020-02-23,50,75,53,47,77,89
2020-02-24,76,94,83,79,84,97
2020-02-25,83,94,100,93,81,98
2020-02-26,83,91,88,91,85,95
2020-02-27,75,84,99,87,73,95
2020-02-28,68,79,73,77,89,93
2020-02-29,46,65,68,47,75,89
2020-03-01,58,74,67,51,18,82
2020-03-02,83,100,100,77,19,91
2020-03-03,91,99,100,100,20,91
2020-03-04,83,94,95,82,19,90
2020-03-05,77,93,100,98,19,94
2020-03-06,77,84,89,80,19,86
2020-03-07,45,64,61,54,21,78
2020-03-08,46,65,74,52,19,81
2020-03-09,83,91,95,82,18,82
2020-03-10,85,90,89,81,21,81
2020-03-11,90,91,94,77,19,78
2020-03-12,86,87,88,74,18,74
2020-03-13,81,92,71,62,19,72
2020-03-14,57,68,38,43,21,81
2020-03-15,56,76,55,47,23,78
2020-03-16,86,86,79,64,26,79
2020-03-17,98,82,77,78,30,81
2020-03-18,98,89,97,66,35,85
2020-03-19,91,88,80,79,37,87
2020-03-20,73,82,55,63,37,81
2020-03-21,51,62,45,45,40,87
2020-03-22,52,66,44,53,37,92
2020-03-23,96,88,81,73,40,97
2020-03-24,91,83,69,73,37,92
2020-03-25,91,78,70,78,52,97
2020-03-26,83,80,51,68,47,95
2020-03-27,71,76,35,71,52,91
2020-03-28,42,63,28,43,93,96
2020-03-29,60,64,27,46,100,99
2020-03-30,97,79,41,66,67,100
2020-03-31,100,78,52,71,66,99
2020-04-01,99,95,100,83,100,90
2020-04-02,100,92,61,81,91,91
2020-04-03,82,87,77,85,77,86
2020-04-04,52,68,34,49,79,87
2020-04-05,52,69,45,44,75,90
2020-04-06,91,89,51,73,63,90
2020-04-07,89,85,59,64,64,92
2020-04-08,83,82,65,69,67,87
2020-04-09,71,77,54,80,66,88
2020-04-10,61,77,26,65,68,90
2020-04-11,53,68,34,47,64,90
2020-04-12,46,65,18,43,58,87
2020-04-13,79,85,47,70,48,93
2020-04-14,84,90,58,77,47,97
2020-04-15,91,89,54,86,52,93
2020-04-16,81,89,63,69,48,93
2020-04-17,72,88,34,79,51,92
2020-04-18,49,70,41,64,49,93
2020-04-19,52,75,61,53,48,94
2020-04-20,89,92,72,80,47,96
2020-04-21,98,94,54,87,42,93
2020-04-22,92,93,77,79,44,93
2020-04-23,83,90,56,82,48,100
2020-04-24,82,85,59,90,50,91
2020-04-25,49,69,21,69,52,87
2020-04-26,56,88,39,56,48,96
2020-04-27,90,100,78,100,42,99
2020-04-28,88,98,85,94,39,97
2020-04-29,89,99,54,75,45,94
2020-04-30,79,96,60,80,42,94
2020-05-01,74,94,66,64,82,97
2020-05-02,53,78,46,58,84,93
2020-05-03,48,78,58,54,84,96
2020-05-04,91,96,99,80,82,100
2020-05-05,91,98,68,66,80,98
2020-05-06,89,97,91,92,71,95
2020-05-07,100,100,100,84,84,93
2020-05-08,87,88,59,78,87,93
2020-05-09,65,73,37,68,84,93
2020-05-10,58,70,52,52,78,91
2020-05-11,78,95,92,81,79,96
2020-05-12,78,98,81,80,77,93
2020-05-13,83,96,76,100,84,97
2020-05-14,86,95,63,82,75,94
2020-05-15,73,88,86,75,98,92
2020-05-16,50,72,40,39,100,93
2020-05-17,50,74,71,54,75,100
2020-05-18,80,95,93,86,78,95
2020-05-19,79,96,77,76,68,100
2020-05-20,81,91,62,67,69,93
2020-05-21,75,90,87,70,74,88
2020-05-22,71,84,76,72,69,86
2020-05-23,45,66,38,57,68,89
2020-05-24,41,67,60,58,61,92
2020-05-25,49,74,46,62,57,86
2020-05-26,72,86,58,70,55,90
2020-05-27,77,86,63,75,63,94
2020-05-28,78,90,80,85,59,94
2020-05-29,63,82,34,70,58,86
2020-05-30,53,74,40,42,57,87
2020-05-31,45,91,43,40,52,87
2020-06-01,95,95,75,80,29,92
2020-06-02,100,91,54,100,26,90
2020-06-03,96,93,73,96,26,93
2020-06-04,92,93,80,81,27,87
2020-06-05,78,85,62,85,27,89
2020-06-06,65,77,47,68,27,95
2020-06-07,66,79,29,65,26,100
2020-06-08,92,94,85,90,28,92
2020-06-09,84,95,62,98,24,88
2020-06-10,91,97,67,75,23,94
2020-06-11,97,96,100,85,34,95
2020-06-12,93,96,60,86,30,85
2020-06-13,67,76,25,63,27,90
2020-06-14,56,76,54,62,26,90
2020-06-15,79,97,73,87,25,91
2020-06-16,95,95,56,86,28,91
2020-06-17,83,93,61,76,26,88
2020-06-18,87,100,73,91,37,85
2020-06-19,79,88,63,79,100,85
2020-06-20,67,74,35,51,66,86
2020-06-21,64,71,29,54,51,87
2020-06-22,81,92,48,97,35,85
2020-06-23,85,95,57,96,31,85
2020-06-24,80,96,46,95,30,87
2020-06-25,79,95,45,62,31,86
2020-06-26,72,84,50,66,27,89
2020-06-27,52,71,23,69,26,82
2020-06-28,65,75,25,56,28,94
2020-06-29,80,94,68,80,26,87
2020-06-30,75,92,59,90,25,86
2020-07-01,64,54,88,100,81,91
2020-07-02,67,57,86,72,85,92
2020-07-03,64,49,81,78,84,86
2020-07-04,47,45,48,60,92,93
2020-07-05,49,44,43,60,97,94
2020-07-06,67,59,64,76,100,97
2020-07-07,74,60,85,72,75,93
2020-07-08,79,62,52,79,83,95
2020-07-09,77,59,77,81,87,94
2020-07-10,67,57,89,74,86,92
2020-07-11,64,51,40,57,99,97
2020-07-12,57,47,35,54,90,95
2020-07-13,67,59,100,84,89,90
2020-07-14,70,62,85,94,74,96
2020-07-15,75,66,60,87,86,91
2020-07-16,66,59,71,83,77,91
2020-07-17,62,56,80,76,79,93
2020-07-18,48,47,56,64,81,100
2020-07-19,100,46,41,48,90,95
2020-07-20,83,56,48,80,83,96
2020-07-21,81,63,78,85,84,99
2020-07-22,76,60,68,87,76,91
2020-07-23,70,59,54,78,75,89
2020-07-24,63,49,53,92,87,88
2020-07-25,52,43,73,57,79,95
2020-07-26,56,46,29,48,82,96
2020-07-27,71,58,54,88,79,96
2020-07-28,73,59,59,87,77,90
2020-07-29,79,85,59,91,79,92
2020-07-30,69,100,49,79,78,90
2020-07-31,67,69,33,65,81,88
2020-08-01,40,77,21,47,67,88
2020-08-02,34,74,15,47,65,92
2020-08-03,53,80,30,71,56,85
2020-08-04,50,87,51,80,61,90
2020-08-05,55,85,38,84,55,85
2020-08-06,56,89,44,75,57,88
2020-08-07,54,86,22,77,62,88
2020-08-08,41,72,22,51,65,89
2020-08-09,38,69,40,42,64,92
2020-08-10,58,92,32,65,57,94
2020-08-11,57,89,47,67,57,90
2020-08-12,60,89,82,92,59,90
2020-08-13,55,92,100,90,61,96
2020-08-14,54,84,53,74,55,91
2020-08-15,37,68,46,51,53,87
2020-08-16,42,69,48,51,60,100
2020-08-17,75,94,59,79,55,97
2020-08-18,74,92,63,96,59,95
2020-08-19,79,95,79,86,64,95
2020-08-20,74,98,98,88,65,96
2020-08-21,72,91,58,74,56,94
2020-08-22,49,70,32,55,57,89
2020-08-23,53,72,44,57,100,96
2020-08-24,100,92,52,79,89,96
2020-08-25,96,94,81,92,83,99
2020-08-26,95,100,73,100,81,97
2020-08-27,83,100,86,77,68,95
2020-08-28,73,89,45,60,71,95
2020-08-29,56,77,44,62,72,91
2020-08-30,55,74,33,56,81,91
2020-08-31,94,96,30,64,74,99
2020-09-01,86,96,55,88,95,96
2020-09-02,81,99,71,100,98,97
2020-09-03,79,96,70,99,95,95
2020-09-04,74,90,46,82,90,88
2020-09-05,48,70,59,63,94,82
2020-09-06,49,70,47,57,84,86
2020-09-07,65,86,78,85,90,91
2020-09-08,97,100,79,88,93,98
2020-09-09,100,100,72,90,91,96
2020-09-10,89,98,84,86,100,98
2020-09-11,90,89,60,85,88,96
2020-09-12,52,72,50,66,96,88
2020-09-13,57,74,66,51,95,91
2020-09-14,97,96,87,87,87,100
2020-09-15,94,99,64,83,86,96
2020-09-16,89,99,100,92,81,95
2020-09-17,90,98,76,89,93,93
2020-09-18,72,92,71,94,93,92
2020-09-19,52,73,41,59,93,82
2020-09-20,58,70,71,49,87,82
2020-09-21,89,96,83,77,87,91
2020-09-22,90,94,98,90,78,95
2020-09-23,93,94,91,97,95,97
2020-09-24,88,100,88,91,94,93
2020-09-25,72,83,73,63,85,87
2020-09-26,51,69,57,55,77,84
2020-09-27,58,64,62,63,88,85
2020-09-28,79,86,64,72,76,85
2020-09-29,83,88,81,86,90,87
2020-09-30,81,90,82,79,70,84
2020-10-01,83,100,58,95,93,95
2020-10-02,80,84,51,83,90,96
2020-10-03,48,74,53,64,79,94
2020-10-04,54,68,66,60,90,94
2020-10-05,100,90,100,79,80,100
2020-10-06,93,93,72,86,78,98
2020-10-07,90,94,92,100,92,99
2020-10-08,87,95,84,86,87,97
2020-10-09,65,82,56,84,80,88
2020-10-10,46,70,46,43,72,91
2020-10-11,60,74,61,50,83,92
2020-10-12,76,88,87,68,75,92
2020-10-13,75,89,86,80,89,93
2020-10-14,75,89,80,79,81,93
2020-10-15,72,90,67,89,78,94
2020-10-16,71,79,50,81,100,89
2020-10-17,47,66,57,58,85,87
2020-10-18,51,68,47,68,74,93
2020-10-19,81,83,70,75,74,92
2020-10-20,72,81,74,78,74,92
2020-10-21,81,80,68,82,72,93
2020-10-22,69,80,81,92,71,89
2020-10-23,61,70,41,76,92,86
2020-10-24,49,59,34,61,90,87
2020-10-25,49,58,25,55,82,87
2020-10-26,77,75,54,84,71,89
2020-10-27,70,78,48,79,80,94
2020-10-28,67,80,60,83,72,87
2020-10-29,71,79,57,81,74,89
2020-10-30,57,75,48,71,72,87
2020-10-31,45,55,44,56,81,79
2020-11-01,59,72,79,56,71,83
2020-11-02,88,99,72,81,67,85
2020-11-03,92,94,82,71,73,79
2020-11-04,80,79,83,90,56,65
2020-11-05,79,92,48,91,63,72
2020-11-06,78,84,49,71,72,76
2020-11-07,62,73,51,49,68,78
2020-11-08,63,82,64,58,69,87
2020-11-09,100,93,100,89,74,88
2020-11-10,96,95,71,100,68,85
2020-11-11,97,100,86,78,71,85
2020-11-12,96,95,81,78,80,88
2020-11-13,84,82,52,96,80,84
2020-11-14,64,60,55,66,85,80
2020-11-15,61,71,84,49,93,90
2020-11-16,99,91,89,84,75,87
2020-11-17,93,92,80,97,80,92
2020-11-18,99,92,85,85,74,91
2020-11-19,98,94,71,92,72,88
2020-11-20,83,83,72,94,79,87
2020-11-21,57,72,63,59,89,90
2020-11-22,65,68,75,53,91,93
2020-11-23,93,92,71,80,78,91
2020-11-24,90,87,90,82,88,88
2020-11-25,89,85,68,83,81,85
2020-11-26,70,77,73,80,85,80
2020-11-27,70,71,43,80,81,85
2020-11-28,60,68,49,63,96,95
2020-11-29,59,65,57,66,100,98
2020-11-30,92,83,75,83,96,100
2020-12-01,82,97,87,76,91,98
2020-12-02,88,94,100,75,94,99
2020-12-03,100,98,90,100,100,98
2020-12-04,82,93,56,63,92,97
2020-12-05,58,75,39,41,86,100
2020-12-06,61,76,76,47,90,99
2020-12-07,81,96,81,73,90,96
2020-12-08,77,93,90,62,84,96
2020-12-09,87,94,74,79,86,97
2020-12-10,74,100,78,83,93,94
2020-12-11,73,85,67,60,91,92
2020-12-12,63,74,36,44,95,98
2020-12-13,54,70,73,48,85,99
2020-12-14,87,91,74,69,84,96
2020-12-15,76,99,81,70,99,93
2020-12-16,77,96,55,66,90,94
2020-12-17,74,94,61,62,94,89
2020-12-18,69,85,35,62,91,90
2020-12-19,47,72,34,40,96,93
2020-12-20,59,65,21,51,94,96
2020-12-21,66,78,37,58,84,87
2020-12-22,52,83,64,49,87,85
2020-12-23,52,74,25,45,90,81
2020-12-24,38,64,24,31,86,79
2020-12-25,35,54,16,32,87,74
2020-12-26,34,59,33,36,84,86
2020-12-27,43,65,42,35,82,96
2020-12-28,54,70,43,41,83,92
2020-12-29,50,77,56,47,97,93
2020-12-30,50,76,50,44,83,92
2020-12-31,43,67,37,37,80,84
2021-01-01,44,53,40,48,62,91
2021-01-02,48,63,47,44,57,100
