Date,Legal & General,assurance,insurance,business,pensions,investment
2019-01-02,53,94,100,79,78,79
2019-01-03,0,95,97,85,87,89
2019-01-04,69,93,97,85,94,90
2019-01-05,38,58,69,60,51,56
2019-01-06,0,63,61,62,45,62
2019-01-07,0,99,100,92,94,87
2019-01-08,65,98,97,94,75,92
2019-01-09,33,96,93,94,87,90
2019-01-10,100,89,96,98,76,92
2019-01-11,87,89,88,88,77,91
2019-01-12,74,64,65,60,46,58
2019-01-13,0,53,59,63,45,65
2019-01-14,65,97,95,88,72,82
2019-01-15,48,87,94,93,76,94
2019-01-16,98,89,94,96,93,94
2019-01-17,33,95,94,94,85,97
2019-01-18,51,90,90,84,69,92
2019-01-19,18,60,67,59,47,56
2019-01-20,53,52,62,62,38,65
2019-01-21,49,94,90,87,91,83
2019-01-22,80,93,96,94,89,92
2019-01-23,32,91,96,96,81,98
2019-01-24,32,90,99,98,74,98
2019-01-25,100,89,97,86,73,80
2019-01-26,0,56,70,57,44,58
2019-01-27,18,62,69,68,44,67
2019-01-28,64,100,99,95,100,97
2019-01-29,48,97,95,100,94,100
2019-01-30,80,92,93,97,97,92
2019-01-31,81,92,93,95,81,89
2019-02-01,17,81,99,90,83,94
2019-02-02,0,57,67,63,47,67
2019-02-03,38,57,55,62,44,64
2019-02-04,67,91,95,91,85,89
2019-02-05,50,100,96,95,79,94
2019-02-06,50,90,94,100,87,94
2019-02-07,33,93,96,97,90,99
2019-02-08,17,87,94,89,72,89
2019-02-09,0,57,65,65,50,67
2019-02-10,19,49,57,65,59,65
2019-02-11,65,87,95,97,91,96
2019-02-12,99,92,97,97,100,98
2019-02-13,98,87,90,93,65,98
2019-02-14,67,77,87,90,91,94
2019-02-15,69,80,83,84,67,80
2019-02-16,19,55,65,64,61,65
2019-02-17,38,45,61,64,67,68
2019-02-18,100,88,89,92,78,90
2019-02-19,66,87,92,94,91,96
2019-02-20,17,86,94,98,81,100
2019-02-21,84,88,90,98,85,93
2019-02-22,35,76,89,86,69,87
2019-02-23,0,56,74,65,43,69
2019-02-24,19,54,56,67,45,66
2019-02-25,99,94,100,92,63,94
2019-02-26,67,93,97,100,90,98
2019-02-27,48,86,94,94,84,91
2019-02-28,50,90,95,92,93,92
2019-03-01,34,81,95,87,81,85
2019-03-02,19,58,67,63,41,63
2019-03-03,19,52,64,67,52,61
2019-03-04,50,93,99,95,95,92
2019-03-05,33,100,97,100,89,96
2019-03-06,81,91,95,94,92,97
2019-03-07,17,88,95,98,77,93
2019-03-08,69,83,91,86,79,81
2019-03-09,19,52,63,64,44,61
2019-03-10,0,54,57,64,39,60
2019-03-11,50,90,95,98,80,92
2019-03-12,65,86,95,96,93,94
2019-03-13,98,90,90,96,86,91
2019-03-14,50,83,89,95,83,83
2019-03-15,50,80,86,83,69,85
2019-03-16,0,52,65,62,40,57
2019-03-17,19,54,59,60,39,61
2019-03-18,50,92,100,92,85,94
2019-03-19,32,86,95,97,71,98
2019-03-20,50,80,91,93,95,90
2019-03-21,68,86,92,90,71,90
2019-03-22,35,81,93,83,73,83
2019-03-23,57,48,66,60,35,56
2019-03-24,34,52,56,65,47,69
2019-03-25,100,82,98,94,84,100
2019-03-26,100,92,97,97,100,93
2019-03-27,34,94,92,95,86,96
2019-03-28,50,87,90,95,83,96
2019-03-29,53,77,88,85,62,89
2019-03-30,0,46,67,61,34,62
2019-03-31,0,48,64,67,49,64
2019-04-01,42,90,99,96,73,99
2019-04-02,57,100,99,100,66,98
2019-04-03,42,95,92,98,78,95
2019-04-04,71,97,94,96,73,100
2019-04-05,44,79,84,88,72,82
2019-04-06,16,62,61,62,53,59
2019-04-07,0,53,57,63,53,64
2019-04-08,70,95,95,98,89,92
2019-04-09,42,91,95,100,70,99
2019-04-10,56,89,94,98,72,99
2019-04-11,100,88,95,95,59,93
2019-04-12,15,84,84,85,62,78
2019-04-13,33,53,60,59,23,61
2019-04-14,32,50,58,64,43,60
2019-04-15,43,86,91,94,66,85
2019-04-16,71,90,93,95,76,93
2019-04-17,29,89,88,89,74,95
2019-04-18,75,88,86,90,51,82
2019-04-19,16,79,77,71,38,65
2019-04-20,0,48,58,55,35,55
2019-04-21,0,49,48,57,31,67
2019-04-22,45,52,86,79,30,80
2019-04-23,99,89,95,92,100,92
2019-04-24,28,92,89,94,72,93
2019-04-25,28,91,95,95,78,93
2019-04-26,44,83,88,85,75,85
2019-04-27,16,59,62,61,45,57
2019-04-28,48,53,61,64,26,68
2019-04-29,28,94,96,96,71,89
2019-04-30,14,83,100,96,77,97
2019-05-01,71,63,100,92,66,89
2019-05-02,100,90,95,97,64,93
2019-05-03,51,84,90,86,72,88
2019-05-04,38,64,65,62,41,58
2019-05-05,37,51,58,61,39,63
2019-05-06,50,89,90,90,54,83
2019-05-07,49,87,97,97,77,92
2019-05-08,17,74,97,94,60,90
2019-05-09,83,100,92,94,94,100
2019-05-10,35,82,85,82,68,81
2019-05-11,58,57,59,59,36,52
2019-05-12,38,56,55,58,32,59
2019-05-13,50,92,93,94,73,90
2019-05-14,83,83,97,98,78,93
2019-05-15,0,99,97,97,62,95
2019-05-16,67,89,98,100,82,89
2019-05-17,35,87,84,85,63,81
2019-05-18,19,60,63,58,35,55
2019-05-19,38,53,57,63,31,61
2019-05-20,17,85,92,89,64,84
2019-05-21,81,92,97,95,72,95
2019-05-22,49,89,92,94,89,91
2019-05-23,48,86,87,87,67,81
2019-05-24,52,85,91,87,76,75
2019-05-25,0,55,62,57,48,55
2019-05-26,0,49,55,60,39,57
2019-05-27,17,87,65,69,52,68
2019-05-28,16,92,97,90,100,83
2019-05-29,32,94,98,92,87,81
2019-05-30,34,59,96,92,63,90
2019-05-31,17,78,97,88,75,74
2019-06-01,23,54,64,61,42,59
2019-06-02,22,46,58,65,49,61
2019-06-03,78,95,94,92,84,86
2019-06-04,39,98,96,96,81,97
2019-06-05,97,100,91,91,91,92
2019-06-06,39,90,92,97,91,93
2019-06-07,41,92,92,86,79,94
2019-06-08,23,53,66,61,52,63
2019-06-09,0,46,57,66,37,66
2019-06-10,0,69,91,90,87,96
2019-06-11,19,94,96,98,84,92
2019-06-12,59,94,91,97,94,90
2019-06-13,19,91,93,95,81,91
2019-06-14,40,81,92,89,64,84
2019-06-15,0,57,63,60,52,61
2019-06-16,0,48,57,62,35,64
2019-06-17,59,95,94,95,84,98
2019-06-18,39,96,95,99,75,100
2019-06-19,98,93,94,100,100,99
2019-06-20,100,97,92,94,92,88
2019-06-21,41,94,93,88,66,96
2019-06-22,23,52,63,59,37,58
2019-06-23,0,46,57,67,41,65
2019-06-24,60,90,98,94,72,87
2019-06-25,59,94,100,99,87,96
2019-06-26,19,95,95,94,70,90
2019-06-27,58,82,96,97,75,97
2019-06-28,0,83,92,86,67,75
2019-06-29,23,52,62,61,42,58
2019-06-30,68,51,60,64,52,61
2019-07-01,97,91,91,92,85,86
2019-07-02,95,98,90,92,79,84
2019-07-03,78,98,88,87,83,90
2019-07-04,60,95,69,83,92,81
2019-07-05,82,88,81,78,75,86
2019-07-06,45,60,63,59,48,65
2019-07-07,22,48,63,65,51,67
2019-07-08,77,100,100,97,73,96
2019-07-09,39,100,98,95,80,100
2019-07-10,77,92,93,97,68,99
2019-07-11,77,90,96,94,68,100
2019-07-12,41,84,88,85,87,89
2019-07-13,22,61,65,64,42,60
2019-07-14,44,47,57,63,44,71
2019-07-15,97,89,96,94,79,95
2019-07-16,78,98,100,100,100,91
2019-07-17,98,92,96,100,93,98
2019-07-18,20,83,99,92,69,97
2019-07-19,83,85,91,86,71,85
2019-07-20,0,59,66,61,46,62
2019-07-21,23,45,61,65,42,59
2019-07-22,39,86,95,89,77,94
2019-07-23,39,94,96,94,71,89
2019-07-24,100,89,89,92,81,89
2019-07-25,41,83,96,96,74,93
2019-07-26,0,81,86,80,80,82
2019-07-27,69,52,64,60,49,55
2019-07-28,23,54,61,64,46,61
2019-07-29,60,90,97,94,72,89
2019-07-30,40,92,98,91,76,91
2019-07-31,80,95,97,92,74,91
2019-08-01,11,86,94,91,100,86
2019-08-02,16,84,87,80,63,75
2019-08-03,0,59,66,61,44,56
2019-08-04,0,51,60,63,35,62
2019-08-05,26,99,93,87,100,82
2019-08-06,11,89,93,92,79,83
2019-08-07,100,87,91,92,100,82
2019-08-08,11,85,90,89,83,79
2019-08-09,12,88,91,84,75,77
2019-08-10,9,59,66,61,46,61
2019-08-11,4,50,57,60,30,60
2019-08-12,11,89,92,89,92,83
2019-08-13,33,89,96,93,82,96
2019-08-14,14,83,89,96,88,88
2019-08-15,19,64,86,90,62,83
2019-08-16,11,74,92,87,79,85
2019-08-17,0,51,61,61,54,59
2019-08-18,0,49,56,66,53,63
2019-08-19,18,95,100,98,84,100
2019-08-20,7,93,96,98,99,100
2019-08-21,7,93,91,99,71,89
2019-08-22,11,88,93,94,92,97
2019-08-23,0,85,89,91,93,78
2019-08-24,8,53,59,60,35,53
2019-08-25,0,49,57,64,39,67
2019-08-26,4,96,87,96,52,82
2019-08-27,7,100,91,97,95,87
2019-08-28,14,97,93,100,100,89
2019-08-29,7,95,98,96,87,87
2019-08-30,14,86,97,88,79,77
2019-08-31,0,58,69,62,54,56
2019-09-01,14,48,62,58,38,63
2019-09-02,40,98,72,81,87,72
2019-09-03,50,100,98,91,75,89
2019-09-04,63,95,98,94,91,91
2019-09-05,38,94,92,94,82,88
2019-09-06,39,90,99,93,98,82
2019-09-07,0,59,75,61,50,61
2019-09-08,14,50,65,67,54,67
2019-09-09,25,96,100,97,72,86
2019-09-10,25,96,96,99,86,88
2019-09-11,63,84,94,96,89,88
2019-09-12,38,86,94,97,70,88
2019-09-13,39,81,95,88,73,90
2019-09-14,73,60,72,64,43,58
2019-09-15,29,53,71,68,56,63
2019-09-16,50,97,100,100,100,91
2019-09-17,25,92,96,99,90,97
2019-09-18,12,94,90,98,75,94
2019-09-19,100,83,90,93,63,87
2019-09-20,52,81,91,90,86,82
2019-09-21,29,57,65,63,44,57
2019-09-22,14,52,64,64,57,67
2019-09-23,36,99,96,99,91,89
2019-09-24,49,95,93,99,83,100
2019-09-25,61,87,90,95,71,96
2019-09-26,38,92,91,97,91,91
2019-09-27,26,82,89,90,80,81
2019-09-28,29,53,62,59,59,58
2019-09-29,14,49,54,65,55,67
2019-09-30,62,96,92,94,70,90
2019-10-01,45,94,100,100,86,94
2019-10-02,55,95,94,96,84,92
2019-10-03,23,89,95,94,100,91
2019-10-04,23,91,93,91,62,84
2019-10-05,0,59,76,68,38,62
2019-10-06,0,52,64,65,37,66
2019-10-07,34,99,92,95,89,95
2019-10-08,34,92,89,98,85,98
2019-10-09,23,91,94,96,89,98
2019-10-10,23,94,95,99,69,95
2019-10-11,58,83,94,92,86,89
2019-10-12,13,54,66,62,25,63
2019-10-13,0,50,62,67,28,67
2019-10-14,68,92,92,92,84,93
2019-10-15,11,100,93,98,70,100
2019-10-16,22,99,91,99,71,97
2019-10-17,45,95,82,98,53,95
2019-10-18,47,86,82,89,71,86
2019-10-19,13,57,58,59,41,56
2019-10-20,51,51,51,67,47,66
2019-10-21,66,88,86,98,71,93
2019-10-22,33,90,86,99,73,98
2019-10-23,34,89,84,99,82,99
2019-10-24,77,90,76,95,76,85
2019-10-25,82,84,78,88,83,75
2019-10-26,0,54,57,62,38,54
2019-10-27,25,49,49,59,27,56
2019-10-28,44,93,82,87,76,84
2019-10-29,56,99,82,95,78,93
2019-10-30,100,87,83,91,72,89
2019-10-31,34,86,79,91,66,90
2019-11-01,15,64,92,83,73,77
2019-11-02,0,54,64,60,48,56
2019-11-03,0,52,59,64,41,65
2019-11-04,29,100,96,96,79,91
2019-11-05,14,99,93,95,78,92
2019-11-06,84,85,95,97,82,88
2019-11-07,57,92,91,96,97,100
2019-11-08,43,82,90,87,80,87
2019-11-09,16,51,61,61,49,61
2019-11-10,0,50,58,63,39,65
2019-11-11,56,60,89,91,68,92
2019-11-12,97,90,93,96,72,91
2019-11-13,71,90,90,98,73,92
2019-11-14,71,84,91,94,75,90
2019-11-15,0,73,100,88,84,87
2019-11-16,16,54,73,64,36,60
2019-11-17,16,49,67,68,44,69
2019-11-18,42,83,95,95,96,95
2019-11-19,14,93,92,100,78,96
2019-11-20,29,95,90,97,81,92
2019-11-21,43,86,85,98,98,92
2019-11-22,30,76,86,86,81,89
2019-11-23,48,53,61,62,54,58
2019-11-24,0,50,57,65,91,62
2019-11-25,28,86,87,91,100,87
2019-11-26,99,93,87,92,83,88
2019-11-27,71,88,80,86,89,88
2019-11-28,100,80,58,74,77,72
2019-11-29,29,76,61,67,42,65
2019-11-30,31,57,56,61,29,52
2019-12-01,0,51,59,64,45,64
2019-12-02,77,90,98,96,78,89
2019-12-03,59,91,98,100,62,93
2019-12-04,98,86,96,99,77,91
2019-12-05,0,96,97,98,100,97
2019-12-06,0,91,96,93,85,97
2019-12-07,23,58,66,65,40,66
2019-12-08,0,51,61,64,46,70
2019-12-09,100,100,90,91,66,89
2019-12-10,20,92,89,95,93,95
2019-12-11,40,93,95,97,73,100
2019-12-12,40,87,100,95,74,97
2019-12-13,62,79,96,88,69,92
2019-12-14,23,57,68,62,51,66
2019-12-15,0,56,63,63,44,64
2019-12-16,39,94,92,91,77,87
2019-12-17,40,96,98,96,64,93
2019-12-18,39,88,95,90,74,83
2019-12-19,41,85,82,89,93,83
2019-12-20,21,84,91,83,84,75
2019-12-21,23,54,66,58,40,59
2019-12-22,0,46,52,55,42,52
2019-12-23,21,82,85,76,65,71
2019-12-24,47,58,69,67,51,68
2019-12-25,0,50,56,53,22,55
2019-12-26,0,81,79,67,34,71
2019-12-27,22,83,90,74,30,74
2019-12-28,46,56,68,60,39,61
2019-12-29,23,48,64,61,36,64
2019-12-30,42,88,99,74,69,81
2019-12-31,0,66,85,70,57,72
2020-01-01,21,45,58,54,32,59
2020-01-02,52,81,99,82,67,86
2020-01-03,0,82,97,79,65,88
2020-01-04,18,65,69,63,59,63
2020-01-05,19,54,68,66,54,71
2020-01-06,51,98,100,92,68,88
2020-01-07,33,97,99,92,73,98
2020-01-08,100,91,91,92,75,94
2020-01-09,17,89,91,93,82,98
2020-01-10,67,80,87,87,64,89
2020-01-11,19,60,74,63,55,65
2020-01-12,18,55,58,66,50,69
2020-01-13,61,92,94,95,71,87
2020-01-14,58,90,90,95,85,99
2020-01-15,32,92,93,98,86,93
2020-01-16,49,86,92,97,89,98
2020-01-17,51,81,84,86,71,85
2020-01-18,19,60,65,65,31,69
2020-01-19,36,47,65,64,38,69
2020-01-20,83,87,86,89,88,97
2020-01-21,66,100,93,97,78,98
2020-01-22,66,83,91,99,69,97
2020-01-23,49,91,95,97,82,94
2020-01-24,17,75,93,85,79,87
2020-01-25,19,60,71,64,56,59
2020-01-26,53,50,63,59,55,57
2020-01-27,63,94,88,91,81,87
2020-01-28,16,93,94,100,85,94
2020-01-29,49,95,86,93,100,100
2020-01-30,66,88,84,93,76,100
2020-01-31,17,78,87,86,82,87
2020-02-01,51,66,66,64,50,61
2020-02-02,0,59,55,63,49,67
2020-02-03,55,94,86,88,88,91
2020-02-04,15,96,89,96,83,92
2020-02-05,30,91,89,92,81,94
2020-02-06,30,92,86,92,79,93
2020-02-07,0,86,92,89,82,87
2020-02-08,0,61,68,66,52,64
2020-02-09,50,61,56,62,61,64
2020-02-10,73,96,86,92,81,88
2020-02-11,73,97,97,100,76,98
2020-02-12,44,87,87,98,80,97
2020-02-13,45,93,86,97,95,86
2020-02-14,31,79,79,82,58,81
2020-02-15,0,57,66,65,50,63
2020-02-16,33,55,57,64,62,61
2020-02-17,44,91,81,89,82,85
2020-02-18,100,94,90,93,100,99
2020-02-19,29,88,94,100,88,99
2020-02-20,59,89,90,95,88,100
2020-02-21,15,85,88,88,73,88
2020-02-22,16,56,67,65,48,64
2020-02-23,16,57,59,66,45,68
2020-02-24,44,91,92,97,85,93
2020-02-25,15,100,93,97,73,99
2020-02-26,14,93,95,93,88,94
2020-02-27,99,89,100,94,83,90
2020-02-28,59,81,90,86,88,84
2020-02-29,32,60,72,66,38,67
2020-03-01,21,60,59,49,46,65
2020-03-02,55,92,93,74,73,90
2020-03-03,55,98,100,79,55,100
2020-03-04,64,95,87,77,61,94
2020-03-05,56,93,87,75,57,95
2020-03-06,19,95,86,72,65,91
2020-03-07,21,62,64,50,33,60
2020-03-08,21,56,58,51,29,66
2020-03-09,37,100,86,76,70,91
2020-03-10,28,92,88,74,69,94
2020-03-11,27,92,83,74,100,93
2020-03-12,63,94,83,72,61,93
2020-03-13,56,84,89,67,52,83
2020-03-14,32,63,61,51,22,63
2020-03-15,31,63,55,53,26,72
2020-03-16,54,83,78,81,58,85
2020-03-17,63,77,75,80,48,82
2020-03-18,46,81,85,81,65,84
2020-03-19,27,79,69,80,63,77
2020-03-20,45,73,70,81,53,73
2020-03-21,0,51,56,60,30,62
2020-03-22,20,48,49,64,42,63
2020-03-23,8,81,68,100,43,74
2020-03-24,44,86,71,90,58,75
2020-03-25,63,80,64,81,43,75
2020-03-26,100,76,64,81,64,75
2020-03-27,9,67,67,72,39,72
2020-03-28,0,45,46,56,29,55
2020-03-29,10,44,45,55,28,63
2020-03-30,17,73,67,79,46,71
2020-03-31,43,65,67,79,52,78
2020-04-01,25,89,91,100,76,76
2020-04-02,75,78,88,99,78,76
2020-04-03,26,88,88,96,74,82
2020-04-04,43,58,70,69,42,65
2020-04-05,15,51,60,66,38,68
2020-04-06,87,97,89,90,67,85
2020-04-07,39,87,97,91,47,92
2020-04-08,51,100,89,90,61,91
2020-04-09,39,88,93,90,69,91
2020-04-10,28,79,88,78,48,75
2020-04-11,15,53,65,61,33,63
2020-04-12,15,48,56,61,48,71
2020-04-13,39,59,89,79,48,87
2020-04-14,88,80,100,91,93,90
2020-04-15,51,86,97,92,69,97
2020-04-16,63,82,91,92,64,89
2020-04-17,65,83,93,91,67,92
2020-04-18,0,63,69,65,45,76
2020-04-19,29,48,62,64,36,73
2020-04-20,12,78,91,93,82,98
2020-04-21,50,81,98,94,74,100
2020-04-22,51,81,94,94,82,97
2020-04-23,86,79,88,89,92,97
2020-04-24,0,74,93,87,57,91
2020-04-25,43,54,66,67,53,71
2020-04-26,0,52,60,68,46,73
2020-04-27,38,98,92,88,95,94
2020-04-28,100,90,94,89,78,95
2020-04-29,50,96,92,88,73,95
2020-04-30,72,84,93,87,100,93
2020-05-01,59,68,87,87,100,87
2020-05-02,0,54,61,69,55,71
2020-05-03,31,52,56,67,43,75
2020-05-04,41,83,91,94,74,94
2020-05-05,89,91,91,95,75,92
2020-05-06,54,88,88,96,86,90
2020-05-07,14,73,83,92,79,93
2020-05-08,14,72,87,87,51,92
2020-05-09,16,56,66,68,36,76
2020-05-10,16,54,58,66,55,77
2020-05-11,68,93,89,91,82,95
2020-05-12,55,99,93,97,90,97
2020-05-13,55,95,91,100,86,100
2020-05-14,82,96,90,93,97,97
2020-05-15,42,85,88,93,82,94
2020-05-16,32,58,66,71,55,70
2020-05-17,0,57,64,72,62,74
2020-05-18,14,92,93,95,77,92
2020-05-19,14,93,94,95,91,91
2020-05-20,28,90,91,93,76,95
2020-05-21,100,67,88,88,70,93
2020-05-22,42,81,89,90,63,89
2020-05-23,0,62,63,66,62,74
2020-05-24,49,54,59,64,36,67
2020-05-25,44,92,65,75,62,79
2020-05-26,55,97,97,90,90,94
2020-05-27,57,100,97,94,86,99
2020-05-28,42,99,100,92,83,98
2020-05-29,43,85,90,85,65,89
2020-05-30,0,59,64,68,51,70
2020-05-31,0,52,62,72,37,76
2020-06-01,28,65,87,94,99,83
2020-06-02,83,95,87,97,83,89
2020-06-03,80,91,86,95,89,90
2020-06-04,92,98,87,97,88,95
2020-06-05,96,86,82,87,72,92
2020-06-06,0,66,68,70,39,72
2020-06-07,0,55,58,69,44,84
2020-06-08,40,95,89,93,77,99
2020-06-09,26,93,90,95,63,96
2020-06-10,42,91,89,100,100,92
2020-06-11,100,92,94,100,95,100
2020-06-12,74,87,81,90,68,93
2020-06-13,0,55,64,70,56,75
2020-06-14,0,48,57,66,55,70
2020-06-15,29,97,89,92,88,97
2020-06-16,42,100,91,98,87,91
2020-06-17,43,92,85,96,89,96
2020-06-18,57,90,92,96,98,94
2020-06-19,15,81,85,88,73,91
2020-06-20,0,56,64,68,52,68
2020-06-21,33,53,55,66,44,67
2020-06-22,43,94,93,92,75,93
2020-06-23,43,94,94,97,88,94
2020-06-24,74,82,91,97,63,93
2020-06-25,59,85,94,100,67,96
2020-06-26,30,84,87,84,80,85
2020-06-27,0,60,66,68,59,71
2020-06-28,0,57,62,70,44,73
2020-06-29,44,96,100,98,84,100
2020-06-30,44,100,97,98,94,97
2020-07-01,37,95,93,93,94,92
2020-07-02,37,93,95,94,81,96
2020-07-03,0,85,77,80,81,81
2020-07-04,28,60,62,63,38,68
2020-07-05,0,56,60,67,39,73
2020-07-06,49,99,96,91,85,94
2020-07-07,48,96,100,97,86,93
2020-07-08,12,100,97,96,88,97
2020-07-09,74,86,98,100,76,100
2020-07-10,65,86,87,89,80,88
2020-07-11,14,57,68,70,37,71
2020-07-12,29,48,61,67,45,75
2020-07-13,37,83,96,92,78,96
2020-07-14,37,69,97,95,66,89
2020-07-15,62,92,94,94,94,96
2020-07-16,13,93,92,98,87,98
2020-07-17,39,94,88,89,74,89
2020-07-18,29,58,65,67,61,72
2020-07-19,14,49,60,71,55,68
2020-07-20,25,91,91,93,97,87
2020-07-21,51,93,98,96,100,97
2020-07-22,100,89,92,91,94,100
2020-07-23,25,88,94,96,99,95
2020-07-24,39,80,86,86,76,83
2020-07-25,44,54,65,67,42,65
2020-07-26,0,54,60,66,43,71
2020-07-27,25,88,96,92,82,90
2020-07-28,38,86,99,92,88,96
2020-07-29,64,84,87,90,79,92
2020-07-30,64,81,92,91,82,93
2020-07-31,27,73,87,82,69,86
2020-08-01,20,57,66,67,55,63
2020-08-02,0,57,57,66,39,63
2020-08-03,69,93,91,94,90,82
2020-08-04,33,100,96,96,82,94
2020-08-05,99,84,90,92,100,85
2020-08-06,68,92,95,93,84,100
2020-08-07,17,81,84,87,60,74
2020-08-08,19,59,63,72,58,65
2020-08-09,58,53,61,66,51,61
2020-08-10,17,85,88,93,83,87
2020-08-11,0,87,92,95,75,88
2020-08-12,17,86,88,92,67,84
2020-08-13,84,76,100,100,66,93
2020-08-14,86,77,87,83,75,75
2020-08-15,57,51,64,67,54,61
2020-08-16,19,46,58,71,60,68
2020-08-17,51,87,93,92,100,85
2020-08-18,33,84,90,94,79,83
2020-08-19,50,90,92,93,87,90
2020-08-20,34,85,89,97,84,96
2020-08-21,52,79,83,84,61,74
2020-08-22,19,53,60,67,60,61
2020-08-23,0,53,55,66,53,64
2020-08-24,49,93,85,92,79,85
2020-08-25,65,93,92,94,89,85
2020-08-26,67,90,87,94,69,87
2020-08-27,100,91,93,100,61,91
2020-08-28,34,88,82,88,70,82
2020-08-29,0,61,64,67,42,66
2020-08-30,19,53,57,66,52,70
2020-08-31,33,95,87,94,75,84
2020-09-01,13,95,98,94,88,97
2020-09-02,13,100,94,95,94,98
2020-09-03,13,92,100,95,81,95
2020-09-04,52,81,88,84,81,86
2020-09-05,0,53,69,64,56,67
2020-09-06,0,51,59,66,51,67
2020-09-07,52,81,70,83,94,88
2020-09-08,25,94,95,93,92,94
2020-09-09,13,85,90,93,73,93
2020-09-10,25,83,99,100,77,95
2020-09-11,38,81,85,88,65,82
2020-09-12,0,55,70,68,43,67
2020-09-13,0,55,61,67,37,71
2020-09-14,100,87,94,95,91,93
2020-09-15,37,87,94,97,100,95
2020-09-16,63,95,92,96,98,100
2020-09-17,0,78,95,98,62,94
2020-09-18,39,82,85,88,71,82
2020-09-19,15,57,64,65,52,63
2020-09-20,29,46,59,66,40,66
2020-09-21,24,89,89,94,85,91
2020-09-22,24,84,94,95,82,92
2020-09-23,74,79,88,95,74,96
2020-09-24,25,90,93,96,67,95
2020-09-25,67,80,82,85,67,73
2020-09-26,30,49,67,65,57,61
2020-09-27,29,51,61,61,48,60
2020-09-28,13,86,92,90,78,89
2020-09-29,51,83,95,91,73,88
2020-09-30,51,92,93,90,99,88
2020-10-01,41,86,98,93,90,89
2020-10-02,43,85,89,84,74,80
2020-10-03,16,63,74,69,42,66
2020-10-04,15,58,64,68,43,70
2020-10-05,95,100,99,99,85,95
2020-10-06,41,91,99,97,95,98
2020-10-07,27,94,94,96,77,92
2020-10-08,27,92,100,100,89,100
2020-10-09,74,79,89,87,74,85
2020-10-10,0,53,68,66,56,63
2020-10-11,0,54,60,68,42,72
2020-10-12,88,98,91,91,100,87
2020-10-13,29,98,95,96,74,91
2020-10-14,57,92,89,88,96,90
2020-10-15,29,82,100,95,90,98
2020-10-16,45,80,87,81,74,91
2020-10-17,16,50,65,63,38,63
2020-10-18,0,50,58,65,34,71
2020-10-19,100,81,92,88,70,95
2020-10-20,14,88,98,93,82,95
2020-10-21,86,93,91,87,85,92
2020-10-22,87,90,91,90,100,98
2020-10-23,30,83,88,81,64,83
2020-10-24,16,54,61,63,35,65
2020-10-25,32,50,55,62,34,62
2020-10-26,29,89,89,84,58,86
2020-10-27,14,89,95,87,77,95
2020-10-28,43,78,87,88,73,93
2020-10-29,43,72,100,89,90,91
2020-10-30,45,79,88,78,79,82
2020-10-31,16,51,62,61,59,62
2020-11-01,0,56,61,64,62,60
2020-11-02,100,93,95,100,87,92
2020-11-03,41,93,93,92,77,85
2020-11-04,48,72,75,75,59,70
2020-11-05,25,84,87,87,75,83
2020-11-06,13,78,80,82,70,80
2020-11-07,0,58,59,62,37,67
2020-11-08,15,57,59,68,54,65
2020-11-09,41,92,92,91,87,95
2020-11-10,41,92,99,97,72,96
2020-11-11,41,76,85,91,61,92
2020-11-12,70,88,98,96,88,91
2020-11-13,44,96,87,86,69,92
2020-11-14,16,56,61,64,50,63
2020-11-15,0,53,61,66,56,73
2020-11-16,69,94,92,92,88,91
2020-11-17,69,99,100,99,97,100
2020-11-18,14,100,93,95,100,96
2020-11-19,71,89,94,95,95,99
2020-11-20,57,86,84,85,90,84
2020-11-21,0,61,62,67,43,60
2020-11-22,0,55,55,66,56,70
2020-11-23,56,86,89,88,97,97
2020-11-24,55,89,92,94,92,96
2020-11-25,41,79,77,87,85,87
2020-11-26,42,87,65,81,85,82
2020-11-27,56,81,68,75,81,76
2020-11-28,0,50,59,70,51,60
2020-11-29,30,54,55,63,44,62
2020-11-30,27,91,92,90,80,86
2020-12-01,47,91,92,95,95,90
2020-12-02,62,88,93,98,78,92
2020-12-03,47,93,94,100,81,90
2020-12-04,32,86,89,92,71,89
2020-12-05,0,58,65,72,48,72
2020-12-06,0,53,58,68,42,70
2020-12-07,47,100,92,97,93,89
2020-12-08,77,93,93,94,79,93
2020-12-09,47,98,88,95,84,96
2020-12-10,32,92,90,99,68,92
2020-12-11,49,79,85,90,91,89
2020-12-12,18,55,65,70,44,68
2020-12-13,0,61,57,68,58,67
2020-12-14,63,90,89,93,100,88
2020-12-15,80,96,100,94,82,100
2020-12-16,64,94,85,90,77,94
2020-12-17,64,84,86,93,86,91
2020-12-18,17,81,82,82,84,87
2020-12-19,55,57,63,65,58,66
2020-12-20,18,44,53,63,44,63
2020-12-21,100,87,81,86,81,81
2020-12-22,33,89,87,85,71,86
2020-12-23,34,71,75,75,64,81
2020-12-24,56,60,70,70,53,73
2020-12-25,0,43,42,49,25,56
2020-12-26,18,48,51,57,37,65
2020-12-27,18,46,52,58,37,73
2020-12-28,49,89,84,75,48,83
2020-12-29,34,89,97,86,64,94
2020-12-30,0,77,86,79,63,87
2020-12-31,36,64,83,70,71,76
2021-01-01,68,45,57,56,51,54
2021-01-02,48,50,64,65,43,60
2021-01-03,0,46,59,66,49,67
2021-01-04,42,95,100,92,76,79
2021-01-05,55,100,98,97,85,76
