Date,treatment,MedImmune,Covid,research,drug,AstraZeneca
2018-10-28,80,0,0.0,66,75,18
2018-10-29,90,72,0.0,89,91,61
2018-10-30,85,24,0.0,96,90,51
2018-10-31,85,51,0.0,87,89,60
2018-11-01,89,53,0.0,87,93,89
2018-11-02,93,26,100.0,77,91,42
2018-11-03,83,58,0.0,57,80,33
2018-11-04,85,56,0.0,64,77,17
2018-11-05,97,0,0.0,91,96,72
2018-11-06,90,0,0.0,90,92,75
2018-11-07,86,24,0.0,87,89,54
2018-11-08,96,49,94.0,87,97,65
2018-11-09,83,52,0.0,78,90,88
2018-11-10,82,0,0.0,54,79,25
2018-11-11,83,28,0.0,62,74,45
2018-11-12,97,25,0.0,90,94,97
2018-11-13,97,49,0.0,92,97,80
2018-11-14,97,51,0.0,98,94,95
2018-11-15,87,51,0.0,89,92,92
2018-11-16,87,0,0.0,80,90,92
2018-11-17,83,29,0.0,66,84,44
2018-11-18,85,57,0.0,69,82,43
2018-11-19,99,25,0.0,96,92,98
2018-11-20,89,0,0.0,93,90,38
2018-11-21,86,100,0.0,79,86,56
2018-11-22,74,26,0.0,77,75,45
2018-11-23,74,0,0.0,62,74,55
2018-11-24,77,0,0.0,59,80,31
2018-11-25,79,0,0.0,68,73,31
2018-11-26,94,24,0.0,97,96,100
2018-11-27,98,25,0.0,94,100,77
2018-11-28,97,50,95.0,100,95,71
2018-11-29,100,50,0.0,95,97,50
2018-11-30,92,0,0.0,85,89,79
2018-12-01,82,29,0.0,64,83,43
2018-12-02,84,0,0.0,68,75,33
2018-12-03,95,24,88.0,96,93,66
2018-12-04,100,25,0.0,100,95,89
2018-12-05,92,24,0.0,93,97,55
2018-12-06,89,25,0.0,91,92,72
2018-12-07,88,52,0.0,75,87,97
2018-12-08,80,0,0.0,56,73,48
2018-12-09,82,56,0.0,64,74,29
2018-12-10,94,100,0.0,86,90,75
2018-12-11,88,0,0.0,80,93,67
2018-12-12,90,50,91.0,85,93,76
2018-12-13,86,77,0.0,78,100,100
2018-12-14,86,26,0.0,74,95,61
2018-12-15,79,30,0.0,51,79,22
2018-12-16,78,29,0.0,58,75,40
2018-12-17,91,23,0.0,75,89,73
2018-12-18,90,24,87.0,72,92,79
2018-12-19,84,26,0.0,70,93,98
2018-12-20,86,27,0.0,66,90,68
2018-12-21,83,0,100.0,56,83,50
2018-12-22,78,0,0.0,44,78,18
2018-12-23,79,30,0.0,36,71,37
2018-12-24,71,0,0.0,42,82,14
2018-12-25,69,0,0.0,35,84,24
2018-12-26,76,0,100.0,48,83,21
2018-12-27,87,0,0.0,50,81,52
2018-12-28,88,0,0.0,56,87,57
2018-12-29,82,0,0.0,40,75,48
2018-12-30,78,0,0.0,42,76,22
2018-12-31,78,0,0.0,43,87,35
2019-01-01,76,0,0.0,45,85,57
2019-01-02,91,28,0.0,74,94,71
2019-01-03,90,53,0.0,74,91,68
2019-01-04,95,27,0.0,72,94,48
2019-01-05,84,0,0.0,59,82,30
2019-01-06,84,30,100.0,60,77,30
2019-01-07,88,79,0.0,85,88,61
2019-01-08,92,25,0.0,88,92,78
2019-01-09,92,0,0.0,94,96,81
2019-01-10,90,26,0.0,94,95,59
2019-01-11,91,27,0.0,81,100,100
2019-01-12,85,30,0.0,59,82,45
2019-01-13,84,0,0.0,67,72,36
2019-01-14,92,25,0.0,85,89,62
2019-01-15,90,0,0.0,94,91,96
2019-01-16,94,77,0.0,96,91,69
2019-01-17,96,52,0.0,96,97,73
2019-01-18,91,26,90.0,84,94,53
2019-01-19,83,0,0.0,60,87,42
2019-01-20,87,56,0.0,61,81,25
2019-01-21,93,0,0.0,85,83,75
2019-01-22,100,25,0.0,94,97,73
2019-01-23,95,100,0.0,92,95,73
2019-01-24,98,0,0.0,93,97,100
2019-01-25,90,0,0.0,85,93,59
2019-01-26,83,29,0.0,59,83,29
2019-01-27,90,0,0.0,73,83,26
2019-01-28,100,0,0.0,99,93,57
2019-01-29,99,25,0.0,98,96,42
2019-01-30,96,25,0.0,100,93,59
2019-01-31,96,51,0.0,95,89,71
2019-02-01,88,0,0.0,81,92,52
2019-02-02,86,0,0.0,58,77,17
2019-02-03,83,0,0.0,63,78,21
2019-02-04,96,65,0.0,91,90,48
2019-02-05,100,65,0.0,98,95,29
2019-02-06,97,0,0.0,92,95,72
2019-02-07,100,64,0.0,95,97,26
2019-02-08,89,65,0.0,84,92,32
2019-02-09,83,0,0.0,59,83,19
2019-02-10,86,36,0.0,68,80,23
2019-02-11,95,31,0.0,95,94,59
2019-02-12,100,64,0.0,90,94,65
2019-02-13,95,94,0.0,90,93,53
2019-02-14,89,0,0.0,83,92,100
2019-02-15,88,100,100.0,80,95,64
2019-02-16,87,37,0.0,61,87,26
2019-02-17,86,37,0.0,68,85,13
2019-02-18,90,32,0.0,89,94,62
2019-02-19,93,31,0.0,92,97,74
2019-02-20,93,32,0.0,98,93,45
2019-02-21,94,0,0.0,92,96,28
2019-02-22,88,0,0.0,81,96,31
2019-02-23,90,0,0.0,61,87,28
2019-02-24,84,0,0.0,65,83,17
2019-02-25,97,63,0.0,95,93,52
2019-02-26,99,0,0.0,98,96,51
2019-02-27,93,92,0.0,94,100,58
2019-02-28,99,98,0.0,100,98,61
2019-03-01,87,51,0.0,84,89,60
2019-03-02,81,28,0.0,63,74,37
2019-03-03,86,0,0.0,68,81,31
2019-03-04,94,0,0.0,90,91,41
2019-03-05,99,0,0.0,100,97,61
2019-03-06,100,73,0.0,96,97,52
2019-03-07,96,76,0.0,96,98,72
2019-03-08,93,53,0.0,79,91,69
2019-03-09,83,0,0.0,62,75,23
2019-03-10,80,0,0.0,63,74,28
2019-03-11,94,49,0.0,91,89,58
2019-03-12,91,24,0.0,93,88,62
2019-03-13,89,49,0.0,86,86,74
2019-03-14,93,25,99.0,90,86,56
2019-03-15,82,25,0.0,78,82,54
2019-03-16,84,0,0.0,61,72,26
2019-03-17,79,0,0.0,63,73,34
2019-03-18,96,25,0.0,87,88,77
2019-03-19,97,48,0.0,91,97,78
2019-03-20,97,100,0.0,86,94,74
2019-03-21,96,0,0.0,86,93,39
2019-03-22,94,26,0.0,78,88,88
2019-03-23,85,0,0.0,57,78,38
2019-03-24,87,26,0.0,65,78,11
2019-03-25,98,75,0.0,88,92,66
2019-03-26,95,25,100.0,92,92,79
2019-03-27,97,0,0.0,90,93,100
2019-03-28,96,76,0.0,89,100,67
2019-03-29,92,53,0.0,84,86,78
2019-03-30,81,29,0.0,56,81,44
2019-03-31,84,29,0.0,63,80,23
2019-04-01,95,0,0.0,90,92,90
2019-04-02,98,19,0.0,100,88,54
2019-04-03,99,0,0.0,92,88,63
2019-04-04,100,0,0.0,88,91,78
2019-04-05,89,100,0.0,80,90,72
2019-04-06,85,0,0.0,59,76,42
2019-04-07,85,0,0.0,63,75,28
2019-04-08,95,19,0.0,84,90,74
2019-04-09,95,19,0.0,90,92,78
2019-04-10,97,19,0.0,92,91,84
2019-04-11,91,19,0.0,87,91,72
2019-04-12,86,60,0.0,79,88,66
2019-04-13,82,22,0.0,53,75,39
2019-04-14,81,0,0.0,57,71,37
2019-04-15,91,39,0.0,85,89,40
2019-04-16,93,19,0.0,87,89,64
2019-04-17,96,20,0.0,81,93,62
2019-04-18,92,62,0.0,76,92,65
2019-04-19,88,22,0.0,63,98,41
2019-04-20,83,0,0.0,53,82,18
2019-04-21,78,23,0.0,54,80,14
2019-04-22,96,20,0.0,78,91,77
2019-04-23,96,19,0.0,86,95,49
2019-04-24,92,19,0.0,81,100,82
2019-04-25,95,0,0.0,84,96,73
2019-04-26,91,0,100.0,73,92,100
2019-04-27,82,0,0.0,54,78,38
2019-04-28,81,0,0.0,60,75,30
2019-04-29,94,0,0.0,82,89,74
2019-04-30,92,95,0.0,85,89,48
2019-05-01,97,0,0.0,95,100,49
2019-05-02,97,24,0.0,99,93,67
2019-05-03,92,100,0.0,92,90,47
2019-05-04,84,0,0.0,64,79,23
2019-05-05,81,0,0.0,70,73,18
2019-05-06,91,48,0.0,89,88,50
2019-05-07,100,0,0.0,100,90,46
2019-05-08,91,24,0.0,99,91,53
2019-05-09,95,0,0.0,96,96,100
2019-05-10,88,25,0.0,88,88,70
2019-05-11,82,29,0.0,62,74,11
2019-05-12,81,0,0.0,63,76,13
2019-05-13,92,24,100.0,90,89,51
2019-05-14,100,49,0.0,96,92,60
2019-05-15,89,48,0.0,95,91,62
2019-05-16,94,0,0.0,93,93,56
2019-05-17,87,0,0.0,87,95,38
2019-05-18,82,0,0.0,66,77,19
2019-05-19,84,0,0.0,63,68,21
2019-05-20,95,24,0.0,88,93,71
2019-05-21,93,0,0.0,86,94,58
2019-05-22,95,96,0.0,91,90,59
2019-05-23,89,0,96.0,80,84,49
2019-05-24,88,77,0.0,82,83,53
2019-05-25,82,0,0.0,63,76,13
2019-05-26,83,0,0.0,60,68,13
2019-05-27,81,25,100.0,74,70,32
2019-05-28,94,24,0.0,86,90,65
2019-05-29,97,48,0.0,92,91,49
2019-05-30,96,25,0.0,86,91,77
2019-05-31,90,25,0.0,77,82,52
2019-06-01,89,0,0.0,63,75,27
2019-06-02,89,48,0.0,64,74,16
2019-06-03,93,42,0.0,91,87,62
2019-06-04,96,43,0.0,91,89,57
2019-06-05,93,0,0.0,96,87,57
2019-06-06,94,85,0.0,94,87,97
2019-06-07,95,0,0.0,83,84,56
2019-06-08,84,0,0.0,66,75,36
2019-06-09,88,0,0.0,63,77,20
2019-06-10,98,84,0.0,99,86,59
2019-06-11,92,85,99.0,91,87,59
2019-06-12,94,0,0.0,97,94,67
2019-06-13,94,0,0.0,91,91,77
2019-06-14,86,44,0.0,87,89,88
2019-06-15,86,0,0.0,65,77,33
2019-06-16,87,49,0.0,68,74,20
2019-06-17,97,0,0.0,97,89,72
2019-06-18,99,43,100.0,100,94,100
2019-06-19,97,42,0.0,99,95,63
2019-06-20,100,87,0.0,98,95,47
2019-06-21,98,0,0.0,86,92,51
2019-06-22,84,0,0.0,63,78,44
2019-06-23,89,100,0.0,70,72,40
2019-06-24,99,0,0.0,92,88,81
2019-06-25,98,0,0.0,98,100,55
2019-06-26,98,42,0.0,92,98,85
2019-06-27,94,42,0.0,91,87,68
2019-06-28,89,45,0.0,90,83,61
2019-06-29,84,0,0.0,77,74,47
2019-06-30,82,0,0.0,72,71,20
2019-07-01,88,64,96.0,94,88,68
2019-07-02,90,63,0.0,92,93,43
2019-07-03,89,0,0.0,95,82,36
2019-07-04,81,33,0.0,89,74,55
2019-07-05,84,34,0.0,81,83,56
2019-07-06,88,0,0.0,61,72,31
2019-07-07,86,0,0.0,69,76,19
2019-07-08,93,64,0.0,92,88,60
2019-07-09,96,0,0.0,100,92,80
2019-07-10,90,63,0.0,95,88,50
2019-07-11,94,32,0.0,97,94,56
2019-07-12,92,0,0.0,84,100,55
2019-07-13,90,0,0.0,67,87,31
2019-07-14,85,36,0.0,69,80,19
2019-07-15,96,0,0.0,93,93,100
2019-07-16,97,0,0.0,96,95,51
2019-07-17,95,0,0.0,99,90,46
2019-07-18,100,0,100.0,91,96,60
2019-07-19,91,69,0.0,79,88,47
2019-07-20,86,0,0.0,61,76,34
2019-07-21,91,0,0.0,66,77,17
2019-07-22,97,66,99.0,92,90,75
2019-07-23,93,0,0.0,90,88,46
2019-07-24,93,100,0.0,93,87,88
2019-07-25,97,68,0.0,92,92,82
2019-07-26,90,34,0.0,76,86,88
2019-07-27,91,0,0.0,61,83,32
2019-07-28,87,0,0.0,62,77,22
2019-07-29,97,33,0.0,82,94,85
2019-07-30,98,33,98.0,86,89,87
2019-07-31,94,0,0.0,83,92,60
2019-08-01,99,32,0.0,78,89,56
2019-08-02,95,0,0.0,73,90,62
2019-08-03,87,0,0.0,56,82,47
2019-08-04,88,37,0.0,57,75,17
2019-08-05,93,0,0.0,77,88,65
2019-08-06,95,0,0.0,84,84,85
2019-08-07,93,32,0.0,84,90,70
2019-08-08,96,0,0.0,81,92,74
2019-08-09,92,100,0.0,70,84,82
2019-08-10,84,37,51.0,57,79,20
2019-08-11,89,0,0.0,57,78,27
2019-08-12,95,64,0.0,78,87,65
2019-08-13,99,32,0.0,86,90,81
2019-08-14,96,30,0.0,82,87,61
2019-08-15,88,33,0.0,76,90,42
2019-08-16,91,0,0.0,74,89,72
2019-08-17,93,37,100.0,60,81,23
2019-08-18,88,0,0.0,63,82,26
2019-08-19,100,0,0.0,88,93,69
2019-08-20,97,32,0.0,89,91,78
2019-08-21,97,31,0.0,90,92,100
2019-08-22,99,0,0.0,94,93,66
2019-08-23,92,0,0.0,79,90,62
2019-08-24,89,0,0.0,58,78,20
2019-08-25,87,0,0.0,63,80,30
2019-08-26,98,31,0.0,90,90,49
2019-08-27,93,62,42.0,95,100,65
2019-08-28,97,31,0.0,96,96,79
2019-08-29,97,62,0.0,100,95,68
2019-08-30,94,63,0.0,86,94,58
2019-08-31,84,0,0.0,61,75,35
2019-09-01,86,0,0.0,59,77,17
2019-09-02,83,45,0.0,72,79,69
2019-09-03,100,43,0.0,89,87,61
2019-09-04,95,0,0.0,90,91,99
2019-09-05,96,0,0.0,90,90,61
2019-09-06,94,45,0.0,81,92,70
2019-09-07,86,0,0.0,62,80,26
2019-09-08,87,0,0.0,68,82,32
2019-09-09,96,0,0.0,97,90,70
2019-09-10,96,0,0.0,97,91,93
2019-09-11,94,43,0.0,94,95,83
2019-09-12,97,44,0.0,100,99,89
2019-09-13,94,45,0.0,86,93,68
2019-09-14,85,50,100.0,60,79,20
2019-09-15,93,0,0.0,68,80,23
2019-09-16,98,85,0.0,92,90,75
2019-09-17,100,0,0.0,97,97,100
2019-09-18,96,42,0.0,100,94,70
2019-09-19,99,0,0.0,95,91,82
2019-09-20,94,45,0.0,86,89,55
2019-09-21,85,0,0.0,59,76,20
2019-09-22,86,0,0.0,71,77,20
2019-09-23,99,0,0.0,97,92,44
2019-09-24,100,0,0.0,98,94,49
2019-09-25,100,42,0.0,99,100,91
2019-09-26,93,44,0.0,96,97,77
2019-09-27,93,44,0.0,87,92,70
2019-09-28,87,100,0.0,65,80,20
2019-09-29,87,49,0.0,67,77,23
2019-09-30,95,0,0.0,94,96,78
2019-10-01,92,0,0.0,88,87,77
2019-10-02,88,0,0.0,84,95,96
2019-10-03,93,0,100.0,90,91,56
2019-10-04,88,73,0.0,81,93,64
2019-10-05,87,82,0.0,62,77,29
2019-10-06,79,0,0.0,67,79,19
2019-10-07,98,35,0.0,90,94,81
2019-10-08,97,35,0.0,91,95,90
2019-10-09,100,35,0.0,100,95,95
2019-10-10,97,35,0.0,93,94,67
2019-10-11,85,0,0.0,80,89,96
2019-10-12,83,0,0.0,59,76,25
2019-10-13,84,0,0.0,65,78,25
2019-10-14,97,0,0.0,93,98,56
2019-10-15,96,34,0.0,99,91,68
2019-10-16,96,0,98.0,98,96,72
2019-10-17,91,35,0.0,92,92,67
2019-10-18,92,0,0.0,86,96,58
2019-10-19,79,79,0.0,62,81,28
2019-10-20,84,0,0.0,66,76,35
2019-10-21,90,0,0.0,93,96,87
2019-10-22,96,100,0.0,94,98,72
2019-10-23,100,35,0.0,93,100,83
2019-10-24,90,34,0.0,85,97,71
2019-10-25,88,37,0.0,81,92,82
2019-10-26,78,40,0.0,57,80,38
2019-10-27,76,0,0.0,56,77,31
2019-10-28,90,0,0.0,88,99,57
2019-10-29,91,35,0.0,96,94,70
2019-10-30,92,35,0.0,89,96,99
2019-10-31,90,36,0.0,87,92,100
2019-11-01,90,0,0.0,77,89,73
2019-11-02,85,0,0.0,58,73,32
2019-11-03,85,0,0.0,64,75,35
2019-11-04,98,45,0.0,92,96,65
2019-11-05,95,45,0.0,97,95,72
2019-11-06,99,0,100.0,95,100,77
2019-11-07,99,0,0.0,95,92,71
2019-11-08,90,46,0.0,83,91,85
2019-11-09,83,0,0.0,60,78,35
2019-11-10,84,50,0.0,68,77,26
2019-11-11,96,0,0.0,89,84,59
2019-11-12,96,44,99.0,92,95,100
2019-11-13,93,0,0.0,95,88,78
2019-11-14,92,88,0.0,92,90,74
2019-11-15,89,0,0.0,82,93,57
2019-11-16,87,0,0.0,60,81,41
2019-11-17,88,0,0.0,66,80,27
2019-11-18,100,0,0.0,100,98,73
2019-11-19,95,0,0.0,97,99,71
2019-11-20,97,0,0.0,95,94,77
2019-11-21,98,91,0.0,94,96,82
2019-11-22,96,0,0.0,80,93,41
2019-11-23,85,0,0.0,57,82,32
2019-11-24,86,0,0.0,63,78,32
2019-11-25,95,89,0.0,87,92,67
2019-11-26,96,45,0.0,89,89,62
2019-11-27,86,45,0.0,83,83,91
2019-11-28,77,0,0.0,71,73,34
2019-11-29,73,0,0.0,61,77,72
2019-11-30,77,100,0.0,55,75,29
2019-12-01,80,0,0.0,67,76,40
2019-12-02,95,0,0.0,92,90,90
2019-12-03,100,85,0.0,100,92,94
2019-12-04,98,0,95.0,94,100,82
2019-12-05,97,86,0.0,92,94,98
2019-12-06,91,88,0.0,84,91,50
2019-12-07,83,0,0.0,58,79,46
2019-12-08,84,0,0.0,65,81,14
2019-12-09,90,0,0.0,93,91,83
2019-12-10,96,88,0.0,91,96,100
2019-12-11,94,87,0.0,96,99,77
2019-12-12,89,0,0.0,84,93,82
2019-12-13,87,90,100.0,79,93,73
2019-12-14,83,98,0.0,56,82,14
2019-12-15,84,0,0.0,56,78,55
2019-12-16,95,86,0.0,81,91,88
2019-12-17,93,86,0.0,78,91,89
2019-12-18,87,0,0.0,75,94,89
2019-12-19,91,0,0.0,71,85,76
2019-12-20,89,93,0.0,63,83,79
2019-12-21,81,0,0.0,45,73,21
2019-12-22,79,0,0.0,40,69,39
2019-12-23,92,0,0.0,52,78,83
2019-12-24,86,100,0.0,49,86,53
2019-12-25,74,0,0.0,41,85,31
2019-12-26,87,0,0.0,50,82,58
2019-12-27,91,0,0.0,52,80,34
2019-12-28,84,0,0.0,43,74,50
2019-12-29,88,0,0.0,42,70,31
2019-12-30,91,91,0.0,56,80,74
2019-12-31,83,0,0.0,49,83,38
2020-01-01,69,0,0.0,44,88,20
2020-01-02,87,35,0.0,62,92,37
2020-01-03,88,34,0.0,63,86,46
2020-01-04,82,0,0.0,55,77,21
2020-01-05,80,38,0.0,56,80,21
2020-01-06,88,100,0.0,77,90,51
2020-01-07,93,0,0.0,92,93,66
2020-01-08,88,0,0.0,87,90,60
2020-01-09,90,33,0.0,89,96,74
2020-01-10,85,0,0.0,79,96,64
2020-01-11,82,0,0.0,57,86,26
2020-01-12,81,0,0.0,60,77,18
2020-01-13,88,0,91.0,84,88,87
2020-01-14,93,0,0.0,90,92,85
2020-01-15,88,0,0.0,94,96,88
2020-01-16,92,33,0.0,91,94,56
2020-01-17,88,0,0.0,79,92,100
2020-01-18,82,0,0.0,55,79,18
2020-01-19,75,0,0.0,59,77,48
2020-01-20,85,33,0.0,83,87,95
2020-01-21,93,33,0.0,97,95,76
2020-01-22,92,0,0.0,98,94,74
2020-01-23,93,0,98.0,98,99,69
2020-01-24,91,67,0.0,82,98,76
2020-01-25,84,0,0.0,60,84,39
2020-01-26,85,0,0.0,65,75,28
2020-01-27,93,0,0.0,95,95,65
2020-01-28,100,32,0.0,93,95,79
2020-01-29,97,0,0.0,98,94,66
2020-01-30,99,65,0.0,100,100,51
2020-01-31,86,0,100.0,84,93,64
2020-02-01,86,0,0.0,56,82,41
2020-02-02,87,50,0.0,67,74,15
2020-02-03,96,41,0.0,90,85,67
2020-02-04,97,0,0.0,95,93,73
2020-02-05,95,89,0.0,89,92,61
2020-02-06,94,90,0.0,85,94,57
2020-02-07,92,0,0.0,81,92,68
2020-02-08,92,0,0.0,61,82,23
2020-02-09,85,0,0.0,68,78,18
2020-02-10,94,43,0.0,91,90,55
2020-02-11,97,43,5.0,95,91,90
2020-02-12,93,0,14.0,96,88,73
2020-02-13,98,0,20.0,97,90,48
2020-02-14,82,46,21.0,75,80,100
2020-02-15,87,100,21.0,62,77,53
2020-02-16,91,0,20.0,66,81,35
2020-02-17,97,44,22.0,88,94,68
2020-02-18,98,0,20.0,97,91,63
2020-02-19,96,43,21.0,99,100,84
2020-02-20,98,43,24.0,98,88,75
2020-02-21,95,0,28.0,78,88,55
2020-02-22,90,0,34.0,62,75,28
2020-02-23,88,0,46.0,67,80,15
2020-02-24,100,0,61.0,96,91,78
2020-02-25,99,0,69.0,100,93,77
2020-02-26,97,42,90.0,98,96,58
2020-02-27,98,85,92.0,95,92,65
2020-02-28,94,44,100.0,84,96,74
2020-02-29,90,0,94.0,64,78,34
2020-03-01,87,0,5.0,74,62,28
2020-03-02,95,47,7.0,99,79,59
2020-03-03,100,47,7.0,99,76,68
2020-03-04,96,47,8.0,97,75,57
2020-03-05,97,0,9.0,100,71,36
2020-03-06,92,0,11.0,87,74,75
2020-03-07,86,54,11.0,64,65,41
2020-03-08,83,53,12.0,66,59,28
2020-03-09,96,47,17.0,90,72,56
2020-03-10,94,0,20.0,87,71,49
2020-03-11,93,46,27.0,88,68,68
2020-03-12,93,91,42.0,84,70,100
2020-03-13,91,48,50.0,77,69,62
2020-03-14,88,0,47.0,57,60,33
2020-03-15,84,0,57.0,57,63,21
2020-03-16,87,0,70.0,70,65,69
2020-03-17,84,0,74.0,70,68,56
2020-03-18,90,0,75.0,71,74,72
2020-03-19,97,47,77.0,66,100,51
2020-03-20,88,0,83.0,62,80,63
2020-03-21,93,0,84.0,51,75,27
2020-03-22,88,0,93.0,54,73,31
2020-03-23,87,0,100.0,65,77,31
2020-03-24,89,90,97.0,68,77,64
2020-03-25,84,0,97.0,66,75,68
2020-03-26,86,46,93.0,65,70,47
2020-03-27,84,0,97.0,65,68,40
2020-03-28,79,0,100.0,52,68,38
2020-03-29,83,100,95.0,56,71,20
2020-03-30,82,87,94.0,74,69,51
2020-03-31,79,0,90.0,66,67,67
2020-04-01,88,0,100.0,85,89,17
2020-04-02,89,33,96.0,89,92,16
2020-04-03,89,34,97.0,90,87,18
2020-04-04,91,0,96.0,72,91,7
2020-04-05,91,38,98.0,79,92,8
2020-04-06,91,0,100.0,90,91,12
2020-04-07,93,66,93.0,91,95,17
2020-04-08,89,67,88.0,88,96,18
2020-04-09,91,0,88.0,88,94,22
2020-04-10,92,0,85.0,86,91,14
2020-04-11,87,0,80.0,72,86,11
2020-04-12,89,0,75.0,74,85,8
2020-04-13,88,34,87.0,93,86,11
2020-04-14,90,100,82.0,92,86,35
2020-04-15,87,65,85.0,91,84,19
2020-04-16,91,33,85.0,90,83,24
2020-04-17,95,0,87.0,92,100,18
2020-04-18,84,0,76.0,76,85,12
2020-04-19,94,0,75.0,75,82,4
2020-04-20,94,33,77.0,100,84,15
2020-04-21,92,33,76.0,96,84,15
2020-04-22,95,33,77.0,96,87,17
2020-04-23,94,32,76.0,88,84,20
2020-04-24,97,0,73.0,91,81,16
2020-04-25,91,0,66.0,75,80,11
2020-04-26,100,0,69.0,81,78,7
2020-04-27,93,33,74.0,98,78,17
2020-04-28,91,65,74.0,96,84,23
2020-04-29,94,33,75.0,97,96,25
2020-04-30,90,63,71.0,99,91,100
2020-05-01,95,0,100.0,93,99,41
2020-05-02,91,53,96.0,74,95,13
2020-05-03,95,0,97.0,78,86,10
2020-05-04,95,0,99.0,95,96,17
2020-05-05,98,0,99.0,95,94,14
2020-05-06,93,93,97.0,97,90,15
2020-05-07,96,0,99.0,100,98,19
2020-05-08,91,49,95.0,97,94,11
2020-05-09,95,0,93.0,81,93,3
2020-05-10,90,55,87.0,71,82,5
2020-05-11,96,48,100.0,96,89,14
2020-05-12,96,0,95.0,95,91,12
2020-05-13,100,96,100.0,98,94,13
2020-05-14,96,0,96.0,92,95,14
2020-05-15,97,0,93.0,87,91,15
2020-05-16,89,0,87.0,74,84,9
2020-05-17,93,0,86.0,77,86,25
2020-05-18,98,48,92.0,92,94,34
2020-05-19,96,48,89.0,91,100,18
2020-05-20,96,0,89.0,92,98,18
2020-05-21,97,100,90.0,90,97,100
2020-05-22,90,49,85.0,83,86,81
2020-05-23,91,0,77.0,66,86,26
2020-05-24,92,0,77.0,65,77,19
2020-05-25,89,51,84.0,81,83,19
2020-05-26,94,0,86.0,86,89,32
2020-05-27,96,0,86.0,88,97,38
2020-05-28,100,97,84.0,93,96,27
2020-05-29,95,51,82.0,82,89,26
2020-05-30,91,0,75.0,66,82,15
2020-05-31,87,0,70.0,66,77,13
2020-06-01,83,0,82.0,94,82,18
2020-06-02,87,0,80.0,92,84,18
2020-06-03,87,0,78.0,100,89,22
2020-06-04,85,33,79.0,97,83,25
2020-06-05,83,0,77.0,86,82,41
2020-06-06,85,41,72.0,76,80,25
2020-06-07,86,0,73.0,81,78,45
2020-06-08,85,0,83.0,99,87,52
2020-06-09,92,100,78.0,100,89,29
2020-06-10,88,36,80.0,99,92,31
2020-06-11,92,0,83.0,96,90,21
2020-06-12,83,0,81.0,92,87,20
2020-06-13,87,0,74.0,77,77,68
2020-06-14,84,0,73.0,79,79,100
2020-06-15,87,0,82.0,93,89,64
2020-06-16,90,0,81.0,97,100,52
2020-06-17,93,0,83.0,98,95,36
2020-06-18,88,36,80.0,98,96,28
2020-06-19,89,0,85.0,93,89,21
2020-06-20,84,42,81.0,74,88,10
2020-06-21,82,0,78.0,76,90,15
2020-06-22,97,0,93.0,99,96,19
2020-06-23,100,0,92.0,96,94,25
2020-06-24,96,38,91.0,99,96,26
2020-06-25,96,0,95.0,97,89,21
2020-06-26,92,0,98.0,91,93,30
2020-06-27,89,0,91.0,76,82,30
2020-06-28,91,0,91.0,74,81,21
2020-06-29,92,0,99.0,98,88,27
2020-06-30,88,0,100.0,97,86,29
2020-07-01,92,0,88.0,88,95,11
2020-07-02,90,0,88.0,86,89,8
2020-07-03,89,99,83.0,80,82,9
2020-07-04,87,0,76.0,67,82,5
2020-07-05,91,0,76.0,73,79,7
2020-07-06,96,95,90.0,91,89,11
2020-07-07,97,0,91.0,90,87,11
2020-07-08,99,0,91.0,92,95,11
2020-07-09,98,0,89.0,94,90,13
2020-07-10,97,0,87.0,87,89,10
2020-07-11,94,0,81.0,73,84,5
2020-07-12,92,0,86.0,75,81,8
2020-07-13,100,0,100.0,92,83,13
2020-07-14,100,98,96.0,90,90,14
2020-07-15,91,97,92.0,91,90,30
2020-07-16,89,0,93.0,88,86,33
2020-07-17,90,0,98.0,85,91,26
2020-07-18,88,0,83.0,74,81,14
2020-07-19,87,0,85.0,74,82,18
2020-07-20,90,0,93.0,88,90,100
2020-07-21,99,100,92.0,100,90,74
2020-07-22,90,0,89.0,92,87,37
2020-07-23,95,0,85.0,92,88,25
2020-07-24,91,0,85.0,84,90,19
2020-07-25,88,0,79.0,74,88,9
2020-07-26,87,0,80.0,71,78,9
2020-07-27,86,98,92.0,92,84,21
2020-07-28,93,98,93.0,87,89,18
2020-07-29,95,0,95.0,91,100,16
2020-07-30,95,0,98.0,89,92,21
2020-07-31,91,0,93.0,78,92,15
2020-08-01,90,0,89.0,61,80,16
2020-08-02,91,0,92.0,64,80,18
2020-08-03,98,0,100.0,76,88,29
2020-08-04,99,0,98.0,79,91,30
2020-08-05,93,0,98.0,81,89,28
2020-08-06,99,100,91.0,80,89,34
2020-08-07,90,51,85.0,77,90,28
2020-08-08,93,0,80.0,63,82,16
2020-08-09,95,0,84.0,65,80,18
2020-08-10,95,0,88.0,81,87,19
2020-08-11,99,0,92.0,85,90,27
2020-08-12,100,0,89.0,79,86,43
2020-08-13,96,49,88.0,86,89,100
2020-08-14,91,0,89.0,74,88,59
2020-08-15,87,0,79.0,59,77,31
2020-08-16,93,0,82.0,62,78,22
2020-08-17,100,50,89.0,79,84,35
2020-08-18,97,49,85.0,86,90,42
2020-08-19,93,49,81.0,87,89,47
2020-08-20,99,50,80.0,92,90,37
2020-08-21,93,0,81.0,82,87,30
2020-08-22,94,0,73.0,58,78,16
