Date,government,aircraft,Airbus,defence,BAE Systems,aerospace
2019-01-03,51,71,72,85,46,86
2019-01-04,69,77,63,79,43,77
2019-01-05,61,70,66,82,47,61
2019-01-06,55,57,56,79,39,55
2019-01-07,75,80,74,87,100,84
2019-01-08,70,79,72,100,60,88
2019-01-09,80,76,71,88,65,97
2019-01-10,76,81,77,85,75,94
2019-01-11,72,76,72,85,64,71
2019-01-12,51,66,61,78,39,53
2019-01-13,47,67,64,73,27,53
2019-01-14,71,78,75,85,60,87
2019-01-15,73,81,71,89,74,91
2019-01-16,77,82,74,90,57,97
2019-01-17,77,81,73,82,68,89
2019-01-18,71,76,73,81,70,78
2019-01-19,53,70,58,75,34,47
2019-01-20,48,67,53,77,15,45
2019-01-21,56,81,62,99,74,67
2019-01-22,67,84,65,78,66,78
2019-01-23,65,100,63,99,66,100
2019-01-24,72,81,100,89,63,99
2019-01-25,100,75,77,81,45,96
2019-01-26,61,70,70,74,34,38
2019-01-27,38,75,64,75,34,58
2019-01-28,47,82,64,89,30,94
2019-01-29,41,86,66,89,63,70
2019-01-30,40,86,74,87,46,85
2019-01-31,38,81,79,99,64,90
2019-02-01,93,51,32,73,69,73
2019-02-02,62,45,21,58,25,45
2019-02-03,63,40,22,54,29,47
2019-02-04,88,45,27,62,60,83
2019-02-05,95,50,26,61,79,78
2019-02-06,93,44,25,56,65,84
2019-02-07,88,52,30,62,100,79
2019-02-08,80,45,26,62,68,79
2019-02-09,61,44,25,47,42,58
2019-02-10,61,45,22,57,59,50
2019-02-11,99,46,27,70,80,88
2019-02-12,100,46,26,64,74,87
2019-02-13,99,45,28,62,58,84
2019-02-14,94,52,100,62,41,88
2019-02-15,92,46,50,79,70,67
2019-02-16,67,44,33,73,25,46
2019-02-17,61,48,35,72,30,54
2019-02-18,73,50,35,67,41,82
2019-02-19,84,61,30,70,73,78
2019-02-20,92,51,29,70,81,100
2019-02-21,85,53,29,59,82,96
2019-02-22,74,51,25,60,80,90
2019-02-23,54,46,22,56,17,58
2019-02-24,58,45,24,59,46,46
2019-02-25,84,53,27,60,47,89
2019-02-26,82,76,30,100,74,87
2019-02-27,82,100,28,90,89,99
2019-02-28,82,73,28,84,64,90
2019-03-01,91,67,33,100,63,70
2019-03-02,60,61,26,94,20,46
2019-03-03,68,59,34,82,33,47
2019-03-04,95,70,39,91,55,71
2019-03-05,100,66,35,86,55,100
2019-03-06,97,62,33,91,64,73
2019-03-07,97,60,33,86,29,75
2019-03-08,86,60,36,93,42,72
2019-03-09,65,51,29,72,25,47
2019-03-10,63,58,44,73,28,35
2019-03-11,96,89,81,88,61,80
2019-03-12,96,99,88,87,57,78
2019-03-13,89,100,100,82,28,91
2019-03-14,84,77,81,82,69,74
2019-03-15,80,71,59,74,44,69
2019-03-16,60,56,42,73,21,39
2019-03-17,60,57,41,91,29,44
2019-03-18,89,59,51,84,70,83
2019-03-19,99,57,49,84,60,80
2019-03-20,94,59,43,86,66,88
2019-03-21,97,61,46,84,79,82
2019-03-22,94,56,44,69,50,77
2019-03-23,67,55,40,74,33,53
2019-03-24,71,56,38,67,42,49
2019-03-25,96,66,52,78,55,79
2019-03-26,91,64,66,84,80,75
2019-03-27,92,62,55,84,59,73
2019-03-28,94,64,46,84,100,81
2019-03-29,82,64,38,69,50,71
2019-03-30,60,54,29,73,25,56
2019-03-31,64,55,33,63,33,45
2019-04-01,100,91,81,89,86,97
2019-04-02,97,100,86,100,65,93
2019-04-03,90,90,85,91,78,84
2019-04-04,98,83,84,81,86,89
2019-04-05,86,84,78,84,55,76
2019-04-06,60,69,66,78,42,45
2019-04-07,62,79,56,77,23,45
2019-04-08,88,95,86,88,73,90
2019-04-09,93,78,100,81,69,84
2019-04-10,87,87,87,87,61,89
2019-04-11,86,82,79,74,66,81
2019-04-12,80,81,75,77,69,93
2019-04-13,52,65,54,70,24,42
2019-04-14,54,84,65,69,51,44
2019-04-15,87,82,77,87,100,77
2019-04-16,84,78,75,81,87,100
2019-04-17,88,81,67,85,77,75
2019-04-18,81,90,71,75,62,67
2019-04-19,71,82,73,65,23,66
2019-04-20,57,68,58,81,60,48
2019-04-21,53,70,65,67,29,55
2019-04-22,79,86,59,82,39,69
2019-04-23,85,84,69,83,54,79
2019-04-24,86,84,74,86,86,81
2019-04-25,84,78,68,83,41,74
2019-04-26,77,82,64,81,51,76
2019-04-27,54,79,56,83,33,48
2019-04-28,56,68,60,69,23,46
2019-04-29,90,72,60,86,56,76
2019-04-30,91,73,65,82,81,72
2019-05-01,95,65,63,87,79,78
2019-05-02,97,61,67,90,80,83
2019-05-03,91,65,70,75,46,88
2019-05-04,62,55,61,65,44,36
2019-05-05,62,65,61,63,28,41
2019-05-06,96,76,76,62,39,78
2019-05-07,98,69,71,89,79,84
2019-05-08,92,71,76,77,70,71
2019-05-09,97,66,72,78,100,75
2019-05-10,87,63,64,74,67,72
2019-05-11,58,55,47,64,47,35
2019-05-12,59,60,60,69,34,32
2019-05-13,92,73,66,75,80,69
2019-05-14,97,68,64,88,90,72
2019-05-15,93,100,62,83,94,100
2019-05-16,94,90,67,81,70,66
2019-05-17,89,65,69,79,61,69
2019-05-18,69,59,54,74,17,35
2019-05-19,66,55,55,69,39,38
2019-05-20,87,65,61,77,94,72
2019-05-21,99,67,62,78,53,74
2019-05-22,93,59,69,71,59,79
2019-05-23,93,62,63,68,29,71
2019-05-24,83,62,65,74,84,63
2019-05-25,62,54,56,71,40,29
2019-05-26,64,60,59,73,17,42
2019-05-27,74,59,64,75,45,59
2019-05-28,90,64,74,74,43,79
2019-05-29,95,61,100,77,63,77
2019-05-30,100,71,78,91,80,75
2019-05-31,92,61,63,100,61,64
2019-06-01,76,64,51,97,41,46
2019-06-02,70,80,59,90,53,42
2019-06-03,95,86,63,90,65,81
2019-06-04,96,90,65,88,67,94
2019-06-05,94,100,73,93,51,87
2019-06-06,94,89,69,100,51,69
2019-06-07,96,86,65,85,45,75
2019-06-08,76,83,54,85,23,43
2019-06-09,73,80,52,85,13,45
2019-06-10,96,88,58,95,58,86
2019-06-11,100,79,58,90,74,92
2019-06-12,99,88,62,92,68,78
2019-06-13,97,86,63,100,70,99
2019-06-14,86,88,63,91,56,73
2019-06-15,70,75,61,85,40,55
2019-06-16,66,79,60,85,27,47
2019-06-17,91,76,100,94,79,87
2019-06-18,97,84,92,99,62,92
2019-06-19,95,79,77,100,58,96
2019-06-20,90,90,83,93,100,80
2019-06-21,88,85,69,85,74,80
2019-06-22,68,76,59,75,32,47
2019-06-23,70,84,57,94,27,52
2019-06-24,92,76,64,87,79,87
2019-06-25,94,78,72,89,71,100
2019-06-26,99,75,64,99,70,76
2019-06-27,84,76,66,92,58,80
2019-06-28,86,77,61,89,67,72
2019-06-29,75,71,53,83,32,48
2019-06-30,70,75,54,84,14,42
2019-07-01,94,77,84,80,90,73
2019-07-02,89,76,87,77,83,69
2019-07-03,89,78,72,79,74,72
2019-07-04,86,88,85,88,57,72
2019-07-05,84,84,85,97,47,69
2019-07-06,74,67,58,72,29,43
2019-07-07,76,80,82,68,45,41
2019-07-08,100,77,90,78,94,92
2019-07-09,94,88,91,86,84,90
2019-07-10,88,100,91,85,64,76
2019-07-11,95,88,88,77,85,71
2019-07-12,89,86,100,84,73,98
2019-07-13,72,80,70,74,17,59
2019-07-14,73,74,67,67,34,51
2019-07-15,95,84,99,86,75,96
2019-07-16,100,87,91,90,100,100
2019-07-17,99,81,92,84,59,94
2019-07-18,95,82,88,90,73,81
2019-07-19,93,85,82,78,97,80
2019-07-20,73,75,73,71,47,54
2019-07-21,72,87,75,73,42,48
2019-07-22,90,76,78,86,97,77
2019-07-23,97,88,80,100,95,89
2019-07-24,95,86,72,91,93,75
2019-07-25,94,95,76,88,96,79
2019-07-26,87,80,86,79,90,75
2019-07-27,72,69,74,75,47,53
2019-07-28,69,78,81,71,35,56
2019-07-29,90,77,92,85,67,73
2019-07-30,94,83,92,94,56,71
2019-07-31,89,84,100,83,93,81
2019-08-01,74,76,83,67,70,73
2019-08-02,74,71,71,62,63,75
2019-08-03,60,63,63,65,16,46
2019-08-04,56,66,65,65,16,57
2019-08-05,75,70,79,65,49,83
2019-08-06,78,71,79,73,70,95
2019-08-07,73,77,81,70,59,87
2019-08-08,74,74,80,71,100,89
2019-08-09,70,74,73,73,55,84
2019-08-10,56,74,64,78,33,52
2019-08-11,51,63,67,54,20,58
2019-08-12,72,80,78,88,42,80
2019-08-13,78,76,72,84,76,91
2019-08-14,74,80,74,87,66,89
2019-08-15,71,80,100,96,71,94
2019-08-16,76,78,84,87,61,91
2019-08-17,64,76,60,79,4,57
2019-08-18,60,67,68,64,16,47
2019-08-19,85,92,81,81,52,90
2019-08-20,86,77,81,82,48,100
2019-08-21,86,79,71,76,68,96
2019-08-22,89,80,77,100,80,88
2019-08-23,82,74,62,77,39,71
2019-08-24,58,75,65,72,16,48
2019-08-25,63,73,61,73,28,44
2019-08-26,84,84,79,75,21,75
2019-08-27,96,87,96,75,47,87
2019-08-28,100,85,80,75,58,98
2019-08-29,95,100,82,91,41,76
2019-08-30,87,79,72,94,59,74
2019-08-31,57,60,71,72,19,43
2019-09-01,55,82,76,65,20,38
2019-09-02,69,87,85,67,63,62
2019-09-03,87,94,96,74,39,75
2019-09-04,92,90,81,80,75,80
2019-09-05,87,87,100,91,64,91
2019-09-06,85,88,88,100,51,84
2019-09-07,57,76,74,60,33,55
2019-09-08,62,72,67,54,12,54
2019-09-09,90,83,83,68,70,75
2019-09-10,94,84,83,65,91,92
2019-09-11,89,95,97,71,67,83
2019-09-12,93,97,90,69,71,87
2019-09-13,88,84,89,58,74,70
2019-09-14,58,78,78,55,37,48
2019-09-15,63,75,85,71,32,55
2019-09-16,95,95,94,80,81,82
2019-09-17,99,97,94,77,45,100
2019-09-18,99,100,88,82,52,92
2019-09-19,100,96,96,80,100,91
2019-09-20,88,91,78,68,66,85
2019-09-21,59,76,72,61,32,50
2019-09-22,66,84,66,64,36,44
2019-09-23,93,93,89,73,37,64
2019-09-24,98,82,96,71,69,85
2019-09-25,96,90,87,68,48,80
2019-09-26,99,90,99,68,46,73
2019-09-27,85,85,98,72,36,73
2019-09-28,57,71,79,70,37,57
2019-09-29,57,81,70,62,28,47
2019-09-30,93,91,90,64,56,74
2019-10-01,73,44,70,46,62,80
2019-10-02,73,51,81,51,70,92
2019-10-03,72,55,100,43,100,85
2019-10-04,62,42,81,46,53,64
2019-10-05,46,36,62,39,28,52
2019-10-06,43,44,61,36,18,53
2019-10-07,67,43,75,43,71,91
2019-10-08,70,51,80,48,48,88
2019-10-09,74,55,61,48,80,86
2019-10-10,73,50,66,46,56,82
2019-10-11,66,42,77,42,56,85
2019-10-12,42,38,61,41,36,44
2019-10-13,45,37,55,46,45,36
2019-10-14,68,48,68,50,67,82
2019-10-15,71,47,80,44,74,100
2019-10-16,71,46,78,100,63,95
2019-10-17,73,48,67,43,68,96
2019-10-18,64,49,75,47,70,80
2019-10-19,45,41,57,36,31,62
2019-10-20,48,37,60,38,45,48
2019-10-21,73,48,72,43,35,90
2019-10-22,100,50,64,47,75,86
2019-10-23,73,48,73,45,82,88
2019-10-24,73,46,64,43,50,96
2019-10-25,64,42,67,40,62,91
2019-10-26,42,40,61,32,27,47
2019-10-27,41,37,54,32,45,51
2019-10-28,66,43,70,44,54,84
2019-10-29,70,47,79,45,83,77
2019-10-30,70,48,76,44,59,78
2019-10-31,68,100,76,40,28,82
2019-11-01,76,91,79,81,76,76
2019-11-02,53,73,50,81,54,41
2019-11-03,55,68,63,79,48,44
2019-11-04,85,93,79,87,92,73
2019-11-05,88,87,76,85,65,100
2019-11-06,92,95,77,89,56,87
2019-11-07,91,95,77,98,61,83
2019-11-08,85,88,76,83,76,75
2019-11-09,57,83,64,77,39,45
2019-11-10,57,97,64,76,44,42
2019-11-11,89,100,67,85,60,68
2019-11-12,92,97,76,100,77,88
2019-11-13,94,96,75,94,100,84
2019-11-14,84,98,74,89,51,70
2019-11-15,82,93,76,89,59,72
2019-11-16,56,94,59,88,40,43
2019-11-17,60,90,67,79,35,52
2019-11-18,89,99,100,97,96,79
2019-11-19,93,98,84,100,70,95
2019-11-20,98,90,86,87,84,79
2019-11-21,100,96,85,98,53,93
2019-11-22,84,91,75,87,46,83
2019-11-23,71,75,59,81,29,39
2019-11-24,60,86,52,86,44,44
2019-11-25,85,87,72,93,39,63
2019-11-26,92,87,78,93,61,65
2019-11-27,74,88,74,86,65,67
2019-11-28,63,83,60,92,57,62
2019-11-29,57,78,62,85,58,50
2019-11-30,49,68,64,67,39,40
2019-12-01,62,71,68,79,18,50
2019-12-02,90,90,65,83,100,81
2019-12-03,100,90,78,91,69,88
2019-12-04,95,88,94,91,41,87
2019-12-05,99,88,83,88,86,84
2019-12-06,92,91,66,83,59,90
2019-12-07,59,70,61,64,24,47
2019-12-08,59,80,63,71,33,44
2019-12-09,88,82,67,90,90,76
2019-12-10,94,85,70,93,63,77
2019-12-11,100,93,70,83,70,79
2019-12-12,97,96,74,86,49,97
2019-12-13,98,81,83,92,72,66
2019-12-14,61,84,67,69,23,41
2019-12-15,60,78,56,71,18,53
2019-12-16,93,89,83,83,77,70
2019-12-17,90,100,100,100,98,100
2019-12-18,93,81,84,88,78,75
2019-12-19,96,85,87,85,38,76
2019-12-20,77,77,80,80,57,82
2019-12-21,58,79,67,72,24,55
2019-12-22,47,74,64,80,42,48
2019-12-23,63,70,72,78,31,89
2019-12-24,59,82,74,81,38,67
2019-12-25,47,76,69,64,31,58
2019-12-26,55,71,71,84,14,54
2019-12-27,58,84,79,68,45,55
2019-12-28,52,82,79,72,19,42
2019-12-29,48,75,61,72,47,46
2019-12-30,66,72,78,93,43,65
2019-12-31,62,70,64,82,42,55
2020-01-01,52,66,61,82,33,35
2020-01-02,69,66,76,76,44,71
2020-01-03,70,76,77,79,34,73
2020-01-04,58,72,69,79,46,46
2020-01-05,63,79,80,79,40,43
2020-01-06,83,62,73,86,57,74
2020-01-07,89,81,77,84,54,83
2020-01-08,93,100,88,95,56,100
2020-01-09,90,86,94,87,47,80
2020-01-10,82,86,91,78,48,80
2020-01-11,57,72,75,68,20,52
2020-01-12,61,70,78,74,36,41
2020-01-13,91,76,97,100,73,84
2020-01-14,91,83,100,83,52,73
2020-01-15,100,86,95,77,38,73
2020-01-16,96,75,93,80,62,87
2020-01-17,84,67,100,70,45,67
2020-01-18,59,63,81,78,20,49
2020-01-19,56,72,72,72,23,39
2020-01-20,75,68,87,73,100,78
2020-01-21,92,76,96,80,59,85
2020-01-22,94,70,86,88,74,75
2020-01-23,94,77,94,87,35,96
2020-01-24,84,63,84,80,60,76
2020-01-25,58,63,67,79,26,50
2020-01-26,59,69,73,83,29,50
2020-01-27,89,91,89,83,66,72
2020-01-28,93,85,100,88,78,76
2020-01-29,92,81,89,85,58,85
2020-01-30,92,69,85,86,64,80
2020-01-31,83,68,97,85,69,70
2020-02-01,60,77,65,79,31,46
2020-02-02,59,82,60,68,61,44
2020-02-03,90,86,68,81,65,70
2020-02-04,93,96,71,80,94,100
2020-02-05,91,97,71,100,70,87
2020-02-06,95,87,61,92,71,80
2020-02-07,87,97,65,96,89,76
2020-02-08,60,77,61,75,44,49
2020-02-09,62,76,46,66,52,38
2020-02-10,92,95,62,73,76,77
2020-02-11,99,88,85,68,95,81
2020-02-12,98,97,78,81,95,85
2020-02-13,91,92,100,80,83,93
2020-02-14,75,84,78,73,100,78
2020-02-15,59,75,56,71,57,48
2020-02-16,61,88,71,72,26,44
2020-02-17,82,95,87,79,74,82
2020-02-18,91,92,76,83,75,91
2020-02-19,91,100,79,81,95,87
2020-02-20,89,86,74,75,83,80
2020-02-21,87,100,71,75,95,80
2020-02-22,59,78,54,66,56,44
2020-02-23,68,83,50,69,47,47
2020-02-24,100,98,71,82,84,70
2020-02-25,97,88,62,86,79,74
2020-02-26,95,86,70,74,66,84
2020-02-27,96,96,63,74,78,78
2020-02-28,86,97,69,76,69,82
2020-02-29,62,75,50,65,38,39
2020-03-01,28,94,46,60,60,54
2020-03-02,41,90,72,72,94,95
2020-03-03,43,100,68,75,94,99
2020-03-04,42,89,60,72,48,94
2020-03-05,42,94,56,70,86,100
2020-03-06,37,93,61,65,76,85
2020-03-07,28,72,51,60,5,49
2020-03-08,27,81,48,60,37,56
2020-03-09,43,94,79,68,86,77
2020-03-10,42,92,71,58,77,93
2020-03-11,48,93,64,70,89,88
2020-03-12,58,83,85,67,36,77
2020-03-13,60,84,83,69,75,73
2020-03-14,46,66,48,72,46,40
2020-03-15,53,73,50,63,55,43
2020-03-16,86,73,97,69,68,81
2020-03-17,84,76,100,66,80,83
2020-03-18,92,76,92,100,61,79
2020-03-19,91,74,81,73,49,72
2020-03-20,96,72,81,66,92,55
2020-03-21,65,66,48,63,23,39
2020-03-22,82,76,55,61,53,58
2020-03-23,100,76,87,64,100,68
2020-03-24,83,82,82,63,82,77
2020-03-25,80,78,75,65,81,66
2020-03-26,75,80,89,63,80,68
2020-03-27,67,84,82,59,66,67
2020-03-28,53,76,44,60,13,41
2020-03-29,55,90,52,61,56,50
2020-03-30,66,80,79,59,72,57
2020-03-31,64,84,80,63,57,65
2020-04-01,100,100,80,95,95,85
2020-04-02,97,86,77,100,67,93
2020-04-03,93,90,70,85,64,86
2020-04-04,73,88,44,85,36,51
2020-04-05,72,81,34,86,47,55
2020-04-06,92,71,70,88,81,92
2020-04-07,86,81,72,90,77,75
2020-04-08,84,82,70,90,46,94
2020-04-09,84,81,73,100,86,97
2020-04-10,73,82,50,83,74,74
2020-04-11,61,74,28,69,26,48
2020-04-12,58,71,33,79,52,65
2020-04-13,78,78,36,83,23,72
2020-04-14,85,84,67,94,55,89
2020-04-15,92,75,69,91,54,89
2020-04-16,86,80,67,88,81,84
2020-04-17,84,82,66,93,55,74
2020-04-18,62,70,33,83,15,65
2020-04-19,62,80,36,76,36,52
2020-04-20,80,73,61,91,58,85
2020-04-21,78,82,66,87,72,74
2020-04-22,81,73,55,97,86,72
2020-04-23,82,83,58,95,84,73
2020-04-24,73,78,52,88,56,81
2020-04-25,58,78,37,73,41,58
2020-04-26,58,79,38,86,31,53
2020-04-27,78,77,100,83,100,78
2020-04-28,80,88,70,98,72,76
2020-04-29,80,85,80,99,54,100
2020-04-30,82,79,74,91,69,77
2020-05-01,83,83,44,82,53,73
2020-05-02,66,77,32,75,45,53
2020-05-03,67,77,31,77,66,52
2020-05-04,83,79,53,91,62,94
2020-05-05,83,81,58,86,79,74
2020-05-06,80,100,49,92,79,86
2020-05-07,81,87,48,84,82,82
2020-05-08,74,86,46,71,56,69
2020-05-09,63,73,27,69,16,51
2020-05-10,64,74,25,81,46,58
2020-05-11,100,83,46,100,85,86
2020-05-12,86,81,55,88,71,88
2020-05-13,89,80,61,87,59,87
2020-05-14,81,82,59,89,59,84
2020-05-15,80,88,56,91,69,84
2020-05-16,59,74,35,87,21,56
2020-05-17,62,74,30,82,73,63
2020-05-18,73,81,53,98,41,87
2020-05-19,70,80,54,84,67,84
2020-05-20,70,85,54,97,64,94
2020-05-21,78,76,48,87,66,71
2020-05-22,65,88,100,91,65,82
2020-05-23,57,77,50,86,52,49
2020-05-24,54,76,41,85,10,63
2020-05-25,54,84,68,93,39,58
2020-05-26,65,87,65,88,63,75
2020-05-27,67,86,56,89,64,100
2020-05-28,69,82,59,89,69,78
2020-05-29,66,74,50,90,100,88
2020-05-30,53,63,28,79,31,78
2020-05-31,57,68,26,92,58,63
2020-06-01,94,81,44,76,76,100
2020-06-02,96,83,67,79,71,76
2020-06-03,94,99,74,79,87,93
2020-06-04,92,79,70,81,66,86
2020-06-05,87,79,78,85,60,74
2020-06-06,75,86,41,75,55,48
2020-06-07,73,85,39,76,51,44
2020-06-08,90,81,81,84,96,81
2020-06-09,90,85,87,76,78,77
2020-06-10,89,91,77,84,88,76
2020-06-11,92,89,73,91,67,86
2020-06-12,84,90,64,74,84,85
2020-06-13,70,75,34,82,36,45
2020-06-14,67,71,30,84,41,50
2020-06-15,83,93,69,94,36,85
2020-06-16,84,80,58,95,82,83
2020-06-17,83,100,54,91,54,88
2020-06-18,88,96,61,100,94,77
2020-06-19,87,92,56,93,70,68
2020-06-20,71,83,33,75,36,55
2020-06-21,64,81,35,90,37,47
2020-06-22,91,90,56,90,92,75
2020-06-23,89,92,56,83,82,75
2020-06-24,88,81,58,91,46,66
2020-06-25,84,78,58,84,87,73
2020-06-26,82,80,59,72,52,71
2020-06-27,77,81,32,75,31,61
2020-06-28,73,81,30,76,56,51
2020-06-29,100,88,65,89,82,93
2020-06-30,91,90,100,90,100,89
2020-07-01,90,59,100,100,34,85
2020-07-02,88,66,72,89,48,90
2020-07-03,83,55,56,83,28,72
2020-07-04,71,62,30,82,27,52
2020-07-05,66,72,26,80,23,57
2020-07-06,88,67,59,86,54,76
2020-07-07,95,69,47,84,50,86
2020-07-08,95,70,48,78,44,90
2020-07-09,94,65,49,85,55,90
2020-07-10,87,63,47,78,54,80
2020-07-11,69,59,30,62,28,45
2020-07-12,73,68,24,72,16,53
2020-07-13,87,69,40,93,48,78
2020-07-14,87,65,38,87,100,77
2020-07-15,91,67,44,75,34,96
2020-07-16,87,64,46,75,52,93
2020-07-17,89,63,48,88,80,97
2020-07-18,74,63,26,75,36,47
2020-07-19,70,67,33,78,28,67
2020-07-20,90,65,43,85,67,100
2020-07-21,93,72,52,90,53,81
2020-07-22,90,69,46,98,38,73
2020-07-23,89,63,45,72,31,86
2020-07-24,83,60,49,81,62,87
2020-07-25,72,61,24,68,28,58
2020-07-26,69,67,26,85,24,58
2020-07-27,89,76,43,73,69,89
2020-07-28,98,81,39,82,69,82
2020-07-29,100,100,45,100,49,97
2020-07-30,96,84,60,86,68,92
2020-07-31,90,72,43,72,34,84
2020-08-01,70,79,53,66,16,47
2020-08-02,76,90,54,71,37,41
2020-08-03,90,87,86,66,94,70
2020-08-04,95,77,82,72,77,70
2020-08-05,93,85,78,76,78,69
2020-08-06,86,84,86,66,83,72
2020-08-07,82,100,78,77,38,58
2020-08-08,71,92,62,69,21,41
2020-08-09,73,81,47,100,48,56
2020-08-10,92,88,86,89,69,68
2020-08-11,92,89,95,79,82,64
2020-08-12,86,87,100,71,100,77
2020-08-13,89,84,82,76,73,80
2020-08-14,89,78,68,80,61,63
2020-08-15,67,74,48,77,58,49
2020-08-16,72,78,49,80,31,55
2020-08-17,99,83,82,85,65,79
2020-08-18,92,93,96,78,50,80
2020-08-19,100,84,85,81,50,92
2020-08-20,99,90,91,72,51,67
2020-08-21,88,72,85,71,42,66
2020-08-22,65,81,55,66,52,50
2020-08-23,70,84,52,68,42,52
2020-08-24,95,90,91,80,81,74
2020-08-25,95,77,75,76,76,66
2020-08-26,99,92,68,76,73,61
2020-08-27,98,88,80,74,73,69
2020-08-28,94,85,86,76,28,100
2020-08-29,73,82,46,74,41,54
2020-08-30,73,80,51,64,36,50
2020-08-31,96,85,71,75,53,82
2020-09-01,81,95,78,64,93,85
2020-09-02,87,84,78,59,98,77
2020-09-03,84,88,75,66,97,90
2020-09-04,78,95,66,65,56,61
2020-09-05,55,81,52,69,17,50
2020-09-06,55,86,44,100,23,44
2020-09-07,71,89,75,64,36,63
2020-09-08,81,93,84,62,62,65
2020-09-09,89,88,74,62,78,80
2020-09-10,90,91,64,63,83,79
2020-09-11,87,80,65,57,40,100
2020-09-12,60,91,47,57,46,50
2020-09-13,60,74,50,57,45,48
2020-09-14,95,83,77,58,92,68
2020-09-15,96,100,79,60,83,75
2020-09-16,93,94,77,65,98,84
2020-09-17,97,90,67,58,44,75
2020-09-18,94,90,63,57,71,65
2020-09-19,62,77,49,56,28,50
2020-09-20,62,91,57,55,34,44
2020-09-21,93,85,90,56,72,72
2020-09-22,100,82,100,60,62,79
2020-09-23,96,93,81,57,73,71
2020-09-24,95,88,82,57,68,78
2020-09-25,83,83,67,53,57,62
2020-09-26,60,70,51,47,41,45
2020-09-27,56,71,44,49,23,42
2020-09-28,87,77,83,55,79,62
2020-09-29,89,84,77,60,100,91
2020-09-30,88,80,69,53,60,75
2020-10-01,95,67,97,96,67,77
2020-10-02,87,74,85,79,74,73
2020-10-03,63,61,54,83,26,53
2020-10-04,63,60,51,84,35,58
2020-10-05,93,61,88,98,97,81
2020-10-06,98,67,90,96,81,97
2020-10-07,99,65,88,93,53,94
2020-10-08,99,90,90,97,63,78
2020-10-09,86,64,90,81,49,86
2020-10-10,67,55,65,72,22,54
2020-10-11,62,52,55,78,37,56
2020-10-12,100,63,83,97,52,78
2020-10-13,86,63,89,89,47,70
2020-10-14,89,62,100,86,70,78
2020-10-15,92,64,100,88,71,77
2020-10-16,89,69,89,89,54,71
2020-10-17,70,50,59,74,54,43
2020-10-18,63,57,57,87,27,48
2020-10-19,87,66,94,88,42,74
2020-10-20,86,100,87,99,75,69
2020-10-21,92,70,85,98,100,100
2020-10-22,91,65,78,90,72,78
2020-10-23,80,54,98,93,54,65
2020-10-24,54,59,64,70,32,41
2020-10-25,55,62,58,77,37,47
2020-10-26,78,57,95,89,61,79
2020-10-27,83,67,77,100,47,61
2020-10-28,82,62,96,91,71,70
2020-10-29,84,62,99,93,95,69
2020-10-30,72,59,89,84,63,49
2020-10-31,64,52,58,76,42,57
2020-11-01,71,52,34,76,36,51
2020-11-02,99,63,55,83,76,100
2020-11-03,95,64,59,78,50,84
2020-11-04,85,51,46,67,71,67
2020-11-05,96,63,51,80,46,85
2020-11-06,86,58,46,78,79,67
2020-11-07,70,54,37,73,37,55
2020-11-08,68,63,31,77,17,46
2020-11-09,92,61,100,98,100,72
2020-11-10,95,64,87,85,85,82
2020-11-11,100,68,74,84,51,81
2020-11-12,91,67,69,77,59,64
2020-11-13,87,59,70,74,53,67
2020-11-14,54,59,43,66,27,45
2020-11-15,64,51,37,66,17,57
2020-11-16,90,59,70,76,51,63
2020-11-17,91,66,75,84,59,86
2020-11-18,90,74,77,82,71,87
2020-11-19,89,68,54,99,78,65
2020-11-20,87,62,55,88,54,75
2020-11-21,66,50,39,77,31,41
2020-11-22,62,59,28,75,35,54
2020-11-23,86,78,52,100,91,67
2020-11-24,92,79,62,83,75,83
2020-11-25,81,61,52,90,46,73
2020-11-26,85,60,54,85,36,54
2020-11-27,69,100,53,71,40,53
2020-11-28,60,60,40,64,30,43
2020-11-29,61,65,39,68,26,57
2020-11-30,91,72,54,85,69,82
2020-12-01,96,81,91,95,30,88
2020-12-02,90,79,79,94,72,80
2020-12-03,92,83,100,92,70,88
2020-12-04,88,79,86,94,75,90
2020-12-05,64,82,58,75,10,59
2020-12-06,62,86,49,71,24,53
2020-12-07,91,100,81,95,79,85
2020-12-08,100,91,83,100,57,74
2020-12-09,94,87,86,84,100,99
2020-12-10,94,92,75,80,61,79
2020-12-11,94,80,77,94,45,59
2020-12-12,71,79,54,73,10,67
2020-12-13,63,91,54,68,39,56
2020-12-14,92,90,86,78,39,82
2020-12-15,93,84,72,76,66,100
2020-12-16,95,84,71,76,48,81
2020-12-17,96,91,83,75,70,91
2020-12-18,92,82,80,80,60,76
2020-12-19,91,78,53,64,15,66
2020-12-20,72,74,47,74,30,52
2020-12-21,92,73,95,76,37,71
2020-12-22,83,89,96,70,51,81
2020-12-23,79,76,80,82,47,68
2020-12-24,63,79,72,70,36,63
2020-12-25,49,76,68,60,22,36
2020-12-26,58,86,71,69,31,47
2020-12-27,67,72,61,73,38,48
2020-12-28,73,82,75,72,32,69
2020-12-29,71,83,80,71,69,71
2020-12-30,91,86,70,72,38,62
2020-12-31,67,83,61,66,41,60
2021-01-01,53,72,58,77,25,48
2021-01-02,61,75,64,69,17,43
2021-01-03,57,92,59,77,22,54
2021-01-04,100,75,85,87,51,96
2021-01-05,93,84,71,86,61,100
2021-01-06,93,86,78,84,20,63
