Date,homes,site,property,building,Barratt Developments,developments
2018-12-31,95,77,75,74,0,36
2019-01-01,84,75,72,64,0,47
2019-01-02,89,94,89,80,51,65
2019-01-03,86,97,92,82,0,58
2019-01-04,84,94,91,85,100,72
2019-01-05,91,84,73,79,0,44
2019-01-06,95,87,73,73,27,51
2019-01-07,84,93,91,97,0,84
2019-01-08,79,96,94,96,24,84
2019-01-09,81,97,99,99,97,73
2019-01-10,85,100,96,95,24,80
2019-01-11,82,92,89,96,25,100
2019-01-12,87,84,69,65,54,60
2019-01-13,95,84,70,72,0,70
2019-01-14,86,93,92,93,0,98
2019-01-15,83,91,97,94,23,81
2019-01-16,87,92,95,96,0,81
2019-01-17,86,90,94,92,47,76
2019-01-18,86,91,91,87,0,69
2019-01-19,90,84,73,66,0,51
2019-01-20,95,83,74,71,0,54
2019-01-21,88,90,93,87,47,84
2019-01-22,87,98,94,100,0,86
2019-01-23,85,94,98,100,23,81
2019-01-24,82,96,98,94,0,85
2019-01-25,80,91,89,88,0,87
2019-01-26,88,81,68,67,27,38
2019-01-27,100,81,77,68,0,70
2019-01-28,87,94,97,93,23,73
2019-01-29,83,89,100,97,23,85
2019-01-30,82,94,98,95,23,84
2019-01-31,80,89,95,91,23,91
2019-02-01,85,95,90,87,84,79
2019-02-02,93,89,75,68,23,45
2019-02-03,97,88,74,70,0,53
2019-02-04,88,95,97,100,20,82
2019-02-05,88,98,99,97,41,84
2019-02-06,83,96,97,99,100,80
2019-02-07,84,96,94,94,20,64
2019-02-08,89,98,95,91,42,89
2019-02-09,92,85,71,69,46,58
2019-02-10,93,84,74,71,22,66
2019-02-11,92,96,97,95,20,100
2019-02-12,90,97,95,95,20,94
2019-02-13,83,98,95,92,0,95
2019-02-14,76,95,89,92,0,81
2019-02-15,80,93,84,86,0,60
2019-02-16,93,89,71,71,0,64
2019-02-17,100,91,78,74,23,65
2019-02-18,92,98,93,93,40,84
2019-02-19,90,96,97,100,40,91
2019-02-20,89,96,95,95,0,78
2019-02-21,88,100,100,90,0,88
2019-02-22,84,97,91,91,0,80
2019-02-23,95,88,77,68,0,54
2019-02-24,99,88,75,73,23,83
2019-02-25,87,93,97,97,20,65
2019-02-26,89,95,97,97,0,94
2019-02-27,83,91,100,93,0,100
2019-02-28,84,95,94,95,20,95
2019-03-01,81,89,89,87,0,83
2019-03-02,86,85,69,67,0,43
2019-03-03,98,90,72,72,54,69
2019-03-04,87,90,96,95,48,97
2019-03-05,85,89,100,96,0,72
2019-03-06,87,96,95,98,47,72
2019-03-07,84,99,91,94,48,84
2019-03-08,82,93,83,89,100,79
2019-03-09,90,86,73,74,0,55
2019-03-10,92,86,69,67,0,50
2019-03-11,93,96,94,99,0,84
2019-03-12,82,95,96,95,93,75
2019-03-13,81,99,90,94,47,69
2019-03-14,83,97,92,98,0,79
2019-03-15,79,92,82,88,97,57
2019-03-16,91,90,68,72,55,55
2019-03-17,91,90,71,69,0,63
2019-03-18,90,100,89,100,96,79
2019-03-19,85,99,97,99,46,81
2019-03-20,83,100,94,93,0,79
2019-03-21,84,94,86,94,98,84
2019-03-22,83,96,90,89,0,81
2019-03-23,91,87,69,74,0,45
2019-03-24,97,89,74,71,0,69
2019-03-25,89,95,95,97,96,93
2019-03-26,85,93,95,99,48,66
2019-03-27,87,98,98,93,0,100
2019-03-28,87,93,92,96,48,60
2019-03-29,85,90,88,91,50,70
2019-03-30,93,88,73,73,0,63
2019-03-31,100,87,73,72,0,64
2019-04-01,93,95,97,94,0,89
2019-04-02,92,100,100,100,50,100
2019-04-03,90,94,97,96,100,95
2019-04-04,86,92,98,96,0,83
2019-04-05,82,95,92,92,52,78
2019-04-06,88,88,69,73,0,60
2019-04-07,100,88,75,73,29,72
2019-04-08,92,95,97,95,50,87
2019-04-09,86,95,92,97,0,96
2019-04-10,90,100,98,92,0,85
2019-04-11,88,99,95,92,25,72
2019-04-12,84,91,89,86,0,70
2019-04-13,89,82,73,65,0,52
2019-04-14,95,87,71,66,0,65
2019-04-15,87,95,95,99,0,61
2019-04-16,86,97,93,96,0,90
2019-04-17,87,96,89,93,26,86
2019-04-18,86,90,85,88,53,84
2019-04-19,86,86,75,76,0,62
2019-04-20,84,82,65,66,0,48
2019-04-21,88,84,65,59,0,44
2019-04-22,92,99,88,90,0,77
2019-04-23,90,99,91,97,50,75
2019-04-24,89,98,95,96,0,100
2019-04-25,87,97,90,93,50,82
2019-04-26,87,94,86,84,26,77
2019-04-27,89,86,71,68,28,51
2019-04-28,98,89,69,68,0,70
2019-04-29,87,98,94,94,24,72
2019-04-30,95,97,98,94,0,80
2019-05-01,100,96,100,100,0,70
2019-05-02,93,97,96,96,50,72
2019-05-03,94,92,91,88,0,74
2019-05-04,94,88,73,72,0,65
2019-05-05,97,85,77,67,55,41
2019-05-06,96,91,94,84,99,85
2019-05-07,89,94,95,93,0,73
2019-05-08,89,99,99,94,0,88
2019-05-09,90,96,95,96,0,90
2019-05-10,87,94,87,85,0,76
2019-05-11,89,90,69,65,0,37
2019-05-12,92,85,69,65,0,58
2019-05-13,88,97,97,88,50,81
2019-05-14,90,100,97,90,50,94
2019-05-15,90,96,96,89,100,68
2019-05-16,91,96,94,92,0,75
2019-05-17,88,92,87,87,51,60
2019-05-18,90,86,69,64,0,45
2019-05-19,99,86,75,65,0,61
2019-05-20,94,95,93,88,99,100
2019-05-21,92,99,96,95,0,61
2019-05-22,90,94,93,93,49,66
2019-05-23,83,96,86,87,0,72
2019-05-24,89,98,88,81,0,69
2019-05-25,90,89,67,64,0,31
2019-05-26,98,91,70,63,0,49
2019-05-27,90,99,78,77,50,52
2019-05-28,94,99,98,88,48,74
2019-05-29,97,96,94,95,48,62
2019-05-30,93,99,92,96,0,82
2019-05-31,91,93,91,89,0,69
2019-06-01,93,83,72,68,0,37
2019-06-02,98,86,74,66,37,59
2019-06-03,92,94,97,92,33,63
2019-06-04,90,98,97,96,0,69
2019-06-05,89,100,92,92,0,81
2019-06-06,85,98,92,92,34,74
2019-06-07,89,98,86,88,0,64
2019-06-08,88,87,68,69,0,42
2019-06-09,94,86,71,72,0,47
2019-06-10,90,98,95,97,0,78
2019-06-11,86,99,98,96,33,88
2019-06-12,88,99,96,100,34,85
2019-06-13,86,95,91,92,100,83
2019-06-14,86,93,91,83,0,58
2019-06-15,87,87,74,65,39,61
2019-06-16,92,83,68,65,0,53
2019-06-17,96,98,98,94,68,100
2019-06-18,93,98,98,95,0,87
2019-06-19,92,97,98,96,34,69
2019-06-20,92,93,100,94,34,71
2019-06-21,91,93,91,85,0,72
2019-06-22,93,85,69,63,0,48
2019-06-23,100,84,79,71,39,48
2019-06-24,97,99,99,95,34,94
2019-06-25,90,97,97,96,34,80
2019-06-26,89,100,98,94,0,81
2019-06-27,88,99,90,93,66,67
2019-06-28,86,93,90,86,36,74
2019-06-29,89,83,74,70,0,58
2019-06-30,98,84,75,66,0,76
2019-07-01,85,95,92,89,0,84
2019-07-02,81,93,89,89,32,92
2019-07-03,79,97,86,84,0,74
2019-07-04,77,92,76,72,0,71
2019-07-05,81,91,76,75,0,86
2019-07-06,92,83,65,68,38,54
2019-07-07,93,80,68,65,0,65
2019-07-08,91,92,92,96,0,78
2019-07-09,88,95,100,93,0,76
2019-07-10,89,96,89,90,0,100
2019-07-11,87,96,89,90,64,70
2019-07-12,85,91,85,85,0,62
2019-07-13,89,86,68,66,0,55
2019-07-14,92,83,71,68,0,58
2019-07-15,87,91,92,94,65,98
2019-07-16,85,100,92,100,33,83
2019-07-17,88,97,91,97,33,69
2019-07-18,90,93,89,89,34,75
2019-07-19,83,86,83,83,0,72
2019-07-20,91,84,70,67,77,65
2019-07-21,100,84,67,65,39,68
2019-07-22,93,91,89,87,33,77
2019-07-23,86,94,90,89,0,66
2019-07-24,83,93,86,85,0,67
2019-07-25,87,91,88,86,0,69
2019-07-26,81,86,81,82,0,80
2019-07-27,87,82,68,69,0,38
2019-07-28,99,85,72,69,76,68
2019-07-29,89,90,94,90,34,83
2019-07-30,88,89,89,88,100,89
2019-07-31,81,91,91,88,0,85
2019-08-01,83,90,88,83,0,87
2019-08-02,83,90,86,81,100,67
2019-08-03,89,84,74,65,0,62
2019-08-04,92,86,73,61,0,71
2019-08-05,89,89,92,83,0,71
2019-08-06,83,88,92,84,47,77
2019-08-07,84,93,92,85,48,79
2019-08-08,83,92,88,87,0,71
2019-08-09,87,88,90,82,99,54
2019-08-10,94,81,73,64,0,63
2019-08-11,100,80,74,62,55,60
2019-08-12,90,94,92,87,47,89
2019-08-13,92,96,99,91,95,87
2019-08-14,88,100,97,89,45,77
2019-08-15,90,92,95,84,0,72
2019-08-16,89,92,87,84,0,85
2019-08-17,90,88,70,64,0,62
2019-08-18,98,88,79,68,54,50
2019-08-19,92,97,97,95,0,93
2019-08-20,88,95,100,95,0,100
2019-08-21,86,94,96,97,47,93
2019-08-22,83,93,99,94,0,74
2019-08-23,88,93,89,85,0,87
2019-08-24,86,88,72,65,0,35
2019-08-25,94,87,69,62,0,52
2019-08-26,89,96,93,100,0,91
2019-08-27,88,94,98,99,0,84
2019-08-28,83,99,98,96,46,77
2019-08-29,82,94,94,89,0,92
2019-08-30,79,92,90,80,47,99
2019-08-31,86,85,66,66,52,57
2019-09-01,92,84,63,62,0,67
2019-09-02,96,96,76,75,0,60
2019-09-03,88,93,90,100,0,81
2019-09-04,92,96,92,92,67,81
2019-09-05,87,97,89,93,34,76
2019-09-06,91,94,88,88,35,80
2019-09-07,91,83,62,66,0,47
2019-09-08,97,81,68,65,0,72
2019-09-09,92,93,96,100,34,92
2019-09-10,88,97,96,96,0,83
2019-09-11,86,100,93,98,0,77
2019-09-12,88,93,90,100,0,77
2019-09-13,88,93,81,88,0,57
2019-09-14,92,85,64,68,0,52
2019-09-15,100,92,70,72,39,76
2019-09-16,95,91,95,98,67,84
2019-09-17,86,97,100,94,0,90
2019-09-18,84,97,91,99,67,71
2019-09-19,82,95,88,90,67,90
2019-09-20,87,93,84,89,0,72
2019-09-21,85,86,63,70,0,55
2019-09-22,96,88,67,70,0,47
2019-09-23,88,92,87,92,32,87
2019-09-24,84,96,90,95,66,83
2019-09-25,81,95,90,93,65,88
2019-09-26,83,97,89,95,0,100
2019-09-27,87,95,87,84,70,68
2019-09-28,84,87,67,68,0,46
2019-09-29,98,91,68,68,0,74
2019-09-30,87,97,91,96,100,89
2019-10-01,91,96,96,94,0,81
2019-10-02,90,100,100,92,0,81
2019-10-03,89,97,96,94,25,89
2019-10-04,91,93,88,86,0,77
2019-10-05,95,91,70,69,29,55
2019-10-06,98,89,73,68,0,67
2019-10-07,90,98,97,97,25,90
2019-10-08,87,100,98,94,25,90
2019-10-09,87,96,97,98,50,96
2019-10-10,88,96,97,91,100,91
2019-10-11,87,91,89,90,25,86
2019-10-12,86,86,69,71,0,56
2019-10-13,97,86,72,71,28,65
2019-10-14,89,97,95,95,0,81
2019-10-15,87,96,96,100,49,100
2019-10-16,91,94,99,100,74,98
2019-10-17,86,93,91,91,25,92
2019-10-18,85,95,83,94,26,63
2019-10-19,92,84,67,64,28,45
2019-10-20,100,86,71,67,0,66
2019-10-21,91,97,95,98,0,82
2019-10-22,87,98,94,96,24,81
2019-10-23,92,97,98,98,0,93
2019-10-24,82,97,92,94,0,85
2019-10-25,85,92,84,83,26,71
2019-10-26,87,84,62,63,0,64
2019-10-27,96,84,66,64,0,62
2019-10-28,89,94,89,90,24,85
2019-10-29,89,98,95,91,0,89
2019-10-30,84,93,91,91,24,97
2019-10-31,80,96,89,89,25,84
2019-11-01,84,95,89,86,37,76
2019-11-02,89,82,68,66,0,37
2019-11-03,100,85,72,65,0,73
2019-11-04,93,96,99,97,34,98
2019-11-05,89,93,95,97,33,97
2019-11-06,88,94,100,97,0,100
2019-11-07,86,92,93,94,0,81
2019-11-08,88,94,87,90,69,94
2019-11-09,84,82,64,67,0,49
2019-11-10,92,81,68,67,0,69
2019-11-11,87,93,91,88,0,96
2019-11-12,89,91,90,97,100,95
2019-11-13,87,96,95,91,0,85
2019-11-14,82,90,90,95,0,89
2019-11-15,86,87,89,87,35,75
2019-11-16,85,83,69,68,39,45
2019-11-17,93,87,70,73,0,66
2019-11-18,89,96,95,100,34,98
2019-11-19,90,95,93,99,68,88
2019-11-20,85,94,92,97,0,90
2019-11-21,81,94,90,95,69,83
2019-11-22,85,90,87,86,35,81
2019-11-23,85,84,62,66,0,61
2019-11-24,95,82,66,68,0,64
2019-11-25,82,96,87,100,34,87
2019-11-26,78,100,87,89,0,69
2019-11-27,73,93,77,86,0,75
2019-11-28,68,94,69,72,0,76
2019-11-29,69,98,64,67,0,55
2019-11-30,77,85,59,65,0,43
2019-12-01,79,99,70,68,37,51
2019-12-02,72,97,97,95,33,66
2019-12-03,77,99,96,97,66,95
2019-12-04,74,99,94,100,67,68
2019-12-05,79,100,100,100,34,94
2019-12-06,74,99,93,95,35,68
2019-12-07,74,88,71,67,0,48
2019-12-08,86,86,67,70,39,67
2019-12-09,73,95,91,93,0,100
2019-12-10,73,97,94,93,0,86
2019-12-11,76,99,96,96,0,88
2019-12-12,74,97,93,94,0,75
2019-12-13,75,95,84,89,70,73
2019-12-14,76,89,67,73,77,77
2019-12-15,83,88,69,70,38,53
2019-12-16,75,100,91,93,100,68
2019-12-17,77,100,95,96,0,83
2019-12-18,70,94,85,87,33,92
2019-12-19,72,94,84,91,0,79
2019-12-20,71,90,81,82,0,58
2019-12-21,72,86,60,60,39,38
2019-12-22,74,84,57,62,0,45
2019-12-23,78,85,75,74,0,74
2019-12-24,70,78,65,66,0,50
2019-12-25,66,77,54,60,0,39
2019-12-26,83,92,73,69,0,44
2019-12-27,91,96,84,73,73,45
2019-12-28,94,89,72,70,0,42
2019-12-29,100,85,72,70,0,40
2019-12-30,93,90,91,81,36,51
2019-12-31,90,80,79,76,39,60
2020-01-01,86,74,69,61,0,34
2020-01-02,90,92,89,79,38,62
2020-01-03,89,91,91,80,0,66
2020-01-04,86,86,73,68,0,43
2020-01-05,99,88,78,65,41,40
2020-01-06,87,91,96,91,37,79
2020-01-07,85,95,97,93,36,85
2020-01-08,84,96,97,93,36,69
2020-01-09,84,93,99,90,36,85
2020-01-10,80,92,89,88,0,69
2020-01-11,95,87,74,68,0,52
2020-01-12,94,82,76,69,40,52
2020-01-13,89,95,96,97,100,91
2020-01-14,82,92,95,98,32,68
2020-01-15,88,95,97,90,70,89
2020-01-16,85,91,96,92,36,89
2020-01-17,81,93,89,86,0,68
2020-01-18,94,83,75,66,40,61
2020-01-19,100,82,74,63,0,55
2020-01-20,89,95,91,84,36,78
2020-01-21,86,97,100,99,0,94
2020-01-22,84,92,99,100,0,100
2020-01-23,86,93,94,93,0,83
2020-01-24,85,90,88,87,37,68
2020-01-25,93,85,73,68,0,59
2020-01-26,93,83,71,65,0,53
2020-01-27,86,97,93,94,0,65
2020-01-28,83,100,99,97,70,92
2020-01-29,83,96,100,94,70,83
2020-01-30,84,93,94,95,72,68
2020-01-31,82,93,96,86,0,70
2020-02-01,90,86,72,67,25,43
2020-02-02,94,86,68,64,24,43
2020-02-03,81,91,90,93,100,85
2020-02-04,86,95,94,92,0,100
2020-02-05,86,95,94,93,66,70
2020-02-06,89,95,90,92,0,83
2020-02-07,81,92,88,87,45,66
2020-02-08,94,84,69,70,0,68
2020-02-09,100,87,69,68,49,46
2020-02-10,89,92,91,93,0,80
2020-02-11,86,98,91,93,21,84
2020-02-12,84,94,94,98,0,71
2020-02-13,86,97,90,94,0,61
2020-02-14,78,96,83,88,0,62
2020-02-15,93,88,72,68,24,48
2020-02-16,99,84,74,72,0,69
2020-02-17,95,93,90,87,0,86
2020-02-18,91,94,96,95,63,87
2020-02-19,91,100,96,99,43,85
2020-02-20,87,94,92,97,21,91
2020-02-21,90,93,94,89,90,67
2020-02-22,93,80,72,69,0,56
2020-02-23,100,78,75,70,0,59
2020-02-24,91,90,100,98,0,69
2020-02-25,91,91,99,100,0,74
2020-02-26,85,92,94,92,41,84
2020-02-27,83,97,93,91,41,74
2020-02-28,83,94,89,89,65,67
2020-02-29,93,89,74,66,0,48
2020-03-01,99,66,76,69,0,68
2020-03-02,88,72,100,99,25,92
2020-03-03,86,73,100,99,0,100
2020-03-04,87,70,96,100,50,97
2020-03-05,87,72,98,100,51,82
2020-03-06,87,69,92,91,26,90
2020-03-07,92,66,75,73,0,54
2020-03-08,100,63,72,73,0,65
2020-03-09,91,71,98,95,25,85
2020-03-10,89,72,92,96,100,96
2020-03-11,86,71,91,96,25,68
2020-03-12,74,68,82,88,74,91
2020-03-13,74,71,75,74,0,62
2020-03-14,83,65,67,62,0,49
2020-03-15,86,68,66,66,0,66
2020-03-16,74,74,78,78,74,76
2020-03-17,70,78,75,75,49,65
2020-03-18,69,75,81,79,50,76
2020-03-19,67,75,73,76,25,71
2020-03-20,63,73,72,69,0,63
2020-03-21,75,71,63,64,0,34
2020-03-22,79,70,59,63,0,38
2020-03-23,68,79,72,85,23,57
2020-03-24,71,77,70,82,24,57
2020-03-25,67,79,67,77,49,59
2020-03-26,69,79,73,74,50,54
2020-03-27,68,78,69,75,47,52
2020-03-28,79,100,62,64,0,47
2020-03-29,80,86,60,65,0,48
2020-03-30,68,82,76,78,23,72
2020-03-31,68,86,75,83,23,73
2020-04-01,67,68,88,90,49,83
2020-04-02,67,69,88,86,25,99
2020-04-03,70,66,81,82,25,77
2020-04-04,74,61,70,71,0,53
2020-04-05,79,61,71,76,0,65
2020-04-06,71,73,90,84,24,62
2020-04-07,72,100,89,90,76,82
2020-04-08,74,82,88,86,25,79
2020-04-09,76,81,88,86,26,67
2020-04-10,79,72,82,79,27,45
2020-04-11,84,69,73,74,28,63
2020-04-12,86,63,73,73,29,47
2020-04-13,83,79,92,88,25,65
2020-04-14,80,76,96,90,0,77
2020-04-15,84,75,93,93,50,80
2020-04-16,86,75,91,86,49,82
2020-04-17,86,75,90,90,0,75
2020-04-18,94,65,78,82,0,78
2020-04-19,94,65,79,79,0,71
2020-04-20,83,72,91,95,73,100
2020-04-21,86,70,91,93,24,90
2020-04-22,87,71,92,91,0,82
2020-04-23,83,71,90,91,0,73
2020-04-24,87,68,84,85,25,70
2020-04-25,92,62,79,74,28,69
2020-04-26,100,63,81,79,0,56
2020-04-27,92,67,100,100,100,97
2020-04-28,87,72,97,95,49,77
2020-04-29,92,71,100,91,49,75
2020-04-30,84,66,98,98,24,89
2020-05-01,80,89,89,95,26,71
2020-05-02,83,82,75,77,0,52
2020-05-03,85,82,73,80,0,70
2020-05-04,80,96,91,91,48,88
2020-05-05,78,98,91,97,45,79
2020-05-06,75,100,88,94,24,91
2020-05-07,77,99,88,91,25,79
2020-05-08,80,93,82,86,25,64
2020-05-09,84,86,78,76,0,62
2020-05-10,87,82,75,75,28,60
2020-05-11,79,97,90,95,24,75
2020-05-12,78,93,91,90,24,78
2020-05-13,82,94,95,92,24,100
2020-05-14,81,92,95,90,24,86
2020-05-15,79,96,93,89,50,65
2020-05-16,91,86,82,77,0,65
2020-05-17,100,82,83,82,0,77
2020-05-18,88,89,100,98,0,87
2020-05-19,82,89,100,95,24,95
2020-05-20,82,90,95,95,24,87
2020-05-21,83,91,90,95,25,93
2020-05-22,81,88,93,86,25,73
2020-05-23,90,86,83,78,0,53
2020-05-24,95,84,81,76,0,61
2020-05-25,90,90,83,79,0,77
2020-05-26,85,89,100,90,98,87
2020-05-27,90,91,99,100,0,77
2020-05-28,86,87,100,96,100,86
2020-05-29,81,85,95,94,51,78
2020-05-30,83,77,81,85,0,52
2020-05-31,89,82,86,85,0,74
2020-06-01,74,95,83,97,33,83
2020-06-02,74,92,86,96,0,86
2020-06-03,77,95,84,100,31,94
2020-06-04,80,92,79,94,0,100
2020-06-05,80,90,79,90,0,77
2020-06-06,90,87,73,81,0,81
2020-06-07,94,85,72,81,0,63
2020-06-08,83,94,86,98,31,87
2020-06-09,81,99,85,97,62,87
2020-06-10,86,95,83,98,100,75
2020-06-11,86,92,86,95,0,89
2020-06-12,83,90,81,87,0,93
2020-06-13,93,89,69,77,0,63
2020-06-14,97,85,71,76,0,62
2020-06-15,87,98,88,93,34,86
2020-06-16,88,100,89,97,0,94
2020-06-17,83,97,88,98,34,99
2020-06-18,85,95,83,93,68,98
2020-06-19,81,91,80,93,35,87
2020-06-20,91,80,72,77,39,71
2020-06-21,95,82,69,74,0,80
2020-06-22,89,89,90,93,69,99
2020-06-23,86,91,90,97,69,97
2020-06-24,87,95,90,97,0,91
2020-06-25,85,95,89,96,35,94
2020-06-26,83,92,84,91,36,81
2020-06-27,93,84,76,81,0,73
2020-06-28,100,84,80,79,77,89
2020-06-29,91,94,98,98,70,88
2020-06-30,89,97,100,95,35,86
2020-07-01,83,91,95,92,32,68
2020-07-02,83,89,93,90,0,100
2020-07-03,84,87,82,76,33,77
2020-07-04,85,81,76,74,0,65
2020-07-05,99,86,78,78,74,63
2020-07-06,92,90,99,94,32,91
2020-07-07,91,91,94,89,94,84
2020-07-08,90,90,96,98,32,89
2020-07-09,87,90,97,90,32,81
2020-07-10,84,90,91,86,34,72
2020-07-11,97,85,80,75,37,75
2020-07-12,100,82,80,74,0,69
2020-07-13,90,89,92,97,0,93
2020-07-14,88,92,100,96,0,83
2020-07-15,84,100,95,90,33,77
2020-07-16,83,90,90,90,33,89
2020-07-17,85,89,85,89,0,74
2020-07-18,93,80,77,73,38,67
2020-07-19,96,81,75,73,0,48
2020-07-20,89,87,93,94,0,77
2020-07-21,91,92,95,100,0,92
2020-07-22,87,92,91,93,0,87
2020-07-23,90,91,92,92,0,91
2020-07-24,83,89,87,86,34,74
2020-07-25,93,85,72,78,38,63
2020-07-26,96,83,78,76,38,66
2020-07-27,92,88,97,93,0,86
2020-07-28,88,90,93,94,0,79
2020-07-29,87,88,93,96,100,72
2020-07-30,91,84,93,93,33,87
2020-07-31,90,87,84,82,0,63
2020-08-01,91,84,76,71,29,74
2020-08-02,100,90,76,76,0,73
2020-08-03,89,95,93,94,51,87
2020-08-04,88,93,94,98,0,96
2020-08-05,87,95,91,95,24,83
2020-08-06,87,95,95,92,100,71
2020-08-07,82,89,85,86,51,65
2020-08-08,89,83,76,75,0,52
2020-08-09,97,85,78,76,0,49
2020-08-10,86,95,97,95,49,73
2020-08-11,87,95,97,92,25,62
2020-08-12,82,95,92,88,49,75
2020-08-13,87,94,95,93,50,99
2020-08-14,80,95,88,84,25,77
2020-08-15,95,89,76,73,28,51
2020-08-16,95,92,80,74,0,67
2020-08-17,86,98,95,96,25,96
2020-08-18,84,100,96,93,0,100
2020-08-19,82,96,95,91,0,85
2020-08-20,81,93,92,95,25,77
2020-08-21,82,91,90,90,51,71
2020-08-22,90,85,76,73,0,53
2020-08-23,94,90,78,75,28,64
2020-08-24,82,90,97,100,0,91
2020-08-25,81,94,95,98,0,84
2020-08-26,81,97,94,99,0,77
2020-08-27,82,94,100,95,0,96
2020-08-28,74,90,92,87,0,83
2020-08-29,87,86,76,73,28,65
2020-08-30,95,87,79,74,0,56
2020-08-31,81,98,95,95,0,93
2020-09-01,87,96,96,90,73,85
2020-09-02,87,96,100,96,48,90
2020-09-03,87,97,94,95,24,77
2020-09-04,87,93,87,84,100,67
2020-09-05,91,86,74,71,28,67
2020-09-06,99,85,71,74,0,65
2020-09-07,96,89,81,83,0,88
2020-09-08,85,97,95,99,0,100
2020-09-09,84,95,97,96,48,85
2020-09-10,89,99,93,95,48,88
2020-09-11,81,95,90,96,49,77
2020-09-12,95,88,73,85,28,77
2020-09-13,100,90,76,80,0,40
2020-09-14,90,95,97,97,0,92
2020-09-15,84,100,93,98,0,83
2020-09-16,84,98,97,98,24,87
2020-09-17,84,92,93,100,24,96
2020-09-18,83,92,96,89,0,75
2020-09-19,85,88,72,73,0,57
2020-09-20,91,85,73,73,0,65
2020-09-21,79,93,93,94,23,94
2020-09-22,83,97,93,97,23,76
2020-09-23,81,91,92,99,24,82
2020-09-24,86,95,91,99,48,88
2020-09-25,80,88,87,91,0,88
2020-09-26,84,82,70,72,28,57
2020-09-27,90,82,72,70,0,55
2020-09-28,83,92,93,93,0,90
2020-09-29,83,94,93,91,49,72
2020-09-30,79,94,90,90,24,72
2020-10-01,87,96,95,89,95,87
2020-10-02,87,95,89,85,33,76
2020-10-03,92,88,75,69,0,59
2020-10-04,98,89,72,69,36,55
2020-10-05,90,97,100,97,63,84
2020-10-06,87,96,94,98,31,84
2020-10-07,91,98,97,100,0,96
2020-10-08,88,95,95,92,32,83
2020-10-09,84,94,89,86,35,76
2020-10-10,98,84,75,71,38,55
2020-10-11,98,84,74,68,0,69
2020-10-12,93,88,92,89,34,87
2020-10-13,88,95,92,92,0,77
2020-10-14,86,98,91,89,67,77
2020-10-15,87,97,88,88,0,83
2020-10-16,85,94,85,82,35,60
2020-10-17,90,87,68,68,0,55
2020-10-18,100,93,74,70,0,55
2020-10-19,87,95,90,93,0,74
2020-10-20,88,98,92,91,0,84
2020-10-21,88,95,87,88,33,82
2020-10-22,87,94,90,90,34,79
2020-10-23,87,93,81,82,70,84
2020-10-24,92,85,67,68,0,48
2020-10-25,95,89,66,68,37,48
2020-10-26,86,94,86,90,100,72
2020-10-27,84,93,89,84,0,100
2020-10-28,81,91,87,85,100,77
2020-10-29,82,100,90,85,0,96
2020-10-30,79,96,82,82,0,85
2020-10-31,80,85,63,69,75,66
2020-11-01,96,79,74,68,0,48
2020-11-02,94,82,100,99,0,81
2020-11-03,87,88,93,95,0,73
2020-11-04,71,78,74,76,41,64
2020-11-05,80,83,87,84,0,73
2020-11-06,80,81,84,78,0,80
2020-11-07,91,80,73,66,0,56
2020-11-08,100,86,77,72,0,65
2020-11-09,92,93,95,95,47,81
2020-11-10,86,91,98,91,94,91
2020-11-11,93,94,95,93,0,87
2020-11-12,94,96,94,91,48,83
2020-11-13,91,91,89,89,100,84
2020-11-14,94,85,70,69,0,65
2020-11-15,97,100,77,75,0,55
2020-11-16,92,97,100,93,95,82
2020-11-17,89,91,100,100,0,74
2020-11-18,88,93,100,96,0,82
2020-11-19,87,92,95,93,48,100
2020-11-20,88,88,87,86,0,69
2020-11-21,91,84,75,73,0,48
2020-11-22,94,87,78,77,0,38
2020-11-23,88,90,92,95,97,81
2020-11-24,83,92,91,90,47,75
2020-11-25,80,90,82,84,0,82
2020-11-26,74,91,73,75,0,71
2020-11-27,81,91,73,72,48,52
2020-11-28,95,90,72,68,52,51
2020-11-29,92,83,70,75,0,68
2020-11-30,88,90,92,92,47,68
2020-12-01,82,98,100,98,0,66
2020-12-02,85,92,99,98,0,75
2020-12-03,84,98,98,100,45,74
2020-12-04,81,97,96,94,46,72
2020-12-05,91,87,76,81,0,50
2020-12-06,92,88,77,79,0,69
2020-12-07,84,98,99,95,44,73
2020-12-08,82,94,96,99,0,67
2020-12-09,81,98,97,98,45,64
2020-12-10,83,95,97,98,0,75
2020-12-11,83,96,92,97,46,78
2020-12-12,86,85,76,78,0,54
2020-12-13,89,88,78,81,0,66
2020-12-14,81,98,98,96,0,100
2020-12-15,82,100,98,94,0,74
2020-12-16,81,95,94,98,45,84
2020-12-17,80,92,93,97,45,74
2020-12-18,81,90,89,89,48,63
2020-12-19,86,86,71,75,0,55
2020-12-20,92,81,71,69,51,49
2020-12-21,85,89,87,91,0,59
2020-12-22,79,87,88,79,0,54
2020-12-23,76,87,80,79,48,63
2020-12-24,73,74,67,68,0,45
2020-12-25,68,77,55,69,0,38
2020-12-26,85,83,71,75,0,44
2020-12-27,100,85,77,89,100,51
2020-12-28,99,90,93,88,0,54
2020-12-29,93,91,93,89,95,69
2020-12-30,96,87,90,88,0,52
2020-12-31,97,79,80,76,0,33
2021-01-01,84,77,71,28,0,60
2021-01-02,92,84,77,29,0,40
2021-01-03,93,83,83,31,0,55
