,Date,Open,High,Low,Close,Volume,spill,BP,gas,British Petroleum,oil,petroleum
489,2018-12-06,446.2248180399504,446.2248180399504,424.9800887465431,427.6994018554688,56124352,89,97,99,16,93,89
490,2018-12-07,430.8436016173131,446.5647192305681,429.6539006062607,437.4719543457031,45373811,85,90,95,80,94,85
491,2018-12-10,432.7980857697238,439.6814166715481,432.4581749178344,432.6281433105469,39009718,82,91,99,62,96,90
492,2018-12-11,436.8770955273895,445.7998921056414,434.24276680825926,439.1715393066406,28514344,87,91,94,0,92,98
493,2018-12-12,441.296058779357,444.44029302310855,437.3870444441501,438.9166564941406,30607753,93,86,93,62,91,78
494,2018-12-13,434.49774572407534,436.962158203125,428.2093030423668,436.962158203125,59272566,100,90,94,31,92,75
495,2018-12-14,433.392934374292,440.3612233003906,429.1439840372892,435.6873779296875,34427472,76,91,95,31,94,81
496,2018-12-17,435.1775171938816,437.0470659064287,428.549164364919,432.2032775878906,24555861,69,89,95,100,94,88
497,2018-12-18,428.2942206345472,429.82383247768456,422.09076312972326,422.6006164550781,41073649,85,91,97,30,99,90
498,2018-12-19,419.62634690270494,428.6341272759793,416.3971548507463,427.01953125,38521707,83,94,95,16,99,100
499,2018-12-20,419.2864661984452,423.40795372446775,416.2697214575165,418.4366760253906,58177055,71,88,92,49,97,92
500,2018-12-21,415.5473916653736,420.8161010742188,412.87055782601584,420.8161010742188,91835384,62,96,91,17,97,77
501,2018-12-24,417.84179309180297,423.9602661132812,417.84179309180297,423.9602661132813,7120071,61,100,88,18,92,79
502,2018-12-27,428.2092460770696,428.2092460770696,409.0464888061141,412.87054443359375,36112489,80,98,91,50,99,66
503,2018-12-28,418.904030361547,429.7388538828954,417.9692560867236,427.1894836425781,31438450,71,96,95,17,100,62
504,2018-12-31,428.54915709575226,429.48393143616994,421.4534301757813,421.4534301757813,10947870,59,94,91,0,96,58
505,2019-01-02,417.6718374301564,433.0530435476588,412.95551271153136,431.0985107421875,33397201,55,100,95,53,97,71
506,2019-01-03,425.8298886379982,437.1321142358433,425.32000931425017,432.2882995605469,38347439,75,94,91,69,96,78
507,2019-01-04,439.4264752327365,445.7149432242947,437.5569783563428,442.5707092285156,34897489,58,89,91,53,95,81
508,2019-01-07,445.6299849543043,445.6299849543043,436.8771047281171,442.5707092285156,32659884,83,96,88,68,94,100
509,2019-01-08,443.3355081768884,448.8591438596996,441.7208862304688,441.7208862304688,28449464,79,88,84,33,94,89
510,2019-01-09,448.5192570203192,448.5192570203192,442.5707256225243,444.3553161621094,30401761,87,97,89,85,94,90
511,2019-01-10,443.6754541865973,447.8394470214844,440.78619855186736,447.8394470214844,23546866,96,93,90,51,93,96
512,2019-01-11,449.4539772406598,454.2977390217543,441.5508882987301,442.91058349609375,34958800,82,95,92,88,95,94
513,2019-01-14,439.08659028569934,445.0351214631447,436.9621148651832,442.5707092285156,23629289,64,87,85,16,88,87
514,2019-01-15,445.8849748645485,448.434345730707,440.9562015633919,444.1853942871094,25047792,84,90,90,49,90,95
515,2019-01-16,442.6557223353058,444.7801977700749,434.4977055455472,438.4917297363281,44623263,81,93,89,0,91,100
516,2019-01-17,436.1972743086481,439.2565499737116,431.94832355195547,434.2427673339844,19342579,65,92,88,17,91,89
517,2019-01-18,437.6419423153028,445.3750121996746,434.8376450971831,444.6951904296875,28149826,72,91,89,86,91,85
518,2019-01-21,446.39481529235326,446.90472057098685,441.8059789871402,443.6754760742188,13598752,79,94,94,100,92,76
519,2019-01-22,442.1458116234848,442.1458116234848,433.0530724356412,435.6024169921875,26637487,100,90,97,65,93,87
520,2019-01-23,434.6676872500979,437.6419529497565,430.2487678371897,432.1183166503906,27587654,73,90,90,49,90,90
521,2019-01-24,433.3930026811234,435.6024364577647,428.4642298867929,435.0075988769531,28603305,85,93,87,0,93,82
522,2019-01-25,435.0076181874814,437.2170779957423,429.9088767531288,430.7586669921875,31490953,61,93,86,17,90,71
523,2019-01-28,427.4444629094259,428.97407486848965,419.8813354522093,420.5611572265625,27379465,63,89,92,81,94,96
524,2019-01-29,424.04532758284273,428.6341896685743,421.4959568759319,427.4444885253906,31233194,80,89,92,82,94,87
525,2019-01-30,431.2684654772131,436.3672059557615,430.50365959213786,434.5826416015625,35260467,86,96,95,98,89,85
526,2019-01-31,441.80594405001017,446.0548950338838,437.641951338983,441.9758605957031,44628182,92,96,100,0,91,83
527,2019-02-01,440.02135427202586,443.84541016407775,437.8119205034491,443.1655883789063,27436398,66,94,100,86,99,76
528,2019-02-04,443.6754409892526,449.7089825065996,438.7466682213747,441.9758605957031,29975932,71,97,93,17,94,100
529,2019-02-05,458.0369140513418,466.3648475697689,455.9124385687289,464.8352355957031,57162693,79,100,97,100,93,98
530,2019-02-06,467.3845917739592,472.6533011819172,460.5862704390653,470.7837524414063,50140902,62,96,93,33,94,95
531,2019-02-07,471.20867943249016,474.6927986057184,464.9202110250626,465.0901794433594,61241706,66,91,92,33,97,92
532,2019-02-08,463.1357094820808,465.855048791906,460.3314118898261,462.2859191894531,45635276,87,90,93,17,95,82
533,2019-02-11,465.3451300306395,467.8945008347527,461.26614711747465,462.5408325195313,27297239,60,89,92,49,91,83
534,2019-02-12,466.10990016632417,466.95969032159553,462.4558128720725,463.30560302734375,30110056,74,89,94,16,92,87
535,2019-02-13,465.93994563963815,469.5090747714974,462.8807217363739,468.40435791015625,24958984,65,89,90,97,88,87
536,2019-02-14,470.5058619563527,472.3158102599992,465.5068569165654,466.1964111328125,39068596,67,93,91,50,86,75
537,2019-02-15,466.1100510373582,472.3156688869164,464.5586597263649,468.4371643066406,30288186,70,86,87,51,87,77
538,2019-02-18,469.2129865203912,469.2129865203912,462.7488108387487,463.6968688964844,26304047,53,91,91,66,95,86
539,2019-02-19,463.7830748626623,467.0582995608552,461.456013511084,462.6626281738281,21942024,61,87,96,65,93,85
540,2019-02-20,463.9554232765595,466.0239805274445,461.62830952071295,464.9035339355469,26642665,63,92,92,82,93,86
541,2019-02-21,463.61073557712376,464.81735023118097,459.2150642217429,464.4726257324219,29371636,75,97,93,66,91,91
542,2019-02-22,462.576418108252,467.83392657278,461.1973624119721,462.921142578125,23537934,66,95,89,51,93,73
543,2019-02-25,466.0239646717823,468.7820233772587,462.5764044413354,462.8349609375,34412409,73,94,95,33,94,87
544,2019-02-26,460.335478716598,460.5078672567246,454.2160800840796,459.3874206542969,44467967,72,89,92,49,92,92
545,2019-02-27,456.8017680993241,460.2493286132813,455.7674894240173,460.2493286132813,44561163,100,88,96,95,89,93
546,2019-02-28,458.52555881314953,460.5941162109375,456.026056341289,460.5941162109375,59566232,72,92,94,83,88,76
547,2019-03-01,461.8869229721405,461.8869229721405,458.6979190993872,459.3874206542969,37842476,75,93,100,39,91,64
548,2019-03-04,461.1112070616347,463.1797643598511,458.95648179499153,462.0592651367188,37188765,71,97,98,29,92,79
549,2019-03-05,463.26594275621073,465.5068360417223,460.8526609243679,463.9554443359375,39432654,69,96,99,67,92,78
550,2019-03-06,462.7488108387487,465.4206490782557,462.0592566815631,463.6968688964844,31872427,77,92,96,37,92,93
551,2019-03-07,462.576456713952,468.00635416938286,461.197400902579,466.0240173339844,24023429,82,94,95,10,89,90
552,2019-03-08,461.6282895610304,463.52445819142326,456.71555836238633,460.5078430175781,45478250,79,92,92,10,90,77
553,2019-03-11,463.3520453899076,464.3001559582387,460.6802074181194,461.6282653808594,26128910,77,90,100,9,96,81
554,2019-03-12,461.19736871513805,463.86925957254925,455.16413805114695,462.4902038574219,34602161,81,91,99,37,92,86
555,2019-03-13,462.4901922409865,472.1433715820313,460.4216876286454,472.1433715820313,36444868,97,87,95,37,88,81
556,2019-03-14,471.7986135931287,477.5732345888362,471.1090594990816,473.9533386230469,54062368,91,96,95,9,88,72
557,2019-03-15,475.7633086905992,477.5732567575106,469.2991333007813,469.2991333007813,108893102,75,90,94,19,89,72
558,2019-03-18,471.3677830879816,477.4871826171876,468.7821124239896,477.4871826171875,22357469,99,93,95,19,95,75
559,2019-03-19,476.4528167016318,483.9512707770885,476.0218716697733,481.3656005859375,26982791,94,94,98,100,93,91
560,2019-03-20,479.297080204899,482.7446407245691,476.1942967794354,479.38330078125,26424960,91,92,96,38,88,88
561,2019-03-21,480.84856467496337,487.3989091670628,480.84856467496337,485.9336853027344,24519692,100,94,96,29,91,86
562,2019-03-22,485.3302469630247,485.6750240116583,473.2637867391325,475.8494567871094,27569746,90,93,99,20,93,73
563,2019-03-25,473.2638286994977,477.1423341153378,470.6781584222709,472.4881591796875,24352492,81,94,100,9,95,100
564,2019-03-26,473.5223537470369,478.6936933834198,470.76429541984845,474.55657958984375,22084236,85,91,97,19,91,84
565,2019-03-27,475.3323083926026,476.6251433202343,467.5752988268122,470.4195251464844,20680295,99,96,97,48,91,76
566,2019-03-28,470.5919069108516,477.05608145633033,469.04051554105416,474.55657958984375,23509839,83,97,98,10,93,84
567,2019-03-29,476.71137319962793,482.0551021157922,476.71137319962793,481.3656005859375,36272896,93,100,95,0,89,74
568,2019-04-01,481.2794620510306,485.8474691469357,480.41757193461086,481.9689636230469,27892267,61,94,100,74,91,79
569,2019-04-02,481.8827908327452,487.6574657065083,481.8827908327452,485.9336853027344,35094541,75,96,94,56,93,97
570,2019-04-03,484.5546043508272,486.1921639085598,482.05510212376873,482.9169921875,34023073,75,90,95,37,90,92
571,2019-04-04,479.7279894711664,483.0893817692474,475.9357047458798,482.3136596679688,26338687,66,92,94,38,96,93
572,2019-04-05,483.3479767033606,490.4154863244104,483.3479767033606,490.0707092285156,31824435,78,97,93,78,91,80
573,2019-04-08,489.9844444275548,498.34478759765625,488.6054415276898,498.34478759765625,27003817,60,88,97,93,94,100
574,2019-04-09,496.5347708204391,500.5856640385789,493.25959958651714,494.7248229980469,49629451,66,98,94,73,93,91
575,2019-04-10,495.58675418499166,499.5514271762351,493.9491421289265,496.62103271484375,22178417,71,90,100,37,91,92
576,2019-04-11,495.5006081831975,497.7415012591833,491.96682743341256,493.5182189941406,23789439,68,91,96,76,92,87
577,2019-04-12,497.2244754696434,498.5173107645665,489.2950751396615,491.7945251464844,24267295,75,93,94,59,92,90
578,2019-04-15,492.65636372319824,493.4320858611141,489.03646736118407,491.1911926269531,19886504,62,90,97,19,90,69
579,2019-04-16,487.8298222449034,492.3978294939213,486.8817641273034,489.6397705078125,18704051,71,88,92,75,91,90
580,2019-04-17,491.7082635839503,494.3801016426952,488.2607034536509,493.0010986328125,21400687,74,95,97,39,95,85
581,2019-04-18,490.1569340869792,493.0873290052864,488.1745972822657,489.2950439453125,19062523,67,96,94,60,95,80
582,2019-04-23,495.5868189733939,502.8267170232445,492.656371523312,502.0509948730469,35394984,82,91,98,37,91,77
583,2019-04-24,500.3272259821795,502.3095627819193,489.7259877873979,491.4497680664063,34062869,71,94,98,38,96,100
584,2019-04-25,489.03648206020046,491.4497639092786,484.8993673410964,490.6740417480469,23156060,100,92,96,0,93,74
585,2019-04-26,488.9501442399434,489.3810892027154,477.5731867016465,479.2969665527344,32374844,75,96,92,78,92,85
586,2019-04-29,479.7279724863792,480.3313060320576,473.9533513357804,476.1942443847656,31058058,80,91,94,37,93,69
587,2019-04-30,478.9523126547506,486.01982160577006,475.7633089396523,481.7965393066406,31780473,74,100,96,57,93,95
588,2019-05-01,483.2617285911068,484.64073153480257,473.8671066447101,475.7632751464844,11056329,81,99,98,18,100,89
589,2019-05-02,476.0218885919479,476.4528336391261,469.9886579314528,471.88482666015625,26389541,77,95,94,50,97,88
590,2019-05-03,470.16099303791617,477.573225964747,469.299103041513,472.4018859863281,23509405,74,86,97,34,100,85
591,2019-05-07,467.48918289517417,470.50579806199806,458.8702824185345,459.5597839355469,62918760,90,89,95,66,96,85
592,2019-05-08,459.64599370564713,465.4206680713559,459.1288806722517,463.9554443359375,35629259,84,93,95,50,94,80
593,2019-05-09,463.7502154523594,464.7126945372101,459.55022418225,459.8127136230469,27664914,65,97,93,66,96,100
594,2019-05-10,464.6252241225556,465.23773509916657,458.41274248812834,458.67523193359375,50240369,79,92,97,35,96,71
595,2019-05-13,459.3752663692338,465.5877486092436,459.0252448039688,460.51275634765625,43253294,88,88,98,100,97,81
596,2019-05-14,462.8752566821854,470.5752502709765,460.6877554691316,467.7752380371094,49188544,76,92,96,50,98,87
597,2019-05-15,468.9128093981152,472.9377905082076,464.9753069794529,471.9753112792969,72935573,86,95,98,33,99,87
598,2019-05-16,472.5002473272831,480.9877624511719,470.8377250947416,480.9877624511719,24983457,100,93,96,50,95,81
599,2019-05-17,480.9877520554411,487.2002338107488,479.6752513967883,486.500244140625,71760062,73,93,94,52,93,81
600,2019-05-20,488.1627428927063,492.3627341175284,484.7502199817836,487.55023193359375,34042390,85,97,97,50,94,80
601,2019-05-21,491.57518828517954,494.112710674553,488.6002191245101,490.0876770019531,24203258,63,96,97,49,97,89
602,2019-05-22,492.6253065369578,495.07529738031656,489.4753259391816,490.4378051757813,48368811,84,95,97,16,94,73
603,2019-05-23,484.7502330463937,487.200223543088,474.0752172331676,476.0877075195313,32589635,64,88,94,48,94,73
604,2019-05-24,475.5627132307181,481.25021578085546,474.7751915153078,476.4377136230469,26907118,72,100,96,35,97,72
605,2019-05-28,477.6627656819622,480.9002246132802,476.61275446373975,477.312744140625,52602603,64,91,97,49,94,81
606,2019-05-29,476.000237690952,476.5252165907957,469.8752346324287,473.6377258300781,29026488,91,95,94,0,95,80
607,2019-05-30,475.0377585726422,478.80024977029166,473.37523638015625,473.6377258300781,20523480,89,96,100,67,98,84
608,2019-05-31,469.8752275681382,473.5502400291583,467.6877265086962,472.5877075195313,41026387,78,95,97,51,97,83
609,2019-06-03,469.7002302281942,476.7002338184975,465.5877174377332,476.000244140625,30467035,94,93,100,65,88,80
610,2019-06-04,473.287718378898,476.8751985099621,469.7001848420499,476.5251770019531,24311473,100,96,95,16,90,86
611,2019-06-05,475.4752835603224,480.2877862141484,469.9627377958525,470.4002380371094,25626588,77,91,94,0,86,70
612,2019-06-06,473.8127128369455,477.3127144091482,472.5002122473695,475.5627136230469,25090931,83,97,95,33,88,78
613,2019-06-07,478.975255987633,485.1877376685034,477.31273381094434,482.8252258300781,26995198,95,98,97,51,90,81
614,2019-06-10,485.2752528508955,486.9377751526373,483.17528370772857,486.0627746582031,20317814,82,97,98,64,85,87
615,2019-06-11,485.8877631387702,488.8627861776361,485.6252736719978,487.3752746582031,20068433,97,95,94,48,88,100
616,2019-06-12,481.3377502585245,484.6627948594699,472.1502450739784,473.20025634765625,46147610,84,97,94,66,87,79
617,2019-06-13,472.5877232765554,476.87524685833137,470.8377223706533,471.625244140625,36815978,87,95,98,48,100,94
618,2019-06-14,472.9377295613782,473.2002190076368,468.73773820387777,471.5377502441406,27468976,86,94,99,33,97,92
619,2019-06-17,472.5877553968162,473.7252987875992,466.112783648369,469.0002746582031,31593604,76,98,95,66,90,98
620,2019-06-18,467.6876942218191,479.76268855518265,467.2501940401336,477.6627197265625,76716204,67,95,92,16,88,99
621,2019-06-19,480.37523200910925,481.2502324317124,473.7252501596406,473.9002075195313,33485431,93,100,93,81,93,91
622,2019-06-20,476.4377344445073,483.87523810433896,474.075222600815,480.6377258300781,70278349,94,92,93,100,93,81
623,2019-06-21,479.5877267411447,491.5752436237574,479.15022651481416,486.6752624511719,118958350,90,92,95,34,93,71
624,2019-06-24,486.6752805729021,489.1252712504222,481.0752561050352,481.51275634765625,36866278,72,93,96,33,94,88
625,2019-06-25,481.6877134291965,484.6627361096928,479.5002124599449,482.1252136230469,23249001,72,96,95,49,90,99
626,2019-06-26,484.1377024795857,487.4626932623918,482.212690950871,485.1877136230469,25623340,91,94,97,16,93,95
627,2019-06-27,483.6127939939456,487.025263949601,480.1127919435545,481.86279296875,21844282,74,93,96,80,89,80
628,2019-06-28,480.2002182841308,482.2127085625583,478.0127172411038,480.0252075195313,28219458,87,98,96,87,88,96
629,2019-07-01,487.9877699875693,492.2752402223836,485.887747509357,488.1627807617188,28629755,87,100,100,78,91,84
630,2019-07-02,491.5753131543033,492.6253245271725,486.412841796875,486.412841796875,33099789,77,95,92,19,87,89
631,2019-07-03,484.83771852579696,485.80025104549605,476.875235948423,478.0127258300781,31253000,88,92,89,78,92,82
632,2019-07-04,479.4127204533045,482.65017907315024,476.875198037215,477.6627197265625,17641011,72,91,92,40,85,73
633,2019-07-05,477.05025603686056,480.02522552348495,473.72526500790894,474.687744140625,29516996,52,99,92,62,85,84
634,2019-07-08,475.9127189998204,479.2377096994736,474.4252077009328,477.6627197265625,26483443,66,99,91,39,92,88
635,2019-07-09,479.93769912662987,480.2001885543846,475.825186739192,478.1002197265625,20445321,87,91,91,97,90,84
636,2019-07-10,478.0126497122854,480.8126613329599,475.4751809043144,477.4876708984375,26548286,66,92,85,19,86,84
637,2019-07-11,480.3751765048862,483.0001774693938,477.31267537962736,477.5751647949219,20751100,80,98,91,58,90,83
638,2019-07-12,478.97520493728285,480.2001733633148,476.70017202188274,477.7501831054688,22762671,86,94,91,41,93,78
639,2019-07-15,477.8377706939017,478.2752709613034,474.25028986352487,474.3377685546875,34692032,86,92,91,39,90,91
640,2019-07-16,472.06272715554826,476.2627184954225,469.8752261029276,475.6502075195313,22082603,91,94,90,19,94,99
641,2019-07-17,469.0002788196911,469.26276829458817,461.9127959685019,462.0002746582031,45803079,74,98,90,78,93,100
642,2019-07-18,459.3752563103686,459.46273499687305,450.8877408935712,451.2377624511719,53884140,100,98,90,40,94,78
643,2019-07-19,453.2502519159109,456.4002323043612,451.5877296295784,452.9877624511719,33374611,79,93,92,63,95,78
644,2019-07-22,455.8752128061327,461.9127369868011,455.43771260190414,457.6252136230469,30037515,89,98,86,20,90,87
645,2019-07-23,462.4377676365041,465.9377696621351,458.15024379278896,461.38775634765625,39797804,77,99,89,98,91,80
646,2019-07-24,463.1377053086778,463.92522703825273,456.31271280691294,458.0627136230469,58606751,70,95,87,100,90,82
647,2019-07-25,457.2752070824001,461.0377516866946,455.2627167581563,458.1502075195313,39652945,78,94,89,62,93,97
648,2019-07-26,459.0251929142634,460.250214848418,455.8752128061327,457.6252136230469,32247612,66,96,89,41,92,73
649,2019-07-29,456.8376902744839,465.50021564983103,456.0502219531346,461.1252136230469,44285667,76,94,90,60,89,78
650,2019-07-30,477.7502223929129,478.625222800226,465.8650850244394,475.30023193359375,51013233,65,93,90,79,91,90
651,2019-07-31,486.6751739812329,486.6751739812329,475.21263809161087,477.4876708984375,45348725,74,90,87,40,90,87
652,2019-08-01,474.6877535460043,476.1752650216844,468.4752715900224,471.3627624511719,46333750,73,93,91,34,94,93
653,2019-08-02,466.4626793360747,466.4626793360747,458.0626970842364,461.0377197265625,51258257,100,91,92,36,94,73
654,2019-08-05,454.3877505797455,456.6627839312864,445.0252612182911,451.1502380371094,70962211,69,86,91,34,93,95
655,2019-08-06,450.7126956736445,451.15019588431807,443.6252136230468,443.6252136230469,39759919,60,96,91,23,92,89
656,2019-08-07,445.81276524443854,450.012757062148,439.8627723855341,442.4002685546875,115449169,61,93,89,34,89,85
657,2019-08-08,449.4710759907068,453.8305484289184,444.8446804535244,447.4247741699219,54586000,68,90,89,23,95,94
658,2019-08-09,451.7842466081335,451.9621953407808,446.00126576223767,447.4247741699219,115995660,69,91,92,24,95,86
659,2019-08-12,447.3357751079566,450.62763642204783,445.3784749127146,445.556396484375,90693782,81,86,92,57,96,93
660,2019-08-13,446.71299231249,453.6525578266151,443.5545790820755,450.9834899902344,58212747,73,94,92,45,96,85
661,2019-08-14,453.6526057223853,454.09745040874793,439.951394812649,443.0653076171875,49854609,84,84,89,43,94,88
662,2019-08-15,443.5546065698884,444.0421600174398,431.8107236527225,435.6808776855469,51297872,78,83,86,35,92,75
663,2019-08-16,440.0402985683094,441.3303316610547,402.4731654030281,436.1256713867188,28282483,86,99,90,47,97,74
664,2019-08-19,441.3303965830649,445.6845473926796,438.7503028668685,444.93365478515625,33660653,84,100,92,33,98,89
665,2019-08-20,446.35713375960967,446.9327384106724,438.92822265625,438.92822265625,31272968,81,92,90,22,96,87
666,2019-08-21,442.0421241258383,445.7343292070012,438.9282116463483,443.8215026855469,41796555,73,99,93,100,94,100
667,2019-08-22,443.06527706405166,444.7610301045531,437.2822965401233,439.9068908691406,31605276,99,90,89,45,95,100
668,2019-08-23,439.8178977956099,440.5296383539624,432.789357965022,434.1683654785156,28283085,94,96,90,47,95,83
669,2019-08-27,435.858760140111,439.9513361390789,434.21282958984375,434.21282958984375,66149742,88,91,90,55,91,98
670,2019-08-28,440.0848426059953,446.17922023687146,437.19335214583606,443.7325744628906,66995474,71,95,91,44,92,88
671,2019-08-29,442.39803471102994,448.5813866297997,441.5973197164465,447.4247741699219,62760951,83,93,98,11,91,94
672,2019-08-30,444.39982013420655,453.5983085557108,443.06528613980953,445.0226135253906,30782283,90,93,100,11,94,84
673,2019-09-02,444.8446250596208,449.6489415800325,444.1328845199899,448.2254333496094,44088598,70,86,92,62,68,65
674,2019-09-03,450.1828166189666,451.6952993929745,446.1792144948849,447.4247741699219,37263001,75,90,94,29,69,78
675,2019-09-04,448.84825597759306,451.42834954108696,445.8233177600084,451.0724792480469,32579680,68,86,89,44,69,80
676,2019-09-05,449.38207499273454,452.850961876032,447.42474765426994,451.0724792480469,30179461,78,87,88,15,66,76
677,2019-09-06,447.51366182430064,449.7378847955944,442.30897464124143,445.7342834472656,42824151,86,87,87,46,72,70
678,2019-09-09,449.0261651026434,452.1400774066808,445.2894594773345,449.1151123046875,25989828,77,90,92,0,71,84
679,2019-09-10,447.1578400667482,457.3002924854141,446.446072348058,456.1437072753906,44299590,70,89,88,87,69,76
680,2019-09-11,453.8305422523951,458.9017552498486,451.099189435304,455.6098937988281,35130383,85,91,86,73,69,86
681,2019-09-12,452.9408327726747,453.5635989984564,444.48878433473874,448.4034118652344,53113124,82,88,89,74,69,84
682,2019-09-13,446.7129851452251,450.09379348993264,445.9709710488494,448.40960693359375,26242907,86,89,88,30,68,75
683,2019-09-16,469.6670364059026,473.6706385390384,463.3591149297816,466.7310180664063,81977285,71,100,100,73,100,100
684,2019-09-17,469.04423303882334,473.84852291524726,457.2113756235451,459.9693908691406,73699685,92,92,98,15,85,91
685,2019-09-18,456.4995520875337,461.2771792213276,455.7878115173871,458.2789306640625,51308631,100,93,90,58,75,98
686,2019-09-19,455.60987994268754,465.5744112066532,453.6525797255552,459.8804321289063,33784793,80,86,91,29,73,84
687,2019-09-20,458.1010540585514,465.3075158527396,456.1437266878068,463.5281372070313,74608607,88,94,89,45,73,77
688,2019-09-23,464.1509398498463,465.39647234528513,458.90175101939366,461.6598205566406,75738700,67,87,90,57,70,72
689,2019-09-24,461.65980779933824,477.7631626982172,452.1071868965773,454.72021484375,28729473,71,91,89,29,72,73
690,2019-09-25,449.559965261796,453.47461966615634,448.7592503704172,452.5849304199219,22882923,68,91,91,43,68,83
691,2019-09-26,457.21135656564434,463.4640521795824,453.6525721866572,457.5671997070313,37673971,80,94,89,30,72,87
692,2019-09-27,459.2576099961702,465.21853893917887,456.499540690017,462.015625,29744107,71,94,93,46,69,81
693,2019-09-30,460.94800794277165,463.528128652362,457.2113562976076,458.9017333984375,23644806,66,90,92,29,69,76
694,2019-10-01,459.5245154607555,461.7487386720854,456.944394814683,457.4782409667969,20820868,82,85,92,50,90,83
695,2019-10-02,455.52089684959344,456.9443779313195,437.7271118164063,437.7271118164063,44750343,86,78,88,49,90,73
696,2019-10-03,437.50471653612834,438.5278538085222,426.6504961347567,431.4103393554688,48193141,100,84,89,63,93,86
697,2019-10-04,436.926381762848,441.33032711508895,432.52240925944665,440.3071899414063,35069781,86,78,87,26,89,80
698,2019-10-07,440.040338769925,448.6703087982628,437.282296474846,446.8909301757813,55253857,86,83,88,50,94,84
699,2019-10-08,446.62402824847175,451.6062937547828,445.6453645890095,446.2681579589844,36287581,96,82,91,38,92,73
700,2019-10-09,446.712967523216,452.9763873006746,445.2004849727337,450.44964599609375,48375087,92,88,100,25,93,87
701,2019-10-10,449.471101449283,454.0084957259807,446.6240844726562,446.62408447265625,31538568,93,82,92,63,91,100
702,2019-10-11,445.2004862889337,449.02616627745664,432.6425314668814,439.1061096191406,44176058,91,86,91,26,95,74
703,2019-10-14,439.5509944266472,448.3144395939065,432.642571026672,438.3944091796875,36504526,72,88,90,38,95,89
704,2019-10-15,440.7075654907793,440.7075654907793,432.6558616689474,436.1256713867188,52371045,95,83,90,25,91,79
705,2019-10-16,434.74667809621343,438.5278576828038,431.766213462433,432.5669555664063,48125292,91,86,91,50,92,87
706,2019-10-17,432.4779511250067,438.3499056224793,431.76618343222026,434.3907775878906,47921860,93,85,89,100,95,81
707,2019-10-18,434.4352830073668,435.45844744373466,430.56515619599134,431.5437927246094,23364371,96,89,88,13,97,67
708,2019-10-21,429.6309845662296,437.72716313576217,428.3409512907761,435.9477844238281,34014246,85,86,93,49,94,82
709,2019-10-22,437.3712660578119,446.1791847126344,436.303628035522,444.0884094238281,37589035,94,86,88,24,94,82
710,2019-10-23,442.4869283495421,450.54751031668513,442.4869283495421,450.5386047363281,39214838,100,84,90,25,94,92
711,2019-10-24,450.8945299876123,456.9444064155586,449.47104881715177,453.7415466308594,28795563,96,86,86,61,94,79
712,2019-10-25,453.83050036455273,456.1436978881574,452.0511218311894,455.5209045410156,25212350,96,87,88,26,91,82
713,2019-10-28,456.4105938076973,461.3038847744464,452.16855060555457,455.5209045410156,33735672,92,85,87,85,89,77
714,2019-10-29,456.4105867466904,457.300275999608,433.8569587549989,438.2164306640625,81757021,98,95,94,25,93,96
715,2019-10-30,439.5510277857239,447.001307513688,437.8161497836185,445.3785095214844,48698264,85,94,88,74,93,89
716,2019-10-31,438.9282397946358,443.8882415572091,433.6345773795575,435.3249816894531,60850944,92,100,85,13,89,89
717,2019-11-01,435.68083142539496,443.7325081820689,435.50288271703806,442.2645263671875,51201754,89,90,98,53,91,76
718,2019-11-04,445.0226067294564,456.5885678376069,443.51012403177145,454.72021484375,46156307,81,100,97,50,99,97
719,2019-11-05,455.3429740209241,463.9729711130216,454.3643375094012,459.4355773925781,61901653,90,95,95,97,97,96
720,2019-11-06,457.56716990167126,460.32523915497336,454.8981021546629,457.3892211914063,26819180,87,94,94,49,95,81
721,2019-11-07,459.5800841077949,464.2779846191406,456.5083650814792,464.2779846191406,42438534,89,95,95,17,91,88
722,2019-11-08,461.47732887814834,462.74216744981175,457.4118472227468,459.4897766113281,31133505,70,91,99,17,94,70
723,2019-11-11,458.3152660155072,459.30905588754086,451.67500168092346,457.7732238769531,43699655,65,91,97,82,94,76
724,2019-11-12,458.9477183623954,463.91664051001976,457.50220822346944,462.47113037109375,30516886,84,95,98,49,91,88
725,2019-11-13,457.86356399491297,462.59852007220206,456.9601236337779,461.4773254394531,26285097,72,96,98,66,96,76
726,2019-11-14,461.6579845571287,462.9228230098232,457.0097942271476,457.4118041992188,30371851,100,94,93,82,93,86
727,2019-11-15,458.2249711212989,461.2063133427902,453.9787903129326,459.76080322265625,36110188,75,95,94,0,95,78
728,2019-11-18,458.85733549004254,459.4897547457796,453.3463439941406,453.3463439941406,61457321,84,99,96,99,95,100
729,2019-11-19,454.4305270274536,461.1159805590228,452.4429470936403,453.4367370605469,36117088,88,96,100,100,94,79
730,2019-11-20,451.35879001211663,451.4943005461424,443.7698968277543,449.1001892089844,46305394,91,94,94,34,94,92
731,2019-11-21,445.44122698374537,450.5004981562941,443.001954726652,449.2356872558594,30253802,81,94,96,17,91,91
732,2019-11-22,451.72021288671095,456.0567159020978,450.8167724609375,450.8167724609375,29659293,85,96,93,34,95,93
733,2019-11-25,451.8105088986672,455.0628995601682,449.46155855587136,451.9911804199219,19557757,64,91,92,49,91,72
734,2019-11-26,452.6235925693566,452.6235925693566,445.4864196777344,445.4864196777344,36647588,70,92,95,50,94,80
