,Date,Open,High,Low,Close,Volume,spill,BP,gas,British Petroleum,oil,petroleum
243,2017-12-15,405.4437424411189,406.728067237593,402.8750928481705,405.5240173339844,44893955,82,98,92,58,84,77
244,2017-12-18,406.6477643870127,409.6177392471819,403.51723975215054,409.1361389160156,21916310,90,96,93,74,87,74
245,2017-12-19,408.2531364728453,410.90203610051736,407.2096120009937,407.6109619140625,26921844,98,94,89,95,88,76
246,2017-12-20,407.7714743979303,409.2163241543026,405.2831002651091,408.3333740234375,35234009,88,91,90,78,89,72
247,2017-12-21,408.172835437235,417.5644325998588,408.172835437235,417.0025329589844,29203945,81,98,90,79,85,67
248,2017-12-22,416.5209409955193,416.6011913774272,413.31014183268746,415.1563415527344,9431738,55,94,86,0,85,60
249,2017-12-27,415.9590626817135,417.4841629665504,415.2366132358525,416.36041259765625,19759452,68,99,93,40,97,63
250,2017-12-28,416.76177015331575,417.16312007661577,414.9155703047178,416.2801208496094,10981504,69,97,95,100,100,61
251,2017-12-29,415.39714872878847,420.2133475546296,415.316898345521,419.5711975097656,10752630,84,100,95,62,98,71
252,2018-01-02,420.7752543402107,420.85550472483686,412.8285065458665,415.3971557617188,20152548,80,89,97,45,100,70
253,2018-01-03,416.7617088766378,421.8989577437994,416.440609388045,420.7752075195313,27207749,81,84,100,29,99,77
254,2018-01-04,424.70845876184273,425.9125085020402,423.18335848667147,425.430908203125,32592520,76,79,99,29,95,85
255,2018-01-05,425.4309628503788,426.474462960674,422.78206288027087,425.10986328125,24779506,57,84,99,45,97,79
256,2018-01-08,424.9493022200132,425.6717026587232,422.94255267986,423.3439025878906,29326873,83,85,91,100,94,89
257,2018-01-09,423.5044619554202,424.94936101858247,421.096362174037,423.8255615234375,31258273,82,87,88,14,94,95
258,2018-01-10,424.1465948863582,426.7954944338295,423.9057457514816,425.8322448730469,32398552,64,91,92,15,98,88
259,2018-01-11,425.2703704584572,428.6417196248754,424.30712084049327,427.8390197753906,35293014,90,88,89,58,93,84
260,2018-01-12,427.1969048460729,430.4077045082111,424.4677055360895,429.2839050292969,33811835,86,84,86,30,90,80
261,2018-01-15,428.3205448731836,428.7218947274474,426.2335452281726,427.59814453125,21042103,77,86,89,14,95,81
262,2018-01-16,421.4173743176822,424.066273729098,414.2733268511346,416.0392761230469,48639878,89,93,89,57,91,100
263,2018-01-17,414.1930987832098,416.8419983373115,411.38364946975776,414.4338989257813,28884152,90,85,85,28,87,98
264,2018-01-18,414.8352520487381,417.1631010951221,411.9455523296275,414.5944519042969,21972681,96,87,88,86,90,89
265,2018-01-19,413.5509545776848,413.8720051080104,407.53070596385857,409.296630859375,46542765,94,88,85,44,92,90
266,2018-01-22,410.2598575155961,414.5944313760943,409.61768300145934,414.0325317382813,38310875,84,86,87,56,93,87
267,2018-01-23,415.8787511699682,415.8787511699682,413.14960121692286,413.9523010253906,26614233,84,100,88,42,94,79
268,2018-01-24,414.2733483310468,417.9657968170254,412.6679487265972,413.791748046875,49666786,100,91,84,42,90,82
269,2018-01-25,413.791755304666,418.046054532495,413.6312055428235,414.7550048828125,28605999,82,90,85,57,92,85
270,2018-01-26,415.6379486315464,416.3603980521687,413.2298492200161,414.4338989257813,28245202,77,87,84,74,89,75
271,2018-01-29,413.4706288777283,416.28007805198985,411.7849789703336,413.8719787597656,27223028,80,89,90,42,90,74
272,2018-01-30,409.6979726426796,412.9087963361709,406.32664818366266,407.6912231445313,41680480,78,87,86,71,93,96
273,2018-01-31,407.5306723637566,407.85174736406447,401.67094949821575,402.23284912109375,40800024,87,86,88,42,87,89
274,2018-02-01,406.6476981841819,408.8149728109635,401.99202493705593,402.5539245605469,27436471,90,97,99,50,96,87
275,2018-02-02,404.80151201501707,405.92531136736426,392.5603396817682,392.8814392089844,39293080,85,84,93,26,94,79
276,2018-02-05,388.948186308944,392.8814350071845,381.2824128595082,386.9414367675781,49010159,73,94,97,49,90,87
277,2018-02-06,367.5963877089949,390.1923824563426,363.2216639468545,381.2824096679688,76141700,82,96,95,62,95,100
278,2018-02-07,389.75086228054056,394.00518574582935,382.76738900170886,389.3093872070313,62374981,93,92,91,25,94,89
279,2018-02-08,387.4632492924261,388.2257994951511,382.8878500902492,386.1789245605469,55597861,93,94,95,25,97,81
280,2018-02-09,383.6503688419063,384.7741436322499,374.70024671658587,377.30902099609375,50496700,91,94,95,26,96,87
281,2018-02-12,382.80754732828194,387.0217214721166,380.6803976597325,384.3326721191406,50653579,87,94,96,63,99,82
282,2018-02-13,383.04841886428176,385.77759374458645,381.162069117328,382.0450439453125,34674798,100,94,94,50,96,79
283,2018-02-14,382.8878229977875,384.0918727556422,379.074998764581,381.2021484375,40742940,89,91,92,13,86,84
284,2018-02-15,385.21122136905177,389.6122332618092,380.68796398214687,382.84771728515625,34939564,78,96,94,0,92,84
285,2018-02-16,385.740912937876,386.8411719707785,383.29590391894527,385.8224182128906,33389161,83,87,89,13,89,69
286,2018-02-19,386.8412407518348,389.8567623601149,385.6187360250059,386.3522338867188,25607113,90,94,97,50,97,74
287,2018-02-20,388.3082292641464,389.8974703545633,385.8632200125016,387.12646484375,34940491,93,97,96,49,94,89
288,2018-02-21,386.1076660710073,387.085679606656,383.051404862002,384.8444213867188,27369989,93,100,92,24,93,81
289,2018-02-22,382.1549647962122,386.6374820360038,380.1174569599433,386.22998046875,77378075,89,98,92,25,92,70
290,2018-02-23,384.6814923166021,388.3490065441968,382.0734722504324,388.0230102539063,29338300,68,96,94,38,96,75
291,2018-02-26,392.8315052086781,393.5650030448495,389.5307525099464,391.8942565917969,48339304,97,95,100,36,96,81
292,2018-02-27,391.8942503369824,393.320505779188,388.6342378976554,389.7344970703125,29042202,74,99,98,24,94,69
293,2018-02-28,387.2079780554585,392.8722346812714,387.2079780554585,387.2487182617188,40396337,85,94,99,48,92,94
294,2018-03-01,385.70021757306,388.3897178577647,381.258440723556,385.9854736328125,39335985,100,89,100,100,90,92
295,2018-03-02,383.662716176861,385.4964731846102,378.2429504394531,378.2429504394531,36154120,70,83,98,13,89,84
296,2018-03-05,378.7319540415252,383.1737060546875,378.079936632308,383.1737060546875,42900545,95,88,91,38,93,85
297,2018-03-06,385.4964373798832,389.2861965361896,385.4964373798832,385.6186828613281,32839802,97,92,89,38,91,92
298,2018-03-07,383.25524001563673,387.289515648781,383.05148922349656,384.3554992675781,32853320,96,93,94,77,90,99
299,2018-03-08,383.9479577909959,387.8192224394334,383.9479577909959,387.12646484375,29090753,70,87,92,65,94,97
300,2018-03-09,387.6969892957331,390.7124858789579,386.7189756151665,389.7344970703125,27291276,89,92,89,41,94,84
301,2018-03-12,390.5087199719269,391.0384669984092,387.3302129411129,389.5307312011719,26988068,69,92,91,38,93,85
302,2018-03-13,390.91625574089096,393.6465212665027,385.6595003489948,386.3114929199219,33537463,95,90,90,77,93,98
303,2018-03-14,385.8632111767204,386.9227052127373,378.0799169807268,378.7726745605469,52230048,85,90,90,13,87,100
304,2018-03-15,380.15817532100186,381.0546587612511,377.5908958652665,378.6096496582031,36118925,70,93,88,52,90,82
305,2018-03-16,377.998436080049,386.1077270507812,377.998436080049,386.1077270507813,88703968,71,90,91,27,89,77
306,2018-03-19,384.92594095838905,384.92594095838905,374.4939115855148,374.6976623535156,48161112,84,95,93,52,97,91
307,2018-03-20,377.3464581945685,379.5062115662221,372.00819751445096,378.0799560546875,47342385,91,100,89,89,92,91
308,2018-03-21,379.5061967402813,385.65948520138267,375.1459250866885,385.2519836425781,56848488,96,96,91,39,92,87
309,2018-03-22,382.8477225507453,384.233237828596,374.98294727475246,377.5909423828125,49719439,89,96,93,39,94,99
310,2018-03-23,375.39037185974,379.4653866978355,372.741612214978,376.8981323242188,33219378,94,90,94,68,92,82
311,2018-03-26,378.8949329746136,386.0262100386138,378.1206949593888,382.6846923828125,39528715,88,93,96,26,100,83
312,2018-03-27,387.8599543843046,389.8159567695778,385.5371906703277,387.4117126464844,36505351,80,90,93,26,92,93
313,2018-03-28,383.1329802343648,386.1484769224899,379.6692168970857,384.1924743652344,31262780,89,93,91,0,95,77
314,2018-03-29,385.4557007177304,393.1574645825411,383.947940107608,390.5902099609375,50711031,83,99,91,55,91,77
315,2018-04-03,389.6123026943027,393.279817403839,387.7785453395345,390.7940673828125,39240364,89,92,97,47,96,76
316,2018-04-04,392.342521772202,393.8910228236141,389.979017549318,392.6685180664063,39049510,85,89,92,31,91,81
317,2018-04-05,401.4298192840668,407.3385925292968,396.8250561432033,407.3385925292969,45789040,90,86,98,0,93,74
318,2018-04-06,406.84958825326896,409.5390887380032,404.2823083964777,406.1975708007813,36307245,75,89,97,83,91,79
319,2018-04-09,406.2790260789731,407.420025390468,397.8845044959186,402.2447509765625,40800513,92,89,96,47,94,87
320,2018-04-10,403.8748532295497,411.7396545410157,402.0003556910631,411.7396545410156,41637779,83,95,95,47,94,80
321,2018-04-11,410.1910455836333,414.4290716038668,409.1315515145352,412.31005859375,37931448,78,89,93,77,91,83
322,2018-04-12,412.7175376788465,413.94004224831696,408.80553300530863,411.1690368652344,28929563,79,97,96,63,93,81
323,2018-04-13,412.39158828294416,412.39158828294416,406.6458261024743,411.0060729980469,30689687,80,86,92,98,90,70
324,2018-04-16,408.1535433123824,408.47956445054297,402.4689165765394,404.52679443359375,34483598,86,91,100,31,95,88
325,2018-04-17,408.3165763345557,408.6425726187218,403.95630452705774,404.8120727539063,27446000,95,91,96,16,90,83
326,2018-04-18,405.8715211174032,415.97755401823184,405.3825143103478,415.3255615234375,38283560,96,95,93,16,94,82
327,2018-04-19,417.6890843143076,421.0305770912856,415.2440750402726,420.9490966796875,35471777,77,100,99,16,93,82
328,2018-04-20,422.5790856952654,423.4755691617892,418.2595794353834,422.3345947265625,29127852,84,92,94,100,94,79
329,2018-04-23,421.6826479174968,425.1871514988513,420.7046341928796,425.1056213378906,35629982,86,93,96,92,97,83
330,2018-04-24,430.56617420537776,435.1302219037837,428.8546874083799,434.88568115234375,48237242,87,91,95,62,92,82
331,2018-04-25,429.2621639353429,430.1586474921156,423.1496403832273,427.0616455078125,51115080,96,98,97,47,93,88
332,2018-04-26,429.1806417974561,437.0047019367216,428.5286492218119,436.2711791992188,46617490,93,91,94,16,94,71
333,2018-04-27,435.5377175207111,438.3902286391263,433.3371989948786,437.9827270507813,31551871,100,91,94,50,90,72
334,2018-04-30,437.2491141393725,438.47161865234375,432.11460513366063,438.47161865234375,40074394,78,95,99,81,97,100
335,2018-05-01,444.2581290367125,448.3331441617744,440.998116936663,446.3771667480469,48361677,94,91,86,52,93,95
336,2018-05-02,445.80669980672576,448.8222212532728,444.5841951454642,446.1327209472656,47606324,79,97,88,33,94,89
337,2018-05-03,447.9257211818918,449.3112365160959,441.8947275857178,443.2802429199219,43300799,88,87,89,100,92,87
338,2018-05-04,446.45865850925526,454.8531799316407,445.8066660214285,454.8531799316406,60880877,80,90,86,51,93,82
339,2018-05-08,454.8531814317535,455.8311950386383,447.43667358856766,448.5776977539063,63634964,96,93,89,49,98,86
340,2018-05-09,456.320334921109,466.5078754422639,455.1793104851996,466.1818542480469,65130750,100,95,85,66,96,84
341,2018-05-10,471.7502457699111,471.99796031233166,461.92386598940544,465.7222900390625,44846021,96,94,85,83,97,100
342,2018-05-11,467.373693663848,468.8600310195894,463.4926652796336,466.1350708007813,33603758,91,87,85,51,94,85
343,2018-05-14,466.21766246843504,473.1539712115195,462.7495584965901,471.089599609375,55245028,86,91,86,33,93,90
344,2018-05-15,469.85098233078793,479.1819320053965,467.9517705137841,476.62213134765625,75053419,69,99,86,49,92,96
345,2018-05-16,476.8698838413803,480.42059324285617,474.06231804503074,475.5487060546875,40930380,90,94,88,49,90,84
346,2018-05-17,475.7963837242066,482.2372131347656,475.713778619125,482.2372131347656,33618448,76,96,87,66,94,88
347,2018-05-18,480.9985485281553,484.7144171433943,479.759925656409,484.1363830566406,42264713,75,100,86,35,89,81
348,2018-05-21,485.54026132478623,489.834164872225,483.7236040085963,489.50384521484375,32533546,80,96,90,50,97,92
349,2018-05-22,488.8430967104293,489.9165596469168,482.8976976164461,485.8704223632813,54619825,66,93,90,49,95,100
350,2018-05-23,481.08120411438176,481.6592383223555,472.4934473091437,476.45703125,66499464,77,95,89,49,94,87
351,2018-05-24,476.7046966410168,478.0259247515335,466.13512375537846,467.78662109375,56155106,63,95,96,33,92,80
352,2018-05-25,468.5299201748159,469.2730639039946,454.98761880195167,458.3731689453125,52379605,85,99,99,53,94,72
353,2018-05-29,452.17989239787687,462.0888751420205,447.1428463294809,461.7586059570313,56020813,75,94,98,16,92,99
354,2018-05-30,462.08887774208864,473.5668029785157,462.08887774208864,473.5668029785156,42119394,82,94,92,33,90,78
355,2018-05-31,473.5668506282342,476.20925638735486,470.8418901640183,475.8789367675781,75523654,74,88,95,51,93,87
356,2018-06-01,476.29184426162567,479.9251587334044,474.9706664899069,476.2092895507813,34707322,85,85,100,62,93,80
357,2018-06-04,477.9433958566525,478.6039848173974,475.9616289744176,478.0260009765625,46152839,83,87,96,40,94,99
358,2018-06-05,475.7964423264747,481.90695286871454,470.0162010461454,476.45703125,49637814,79,84,95,80,95,95
359,2018-06-06,478.356247991162,480.5032250132822,472.8237212029932,476.3744812011719,40957038,77,90,92,100,92,92
360,2018-06-07,480.5031648059593,486.86138916015625,474.80547889928846,486.86138916015625,49018704,71,87,89,20,93,81
361,2018-06-08,483.88873974527286,488.0174832584578,479.75999623208793,482.0720825195313,39569180,60,89,89,0,90,77
362,2018-06-11,484.631950730255,487.191751638304,481.74183016968885,484.3841857910156,37748326,86,89,92,19,93,83
363,2018-06-12,485.9530424943955,486.365916787084,477.695556640625,477.695556640625,44792431,78,95,88,91,93,85
364,2018-06-13,475.0531083503056,479.01669112360105,471.9152740881003,473.401611328125,39364631,78,87,89,55,94,87
365,2018-06-14,471.17209566577344,484.3015175810439,469.7683634707986,483.4757690429688,59081596,81,89,85,59,92,81
366,2018-06-15,481.2462576148553,483.0629145529418,466.5479431152343,466.5479431152344,86838145,75,90,86,21,92,70
367,2018-06-18,465.88747634275256,473.6494847113485,461.923892239671,472.16314697265625,31181171,84,89,83,20,91,85
368,2018-06-19,468.2820050618547,472.1630335134073,466.7131129812316,471.2547302246094,40681357,68,87,83,39,89,70
369,2018-06-20,474.64030686164136,477.28271258217416,464.6487685055266,466.0525512695313,38623201,100,93,85,40,93,81
370,2018-06-21,467.4562992042028,468.2820478693929,460.9329149890208,462.0063781738281,34319248,74,91,84,99,90,78
371,2018-06-22,462.9972450739804,479.3470570965598,458.868502118799,476.1266174316406,45735821,91,95,82,21,93,68
372,2018-06-25,472.32824685115577,472.8236759012595,459.1162679182563,459.9420166015625,33395773,90,90,87,39,91,77
373,2018-06-26,462.1714962577624,468.9426447808997,460.0245196822976,465.2267761230469,45234687,83,89,84,39,88,89
374,2018-06-27,469.8509879509283,483.3106810407604,468.52981025365216,480.83343505859375,42139998,74,85,82,0,93,76
375,2018-06-28,479.59481338438434,482.56753881096586,475.9615495070496,480.9985961914063,32802922,75,90,85,40,92,100
376,2018-06-29,483.0630137077386,483.14556842199534,476.2918639484758,477.5304870605469,37745377,76,100,88,21,98,93
377,2018-07-02,473.4016770171417,476.70467151982496,470.0161278117699,473.3191223144531,31472679,79,81,98,49,87,82
378,2018-07-03,476.78730680191546,485.7879371516319,474.3926154760123,480.0903015136719,43902388,82,85,99,16,88,81
379,2018-07-04,480.5031466541876,481.7417695958296,476.2917984127869,478.9342041015625,22333424,81,88,98,34,86,78
380,2018-07-05,479.0167792403519,486.2834077944188,478.1910305773624,480.9985961914063,26182815,92,84,100,51,88,91
381,2018-07-06,480.33801684513554,480.9160510006052,471.5850506044372,478.1910400390625,28887565,76,87,94,0,87,88
382,2018-07-09,480.8334844982036,483.9713196516424,472.82371158568856,482.7326965332031,35186880,85,84,98,49,93,88
383,2018-07-10,484.6319431203644,490.0818645034026,482.7326807477673,486.7788696289063,32253320,83,86,94,47,91,88
384,2018-07-11,482.5674959835074,482.5674959835074,470.4289816349044,471.2547302246094,48176864,64,84,95,31,91,88
385,2018-07-12,470.6767868164068,473.8146219819087,468.3647003997056,471.8328552246094,36722314,84,84,96,17,90,94
386,2018-07-13,471.6677220217993,474.1449684080485,467.86924732305965,471.33740234375,30987797,76,86,97,18,93,78
387,2018-07-16,471.7501480695412,472.41073684575446,458.63891993281953,460.3548278808594,32106826,91,85,99,51,93,91
388,2018-07-17,462.1714763084419,463.9055281140464,457.3821447694321,462.5843505859375,42574302,96,88,95,34,95,81
389,2018-07-18,464.7312688084881,468.6948517254661,460.850240585736,464.23583984375,30553725,84,90,94,68,96,100
390,2018-07-19,466.46546423319467,471.9979402442731,463.0798642983826,470.5942077636719,31067188,94,86,100,34,93,79
391,2018-07-20,467.45626566519337,471.4198992934822,464.8139104459278,468.4471740722656,29760504,64,94,91,18,93,92
392,2018-07-23,466.6305554267048,470.5115842736893,464.896503371522,468.116943359375,17220403,74,86,98,67,96,90
393,2018-07-24,465.7222084821788,471.750163157417,462.7495336942981,469.1077575683594,27193125,94,88,98,0,92,89
394,2018-07-25,469.9335495049575,470.67674347031664,462.9972908936355,467.3737487792969,23645784,94,90,97,0,91,97
395,2018-07-26,469.1077455122641,469.768384692321,461.5108989385428,466.1350708007813,24300571,91,92,93,34,89,97
396,2018-07-27,464.8964651466441,470.6767053882543,454.9049271745961,468.4471740722656,35955255,91,93,91,52,90,88
397,2018-07-30,465.30940952182976,471.9153993641983,464.4011060783852,466.9609069824219,33297688,100,93,96,100,90,84
398,2018-07-31,462.6668806839512,474.7228391856831,462.6668806839512,473.401611328125,37588413,90,100,93,33,91,86
399,2018-08-01,476.622157778296,476.622157778296,463.90560769021977,465.0616760253906,42795079,35,96,92,29,93,93
400,2018-08-02,463.2449551898592,464.81389765786633,455.23518385262696,459.2813720703125,37225192,32,90,100,41,96,95
401,2018-08-03,462.25408866220255,464.48362011871205,459.859447793854,462.8321228027344,26443493,34,96,98,30,96,71
402,2018-08-06,463.32749439331474,469.6032136557717,463.32749439331474,468.0342712402344,37294768,31,94,99,43,96,86
403,2018-08-07,470.0986962193695,478.43878782160346,469.93353640948106,475.8789367675781,30243533,36,92,89,28,93,99
404,2018-08-08,477.2827527902655,481.41149632651343,474.2274724935017,476.2092895507813,29589392,35,97,94,14,94,90
405,2018-08-09,477.90851852304274,478.91324183827845,472.5500793457031,472.5500793457031,30530058,35,93,87,42,93,83
406,2018-08-10,470.54065556148834,470.54065556148834,465.0984593672719,465.51708984375,40006428,39,97,89,44,92,81
407,2018-08-13,466.9404129256951,469.703363667978,465.5170591789585,467.4427490234375,36059856,37,92,95,57,94,100
408,2018-08-14,468.4474445031263,469.4521677412967,464.9309387207032,464.9309387207031,36388562,35,90,89,42,93,86
409,2018-08-15,465.34969079685527,466.186951863817,453.7954982932554,456.3072814941406,40941196,38,92,87,29,94,83
410,2018-08-16,459.5725998061196,460.6610289246437,456.2235556861329,459.3213806152344,34292445,46,94,87,0,91,99
411,2018-08-17,458.8190444381795,462.41925664669367,456.8095975252443,459.3213806152344,22117907,42,100,88,44,92,87
412,2018-08-20,460.5772399554385,465.0984696422272,459.9911981573046,462.0843505859375,24527118,46,90,90,15,93,76
413,2018-08-21,462.16808525093575,464.3449434724066,458.9865035801871,461.8331604003906,24365138,54,96,87,29,94,95
414,2018-08-22,458.6515453396825,465.34963304410246,458.2329148581563,464.3449096679688,31904565,65,93,87,30,97,83
415,2018-08-23,464.1774912316502,468.36379598264864,463.67510400011867,466.7729797363281,34587123,100,94,90,15,93,92
416,2018-08-24,466.7729311686516,472.8849252486864,466.7729311686516,471.9639587402344,26297901,100,95,88,15,90,64
417,2018-08-28,474.0571558428039,475.0618791942296,468.2800348988709,468.6149597167969,35278874,46,96,91,14,92,82
418,2018-08-29,468.0288783463412,469.7034002724461,462.335514018055,464.3449096679688,24884200,43,92,93,14,91,85
419,2018-08-30,463.0053165843652,467.2753270920316,461.2470889876447,465.9357299804688,29010278,44,99,87,100,93,84
420,2018-08-31,465.2659536006325,465.5171216832276,458.2329406738281,458.2329406738281,36054447,38,98,90,59,92,75
421,2018-09-03,460.1585995759219,465.51709011895184,460.1585995759219,463.5914001464844,21153978,78,88,85,87,99,77
422,2018-09-04,464.84732095354,465.7682876195974,462.921630859375,462.921630859375,35306386,79,89,81,33,99,77
423,2018-09-05,465.098471590497,465.60080773453154,455.21880230643535,457.3956604003906,29780888,73,90,80,33,94,82
424,2018-09-06,458.6515736429253,461.2471134499702,452.62328411647286,453.1256713867188,51518544,100,90,82,49,96,78
425,2018-09-07,454.0466304019533,454.1303871634263,444.5855913157061,449.52545166015625,39576286,78,91,79,70,99,87
426,2018-09-10,451.45114419360266,452.8744981228171,448.10210017303046,450.8650512695313,24249950,66,89,82,65,99,74
427,2018-09-11,453.54434145691886,455.4700317382813,447.2648832987624,455.4700317382813,29038597,76,96,84,82,98,83
428,2018-09-12,456.3909541278539,464.1775223689204,456.2235428084662,462.921630859375,39910151,74,92,83,0,99,100
429,2018-09-13,461.5820012069994,464.1775410928389,458.40041947495087,459.65631103515625,29324419,64,90,86,33,93,79
430,2018-09-14,460.74470393451713,461.91688973947305,458.8190139141077,460.8284606933594,23354882,73,91,100,69,95,85
431,2018-09-17,460.7446874018949,462.2517468810796,457.8142740970097,459.4050903320313,22864263,87,98,85,50,95,98
432,2018-09-18,458.6515499762175,462.0843506208473,455.9723046468941,460.5772399902344,35170146,88,90,82,49,96,88
433,2018-09-19,461.5820225865295,464.5961931320476,458.3585878736429,463.3403015136719,26153914,69,99,83,17,98,94
434,2018-09-20,464.3448030196808,466.4379549465678,461.66560943513895,465.0983581542969,40851376,66,83,83,49,96,83
435,2018-09-21,467.35904303607015,477.9085098998178,466.6054877876526,474.7269287109375,93253985,81,69,79,51,96,85
436,2018-09-24,476.40145166467215,481.1738490107812,476.1502836153716,477.3224182128906,25875827,89,73,85,100,99,86
437,2018-09-25,478.6620643462831,491.8070706307293,478.5783075952938,491.2209777832031,43568199,74,76,81,33,99,83
438,2018-09-26,490.29996289417096,490.9698124964541,486.8672136430448,490.6348876953125,31642859,89,72,81,50,99,83
439,2018-09-27,493.48153968861584,498.25388540279033,492.6442788822913,496.746826171875,38718752,63,81,81,67,95,84
440,2018-09-28,494.8211808671715,499.76104050796937,490.55117081331815,493.3978271484375,49947186,79,74,79,51,92,70
441,2018-10-01,494.82123578507793,500.0959697024175,491.0535614009276,498.4214477539063,41217487,71,82,94,69,94,100
442,2018-10-02,498.337819383475,502.5241249039976,497.5005582793705,499.8448791503906,30040007,77,80,92,51,96,35
443,2018-10-03,504.0311077160725,504.0311077160725,497.7516503940285,500.5983581542969,36800876,74,78,91,34,90,29
444,2018-10-04,501.1006899533356,505.03582672816,498.50520139034177,500.9332275390625,41224771,90,77,95,35,97,36
445,2018-10-05,498.7563467846048,499.677313367704,491.7233345237234,492.7280578613281,27611597,72,78,92,36,95,30
446,2018-10-08,489.3789685820303,490.0487670439657,482.01108329604654,482.76458740234375,28936664,76,79,100,0,96,31
447,2018-10-09,485.611369869252,489.1278762163624,481.8436954478526,484.7741088867188,29010025,82,89,96,67,94,31
448,2018-10-10,486.5323137741423,489.2953157692747,474.392030094709,476.5689392089844,39624657,80,82,95,35,94,32
449,2018-10-11,468.9498367583776,472.46634296213176,461.247076914972,464.177490234375,50493111,72,81,95,71,91,30
450,2018-10-12,469.8708038043838,470.28943423345,465.935667550692,467.1915588378906,37029974,71,78,95,19,94,28
451,2018-10-15,468.94981128141,472.4663172941205,464.84726351853953,468.36376953125,26180580,72,80,100,18,100,31
452,2018-10-16,466.94040313280686,469.36842902410666,460.3260217379362,468.9497985839844,28181763,66,78,95,70,98,29
453,2018-10-17,474.1408362058686,474.894391454832,463.8425373833508,467.4427490234375,31002931,77,80,95,18,94,33
454,2018-10-18,465.8520468301446,469.117334110711,460.2423878375531,464.26123046875,22864554,70,80,94,0,93,30
455,2018-10-19,465.5170883110285,473.80599215894665,464.09373447521847,466.7729797363281,29346253,78,84,92,37,93,28
456,2018-10-22,468.69870979204586,469.1173403029538,460.7447300847952,461.1633605957031,30048435,84,80,99,35,99,29
457,2018-10-23,454.8001608165879,457.814279812587,444.50186129417887,446.4275512695313,52236921,98,85,97,0,95,29
458,2018-10-24,448.2695746884698,455.8049239380547,444.8367738133554,446.1764221191406,40777528,100,87,93,17,93,30
459,2018-10-25,440.3992918782096,448.85560765013753,438.30613935027134,448.353271484375,35053272,89,90,92,0,90,34
460,2018-10-26,447.0973922812078,447.0973922812078,430.85450777611584,442.1575317382813,50956199,82,100,93,37,95,28
461,2018-10-29,443.0785758304696,451.8698172116204,442.9948190606611,448.1021423339844,39294966,67,97,97,100,93,30
462,2018-10-30,463.0052967560597,469.5359218243728,451.2836436736278,457.14447021484375,61733683,82,93,96,34,95,33
463,2018-10-31,464.1774834806725,477.99228892828353,463.0890033817063,474.9781188964844,73320273,81,88,91,71,87,34
464,2018-11-01,469.201147545559,470.5407448836421,449.5255114160829,453.37689208984375,59792870,69,93,87,26,89,80
465,2018-11-02,457.9817776921706,460.6610231751922,446.3438290795255,446.5112915039063,48953473,78,96,87,93,94,86
466,2018-11-05,447.34852505956246,455.7211347410154,440.9016053843728,453.879150390625,37138208,75,89,89,35,93,87
467,2018-11-06,454.8838559055367,456.1397473084246,450.4463831691364,451.7859802246094,32098593,66,83,83,87,88,84
468,2018-11-07,453.7955011605426,463.00537295531376,449.692901465564,455.72119140625,36201164,80,82,85,12,85,90
469,2018-11-08,460.84120039101725,460.926210528553,448.0943477974962,449.53900146484375,34877269,92,91,88,25,91,88
470,2018-11-09,444.4402462469614,446.0548682707877,439.0015685670904,445.205078125,39685515,84,97,83,39,88,70
471,2018-11-12,454.5528155064301,457.86696628852377,448.7742004394531,448.7742004394531,44727109,82,94,90,37,96,77
472,2018-11-13,446.1398354059533,447.66944732535865,430.0788065180465,436.36724853515625,98793001,78,99,89,25,99,93
473,2018-11-14,429.2290456582268,440.1913343184455,426.4247223698196,435.1775512695313,54248455,75,100,91,100,97,92
474,2018-11-15,436.1973106059541,447.924405296858,436.1973106059541,447.8394470214844,43656133,69,99,90,63,92,94
475,2018-11-16,450.7287472691113,454.5528032068003,444.6102473953932,446.0549011230469,37761095,75,90,90,13,96,79
476,2018-11-19,448.00945058634727,448.3493355815852,443.93046757391016,444.1853942871094,26010023,77,92,92,62,93,93
477,2018-11-20,444.3553096548024,447.4145335820369,437.21705133515286,441.0411071777344,47781156,100,90,87,12,95,79
478,2018-11-21,441.12607557715495,451.7484531615314,440.2762853704048,450.9836730957031,40949882,91,89,91,25,100,67
479,2018-11-22,453.7879887184907,453.7879887184907,444.5252543442587,446.3098449707031,25191614,79,92,85,51,88,69
480,2018-11-23,445.5449722769301,448.8591746608695,430.8436128241942,435.6024169921875,59239662,80,86,83,38,92,71
481,2018-11-26,443.5904770034808,447.2445644291362,440.871138035408,445.9698791503906,35236932,68,89,100,24,95,100
482,2018-11-27,444.1003292245493,447.92438505093895,441.1260635818019,445.54498291015625,36826523,77,87,96,12,92,100
483,2018-11-28,448.2642753613559,450.13382394480806,442.0608180378263,444.9500732421875,36338623,68,86,93,37,95,88
484,2018-11-29,443.335591088878,448.8592278047117,439.68150332720415,443.6754760742188,40488477,73,90,91,62,90,90
485,2018-11-30,444.9500928724614,446.309788205446,440.1912888746995,441.890869140625,59350000,75,86,91,25,93,69
486,2018-12-03,462.0309032661231,462.8806933946733,449.7089464021462,452.0883483886719,69912022,67,90,100,45,95,92
487,2018-12-04,454.12787714667854,457.01713253795975,450.3887797378739,456.3373107910156,41481764,85,91,100,45,94,88
488,2018-12-05,453.5330518826496,453.61801015802325,446.6497199637798,447.8394470214844,27734262,95,88,100,30,91,86
