,Date,Open,High,Low,Close,Volume,homes,site,property,building,Barratt Developments,developments
245,2017-12-19,553.9886077786379,560.0478581762167,553.1230005789837,559.1822509765625,2605700,78,89,77,87,51,76
246,2017-12-20,560.0478167259489,560.0478167259489,549.6605310988833,556.5853881835938,2959680,80,85,80,88,52,58
247,2017-12-21,554.8541195117796,556.1525300878602,549.2276736820969,555.7197265625,3645898,74,85,78,80,0,64
248,2017-12-22,555.7198353643004,558.7494606349779,553.1230137037195,557.4510498046875,1221680,72,76,67,73,0,50
249,2017-12-27,559.182282033652,563.0775146484375,552.6902276756762,563.0775146484375,2421262,100,85,92,73,0,35
250,2017-12-28,565.2414232664321,565.6742268064523,559.1821737061488,561.34619140625,2296199,97,82,100,76,54,57
251,2017-12-29,559.1821801852075,564.3758227256274,556.5853589149975,560.4805908203125,1305864,93,80,84,71,55,45
252,2018-01-02,566.6263937868677,567.8382648753804,557.7972435197165,565.5877075195312,3135876,87,92,86,81,0,67
253,2018-01-03,568.0114084566397,568.0114084566397,563.8565048051008,565.241455078125,3210218,87,97,89,81,51,55
254,2018-01-04,569.7425926941977,569.7425926941977,562.8177360290174,564.5489501953125,3558240,86,94,86,87,51,79
255,2018-01-05,564.5489229706492,572.6855974603769,563.8564479040176,569.3963012695312,2918939,85,97,85,80,0,63
256,2018-01-08,570.0887378773388,570.0887378773388,559.0089790613034,560.3939819335938,2971947,88,96,88,88,0,74
257,2018-01-09,562.1253449351998,568.3576745992748,556.5854376421647,556.9317016601562,3228656,82,98,89,92,0,92
258,2018-01-10,555.7198039830299,555.7198039830299,543.2550395831332,548.9680786132812,6567457,84,99,94,92,0,89
259,2018-01-11,541.8700538771272,544.2937432321293,529.059079144289,534.07958984375,8340693,81,96,87,89,100,81
260,2018-01-12,535.4645387334912,543.0819235905158,535.2914595769395,537.7151489257812,4856410,82,93,82,83,0,69
261,2018-01-15,538.92696349475,541.0044416838018,533.2139777235551,533.5602416992188,2640701,89,94,84,91,50,82
262,2018-01-16,535.4645830771349,537.5420614524511,530.9634679847327,535.29150390625,4083176,85,98,90,100,0,89
263,2018-01-17,534.9452181936816,535.2914821863409,526.1160147055448,527.8472290039062,9912565,81,92,89,90,98,96
264,2018-01-18,529.7516412781657,532.0021990133513,525.2504729753205,530.6172485351562,6503533,82,95,89,99,0,66
265,2018-01-19,529.4052671980991,538.2344699506235,529.4052671980991,532.521484375,4984225,81,92,84,81,0,78
266,2018-01-22,532.3484570163419,533.3871962794539,520.0568235398763,522.3074340820312,5875018,87,97,92,97,0,91
267,2018-01-23,523.8653615282185,527.8471325539001,521.7878836168014,524.3847045898438,3005021,81,97,93,90,0,80
268,2018-01-24,523.865457250662,532.0021327534802,521.7879789596412,527.8472290039062,4722282,85,94,92,94,0,90
269,2018-01-25,525.0773409574276,532.3484630491372,523.3461264434467,530.6172485351562,6359691,80,98,89,90,50,70
270,2018-01-26,533.0408688886804,540.6582011919588,529.5784403115114,535.1183471679688,4822914,81,93,80,86,0,61
271,2018-01-29,535.2914559126069,539.9657025892759,533.2139777235551,533.5602416992188,3914887,90,100,97,93,49,73
272,2018-01-30,529.7515732959807,531.3096555921226,519.191155549404,520.0567626953125,4610037,87,98,100,95,49,100
273,2018-01-31,518.4987135370487,520.5761919529901,504.3027343038808,506.5533447265625,7770577,81,97,94,92,0,86
274,2018-02-01,509.15018379525856,512.0932166809124,505.1683588335303,506.0339660644531,8177126,84,99,98,97,32,92
275,2018-02-02,504.8221221620482,505.68772934928336,497.0316574769316,497.37786865234375,8210127,83,94,93,89,33,77
276,2018-02-05,492.0110959244114,493.3960461490369,486.1249253885916,490.7992248535156,5850543,87,97,96,95,32,85
277,2018-02-06,477.1226687678839,491.4917262382044,472.2752370576491,487.3368225097656,10571952,87,98,97,99,32,87
278,2018-02-07,495.6465956559489,499.1090239953756,488.7217389770954,495.3003845214844,9361354,91,100,94,99,32,76
279,2018-02-08,492.70363015604,496.3391909724922,474.35274689928167,474.52587890625,7048486,83,96,94,100,64,73
280,2018-02-09,472.44833701131495,482.4894109092222,471.5827299252435,479.54632568359375,5479533,84,93,88,91,100,80
281,2018-02-12,484.7399555413099,485.0862194996815,475.218277843177,478.3344421386719,3073899,92,88,97,99,32,80
282,2018-02-13,477.9883242061129,482.6625715606929,476.4302417545862,476.9495849609375,3418187,88,90,100,100,65,100
283,2018-02-14,480.4119781218264,483.1819316252387,467.60100260507136,474.1795959472656,4191504,78,95,86,94,33,74
284,2018-02-15,477.6419873161833,481.9700228171136,473.1408198287227,475.045166015625,2590975,83,94,93,95,0,72
285,2018-02-16,478.1613637117768,480.2387889677466,473.1408004701424,477.6419677734375,3477503,85,91,86,86,0,74
286,2018-02-19,479.37318075105895,485.951826126978,473.14079933320073,481.2775268554688,4274108,96,97,95,92,64,90
287,2018-02-20,483.70126271455865,490.10677672922026,482.1431804179421,486.6443481445313,5157282,89,99,100,99,64,97
288,2018-02-21,498.5896770343241,499.4552841125087,480.0656644281885,491.1454772949219,9746187,90,95,95,94,95,92
289,2018-02-22,488.72172763599735,491.8379447686458,474.352671493805,477.6419677734375,8890086,89,97,98,100,32,73
290,2018-02-23,478.853871700965,480.2388219667768,472.102146698317,475.5645751953125,4091610,86,97,88,87,0,63
291,2018-02-26,476.6032846647654,480.5851093295021,474.3527271652172,477.1226806640625,3520933,92,98,97,97,63,94
292,2018-02-27,484.7400080548586,492.0111293086687,472.79463985142894,474.3527221679688,8712221,85,96,98,100,0,98
293,2018-02-28,468.6397035078445,474.179557229864,463.7922720645549,466.5622253417969,7025362,86,99,95,93,0,73
294,2018-03-01,464.6579452334377,469.5053773660051,455.8287410209685,457.9062194824219,7172497,85,95,90,88,0,73
295,2018-03-02,456.0018418802204,465.350388653181,456.0018418802204,460.8492736816406,4716557,84,90,85,82,98,63
296,2018-03-05,461.195469528058,472.9677582269484,459.4642552634388,466.9085083007813,5142444,86,95,93,93,46,87
297,2018-03-06,469.6783542708746,469.851486243708,461.5416798723113,463.0997619628906,5583825,86,96,95,93,0,100
298,2018-03-07,462.5805218953004,469.5053796911434,462.06112586112886,462.7536010742188,4958263,85,98,94,94,47,92
299,2018-03-08,462.06111740005167,470.5440574781287,461.5417742078623,469.50537109375,3862557,88,97,92,93,0,73
300,2018-03-09,470.0246309019475,476.25701226492976,466.0428595816192,474.87200927734375,5441066,85,93,92,87,50,70
301,2018-03-12,475.91076734158224,477.9882454898086,470.8902567879098,475.2182922363281,6168656,90,95,100,93,94,95
302,2018-03-13,474.5258145916482,475.3914216766996,465.0041366560833,467.4278259277344,4593906,88,97,98,94,0,93
303,2018-03-14,466.3891362294157,468.8128257576296,461.5417571729879,465.5235290527344,4347890,81,98,91,95,0,92
304,2018-03-15,466.3891320489013,466.3891320489013,460.6761458670009,464.3117065429688,4774575,83,96,94,95,48,90
305,2018-03-16,459.637410717852,461.8879682437464,455.48250683717873,456.3481140136719,7174967,81,91,83,83,49,81
306,2018-03-19,457.7330643630732,460.503017894345,453.92442448598496,456.3481140136719,3902954,93,94,96,96,48,91
307,2018-03-20,459.6374558646249,465.00423145251466,458.7718486031096,462.4074096679688,4584145,88,95,96,100,47,85
308,2018-03-21,463.7922610845904,466.9084782598874,459.983621646956,463.9653930664063,6813978,88,100,94,95,48,84
309,2018-03-22,459.6374073068172,468.4666110080182,445.9608245862155,449.9425964355469,5271263,88,96,95,92,0,91
310,2018-03-23,447.17263487287215,456.8674455695741,444.056470249721,454.4437561035156,3368621,83,92,90,89,100,87
311,2018-03-26,455.48250683717873,464.1385786021101,454.7900316624781,456.3481140136719,4473824,89,100,97,96,0,97
312,2018-03-27,461.7148427911441,464.8310071811607,457.7330184789407,460.1567077636719,2572696,94,95,99,98,0,93
313,2018-03-28,457.3868507741452,460.8492794618148,452.1932077426407,460.6761474609375,3466448,87,97,95,95,0,86
314,2018-03-29,459.6374156882899,464.1385836212229,457.2137261343936,459.1180725097656,3784194,84,91,93,93,0,82
315,2018-04-03,456.3480842604116,461.3685949902476,452.1931806506324,455.6556091308594,4167890,90,94,97,94,43,72
316,2018-04-04,453.75128673818006,459.2911408981014,452.7125475730484,456.521240234375,3350123,89,89,92,91,86,72
317,2018-04-05,460.5030035131118,470.8902893066406,459.1180532069617,470.8902893066406,6639944,86,89,93,91,88,93
318,2018-04-06,469.8515772412613,480.9313388264608,469.1591020482746,475.9108276367188,4508463,83,87,95,88,0,67
319,2018-04-09,478.5076017560475,479.8926048370681,471.5827448483407,473.4870910644531,4323418,93,96,95,95,0,94
320,2018-04-10,478.5076293945312,482.3163220467453,476.60328306842416,478.5076293945313,3546967,88,93,97,93,86,86
321,2018-04-11,476.9495849609376,483.1819675995169,472.9678128256502,476.9495849609375,3162935,83,91,92,90,0,62
322,2018-04-12,477.4688620501213,480.9312904996,475.0451727019793,476.43017578125,4478735,81,91,94,93,0,74
323,2018-04-13,479.2000487720285,483.35500493890896,476.4301484373914,481.2775268554688,5315971,82,88,84,89,45,82
324,2018-04-16,483.0087283798962,485.6055495002183,479.7194321939805,480.0656433105469,3993608,86,94,96,96,43,100
325,2018-04-17,479.5463229915557,487.1636547397303,476.776369765184,484.56683349609375,4723194,88,99,97,100,0,90
326,2018-04-18,485.6056403563413,486.64437956530895,476.2570931405744,483.7012939453125,6292929,85,100,88,96,44,77
327,2018-04-19,486.5144570393194,490.9101422179969,483.7012077933127,486.1627807617188,3951239,88,97,90,100,0,91
328,2018-04-20,488.44863047333314,497.06421837652056,488.44863047333314,491.9651794433594,4740454,84,89,83,84,92,67
329,2018-04-23,493.8992441904435,496.3608174989843,492.8442688701335,494.77838134765625,2098394,91,90,94,94,0,69
330,2018-04-24,495.6575484110387,496.7125237950021,485.28374006166575,486.6903381347656,3872347,85,92,90,94,0,83
331,2018-04-25,485.81117777894224,488.2728047770028,482.2946291054551,484.7562561035156,3359726,86,93,90,93,0,76
332,2018-04-26,491.0860241860488,493.547651301389,480.8880540103826,486.6903381347656,5231899,81,88,88,90,0,79
333,2018-04-27,488.4485439064306,494.954179811308,487.3936223290078,494.0750427246094,3285393,82,89,83,87,46,87
334,2018-04-30,495.83329395581313,497.0641072835493,489.85517277452414,490.5584716796875,5922811,91,88,100,95,0,89
335,2018-05-01,491.086016663016,497.76749155357805,491.086016663016,496.36083984375,2019536,95,93,98,100,0,80
336,2018-05-02,499.525724571184,500.4048616951536,487.5694274902343,487.5694274902344,3355991,91,99,99,96,95,95
337,2018-05-03,487.7453606314845,494.9542971835767,487.569522440793,493.5476989746094,5855737,90,100,92,92,48,100
338,2018-05-04,495.13013208250703,497.76754395049807,490.03114653604734,493.7234802246094,3310842,88,96,92,85,49,63
339,2018-05-08,496.5366239476668,497.4157610487279,490.38266424023897,492.49261474609375,2785343,91,97,97,93,47,98
340,2018-05-09,491.7893603769595,499.5257568359375,487.7452971505272,499.5257568359375,4048698,90,97,98,92,0,87
341,2018-05-10,503.7455671908068,505.3280032670817,486.8661238412407,490.9101867675781,4940033,89,98,93,98,0,91
342,2018-05-11,492.492658475176,494.4267710008969,487.0419972329714,493.3717956542969,7079788,84,91,90,86,49,74
343,2018-05-14,493.8992421393532,495.4816782841097,486.3386840820313,486.3386840820313,4623083,89,99,95,94,0,80
344,2018-05-15,486.8661599697734,500.2290558488855,486.8661599697734,499.5257568359375,6661767,86,98,96,90,0,81
345,2018-05-16,498.2949030488085,498.82241750959366,487.9210958859506,491.0859680175781,4202321,88,99,92,95,0,84
346,2018-05-17,492.3167377962121,492.6684140722302,486.5144548497775,492.1408996582031,2805720,88,95,92,92,0,66
347,2018-05-18,492.84424949240486,495.8333371727121,485.8111525112316,489.1519165039063,3284234,86,89,84,88,100,60
348,2018-05-21,490.0310778809042,497.9433123763444,488.9761025498573,497.2399597167969,3886176,93,97,97,94,48,68
349,2018-05-22,497.7674388240741,501.9872861899891,495.3058656654796,498.6465759277344,2895764,92,98,94,94,0,89
350,2018-05-23,497.94325005178393,500.0531467915203,494.95416259765625,494.95416259765625,3627178,85,99,92,89,48,89
351,2018-05-24,497.415778220916,497.59161637885273,487.7452697753906,487.7452697753906,4263015,83,96,92,90,0,74
352,2018-05-25,491.43770533928114,494.6025778638439,491.0860289884286,493.0201416015625,2988634,85,94,81,81,51,80
353,2018-05-29,490.0310706974839,491.0859923547922,480.5363465155205,482.470458984375,3077071,94,95,95,96,0,71
354,2018-05-30,483.8771586492432,484.7562958897699,480.1847715073749,481.5913696289063,3652432,94,97,100,91,47,81
355,2018-05-31,483.3495827178053,485.8111559469703,478.7780589160578,479.6571960449219,6481202,91,93,98,97,49,67
356,2018-06-01,487.9211728372836,497.2400062065398,487.3937119515821,491.7893981933594,6650633,82,92,88,91,0,76
357,2018-06-04,492.8442027035636,496.009128239588,491.43760490417486,492.3167419433594,2876687,92,100,96,100,34,100
358,2018-06-05,490.73437811678895,491.6135152851608,484.7562561035157,484.7562561035156,4143333,88,99,100,100,0,98
359,2018-06-06,489.6793967767351,500.5807189941406,484.9320346624482,500.5807189941406,5505061,84,97,100,98,0,83
360,2018-06-07,505.5037921231215,508.66866396702073,502.1630821416132,503.9213562011719,4993708,82,98,93,90,33,80
361,2018-06-08,501.6357031010676,515.1744384765625,498.6466685881514,515.1744384765625,5987835,82,96,86,84,0,83
362,2018-06-11,515.7018372205911,517.284327037137,507.086303773756,509.0204162597656,8059940,91,96,95,94,33,74
363,2018-06-12,510.602827044081,510.9545033543425,492.1409475790493,493.1959228515625,4203699,87,97,96,98,0,69
364,2018-06-13,493.5475981141268,498.4707444977093,490.91018676757807,490.9101867675781,5233043,88,98,96,100,0,69
365,2018-06-14,488.80022020441777,496.00915504700015,483.7012358332198,494.0750427246094,4757697,85,95,92,96,34,73
366,2018-06-15,494.4267967803082,496.3608557485959,488.6244589006114,488.9761352539063,5072265,80,96,87,83,0,63
367,2018-06-18,487.5694185193735,490.0310453478139,483.5254092868283,488.80023193359375,3267461,90,93,98,89,34,90
368,2018-06-19,483.5254067762872,485.2836809827464,474.5581975916911,480.3605346679688,4451699,87,96,92,94,0,79
369,2018-06-20,484.4045515663119,484.9320123733115,468.40424530197726,472.9757690429688,6395375,86,96,95,95,0,74
370,2018-06-21,474.5582103964352,474.7340485534797,453.9864338207476,455.2171936035156,7363380,84,92,93,91,0,76
371,2018-06-22,457.1513164247367,464.0085754394531,456.62385559986353,464.0085754394531,6559433,81,90,89,85,35,64
372,2018-06-25,460.8437062446259,463.129441378672,457.1513194710893,459.9645690917969,6389329,93,97,95,92,100,78
373,2018-06-26,462.42614238806345,463.129441378672,456.6238586427013,459.9645690917969,4236089,84,98,93,93,0,62
374,2018-06-27,459.61287035468257,461.3711445745997,456.0963219148483,458.3821105957031,3644544,82,91,94,91,0,70
375,2018-06-28,455.217188268788,459.08541304534856,449.94236556889865,450.8215026855469,4014476,82,96,93,91,34,64
376,2018-06-29,455.92046499657545,458.5578762179014,452.75559299429176,453.1072692871094,4394405,81,96,96,85,0,80
377,2018-07-02,450.1182161905,450.9973533314971,439.30484008789057,439.3048400878906,8390747,87,84,92,87,0,83
378,2018-07-03,442.3818420799333,445.7225526501928,436.0520436183346,436.84326171875,5318029,83,95,88,83,0,71
379,2018-07-04,434.9091842513624,438.1619757989631,432.1838535612754,433.3267211914063,3366958,80,96,80,78,34,80
380,2018-07-05,437.8103124241053,443.08513546535954,426.9090168380072,428.4035339355469,10132879,83,97,96,93,100,100
381,2018-07-06,430.86510891329664,431.92005736235046,423.3924433753381,424.6232299804688,8314957,85,85,84,80,33,70
382,2018-07-09,427.6122755731562,427.7001946480578,421.1945855423624,425.59027099609375,6303139,96,95,97,94,0,74
383,2018-07-10,426.8210727857507,427.5243717517866,421.54625005307406,424.6232299804688,7976253,83,90,92,92,62,88
384,2018-07-11,439.568603515625,440.9752284127027,425.2386777726709,439.568603515625,18181911,83,93,91,92,30,77
385,2018-07-12,439.56855325137866,450.9973356359145,437.3707104851218,448.3599243164063,8876716,85,92,92,91,67,92
386,2018-07-13,451.34904776259344,458.5579296814237,451.34904776259344,454.6897583007813,9289621,83,92,90,84,35,73
387,2018-07-16,455.2172317575746,460.38656278997536,452.9490427556168,454.769775390625,4862921,91,100,97,95,0,87
388,2018-07-17,456.4480335412848,462.0744792854216,456.4480335412848,456.9754943847656,4456903,88,99,96,99,0,96
389,2018-07-18,460.8436898463443,464.8876991421497,459.26125375921487,461.1953125,5045060,86,95,95,98,0,83
390,2018-07-19,461.3711983802877,469.45927146680185,460.492061167803,466.1185607910156,6029744,89,93,96,96,67,93
391,2018-07-20,465.76685402412096,468.22842732666055,463.8327415513135,468.0526428222656,7140651,85,94,89,89,69,70
392,2018-07-23,466.82185927083424,467.3493201343831,452.052364850418,454.1622619628906,4776797,95,97,97,100,0,86
393,2018-07-24,456.9754944102646,460.140420446151,454.8655973779488,458.90960693359375,3196601,87,99,97,97,0,77
394,2018-07-25,462.0744843301277,467.7009837939669,460.3162099549624,465.2394104003906,4420194,89,95,97,95,33,80
395,2018-07-26,466.8218383401669,467.8768136782403,462.95361331998936,464.8877258300781,3415708,81,94,92,90,33,88
396,2018-07-27,464.71185055631753,474.0307360305231,463.4810908087382,472.62408447265625,3680347,84,91,90,87,0,92
397,2018-07-30,472.97578008898176,473.5032409082999,465.4152221679688,465.4152221679688,3868030,93,95,99,96,65,94
398,2018-07-31,466.1185181454828,474.90988946600015,461.89867064328894,469.459228515625,4576593,91,96,100,97,0,83
399,2018-08-01,471.3933840659235,472.7999821425881,460.3162229936506,466.1185607910156,3554444,90,100,94,89,64,72
400,2018-08-02,464.184390067106,466.82180137430544,452.93144588804233,460.140380859375,5064448,86,90,91,89,0,75
401,2018-08-03,461.3711771420166,465.94270116815153,458.2063047860712,464.8877258300781,2368655,87,91,91,85,0,55
402,2018-08-06,465.0636122610365,472.6241712617034,464.711935892423,470.16259765625,2423169,99,93,96,92,32,58
403,2018-08-07,471.39335035789946,476.84401141719815,469.4592378970808,475.9648742675781,3360070,92,91,93,95,31,71
404,2018-08-08,477.19561388450495,480.8880004882812,468.4042427604047,480.8880004882813,2778736,88,95,94,86,0,69
405,2018-08-09,481.76711479734985,481.76711479734985,470.69000916860136,477.3714294433594,2644812,84,93,91,87,0,77
406,2018-08-10,476.3164928043131,476.8440072844773,472.7999442363104,475.7890319824219,2604752,84,94,89,83,0,87
407,2018-08-13,474.0307312011719,475.26149093621245,469.1075312862002,474.0307312011719,1852624,90,94,99,91,0,75
408,2018-08-14,475.08574116100783,477.7231526323126,470.6900553754999,474.2066040039063,2395929,85,94,95,92,0,86
409,2018-08-15,475.9649125677896,477.019834305603,459.7887662498011,464.36029052734375,11473038,85,94,94,90,0,79
410,2018-08-16,466.1185354231797,473.1516327402906,461.3711732708202,472.4483337402344,4017636,82,92,93,90,0,76
411,2018-08-17,471.0416434097348,473.3274320450992,461.1952972425013,472.09661865234375,2683939,82,93,84,87,0,85
412,2018-08-20,474.030727064707,476.1406238741952,467.8767674683951,473.8548889160156,2336195,95,95,94,94,0,100
413,2018-08-21,472.6241020973732,479.6571991741691,469.459229876124,477.54730224609375,4059935,88,94,94,95,33,76
414,2018-08-22,478.60227766010047,485.2836984214345,477.3714642080415,479.4814147949219,2834168,86,93,97,92,100,67
415,2018-08-23,480.7121573142984,482.6462696730576,475.4373346949207,480.3605346679688,3172197,83,95,92,88,0,77
416,2018-08-24,480.8880217207656,480.8880217207656,468.404263441698,476.3164978027344,5450448,81,92,89,84,34,69
417,2018-08-28,480.8880086071658,484.2287189590713,477.7231364123653,479.3055725097656,3767600,84,98,100,100,0,94
418,2018-08-29,478.95390838132215,481.59131983018216,471.7449730227835,475.9648742675781,5058372,80,96,98,96,0,85
419,2018-08-30,474.0307154693256,482.9979242505421,473.5032010361553,479.1296997070313,4885181,77,95,90,95,0,69
420,2018-08-31,480.360534284745,481.0638332351135,473.67906011056806,476.4923095703125,5860960,77,91,88,83,0,77
421,2018-09-03,473.5032223361614,480.3605346679688,471.7449481297022,480.3605346679688,4391401,100,95,83,79,27,84
422,2018-09-04,481.2396750238255,484.5803853070233,466.4701286631265,470.8658142089844,9065693,92,99,96,97,25,86
423,2018-09-05,469.4592259528822,479.3055725097656,465.7668392867669,479.3055725097656,14090873,91,97,100,100,51,92
424,2018-09-06,477.5473125464135,495.1300556176491,468.93177917316274,486.3386840820313,10402512,92,95,100,94,0,83
425,2018-09-07,489.15193785022257,489.67939868352,477.7231547570704,486.5145263671875,7418405,88,89,88,89,0,84
426,2018-09-10,488.0969503312784,493.723395826224,485.9869997342534,489.855224609375,5150179,91,95,92,91,100,100
427,2018-09-11,490.0311279296874,494.4268142094361,484.9320889185553,490.0311279296875,8474687,88,100,97,99,0,83
428,2018-09-12,490.5584888834928,494.07503719090136,487.7452395059122,489.6793518066406,4419870,85,100,97,97,0,69
429,2018-09-13,490.3826935251061,490.3826935251061,481.0638611606606,486.3386840820313,4051346,81,96,93,91,0,61
430,2018-09-14,483.34957929947535,489.1519165039062,479.481408154793,489.1519165039063,3462716,85,96,87,89,53,80
431,2018-09-17,488.09694634556905,493.19593097875736,484.7562359761196,491.6134948730469,5739064,91,99,98,95,0,96
432,2018-09-18,491.9652056459487,493.7234802246094,488.4486564886273,493.7234802246094,3138686,91,96,96,96,75,90
433,2018-09-19,492.140945014645,503.9214037894941,492.140945014645,501.108154296875,4894309,86,96,99,94,0,84
434,2018-09-20,500.0531202343484,507.78951518571375,494.4266755689303,507.2620544433594,8093690,81,94,88,89,50,87
435,2018-09-21,507.9653705091915,508.844507548376,490.7343060044805,492.3167419433594,11195323,85,92,86,82,52,62
436,2018-09-24,491.613446866566,494.2508580046288,486.6902472138885,490.5584716796875,3595698,90,96,93,96,51,84
437,2018-09-25,492.4926412306676,496.7124888110359,489.8552297856532,494.25091552734375,3002215,82,96,95,96,25,71
438,2018-09-26,493.89921391661056,496.7124633789063,489.5035283999831,496.7124633789063,4736714,88,95,96,96,25,96
439,2018-09-27,496.0091697742803,501.2839924510895,492.8442439732321,501.108154296875,4391762,82,99,96,92,0,89
440,2018-09-28,500.40481535026,500.40481535026,493.371719009872,498.470703125,4646333,79,92,84,79,26,66
441,2018-10-01,499.8773382118736,500.0531763651511,488.2727713113491,490.7343444824219,5502416,93,93,95,94,71,74
442,2018-10-02,491.437604572494,492.31674161108526,484.9319690236124,490.3826293945313,3918984,89,94,100,96,23,73
443,2018-10-03,491.26187057548873,494.4267967803082,487.0420226273406,488.9761352539063,5518285,89,93,99,98,0,61
444,2018-10-04,487.74533561112753,490.2069091796876,483.52548754241326,490.2069091796875,4683314,93,100,99,93,72,92
445,2018-10-05,490.5585153197917,491.789328757021,486.5145060116469,489.5035400390625,5369779,86,92,91,91,25,79
446,2018-10-08,490.3826976806746,491.08599667782914,486.5145263671874,486.5145263671875,6197782,95,95,96,96,0,97
447,2018-10-09,489.1518905242254,489.1518905242254,480.8879805469484,485.8111267089844,5805775,86,89,99,98,0,93
448,2018-10-10,486.1628722888854,491.61353366826415,481.59134811075234,488.0969848632813,9493961,93,94,96,98,24,77
449,2018-10-11,462.7801483086767,465.8653714510159,442.6355895996093,442.6355895996094,12075391,87,91,96,95,0,82
450,2018-10-12,447.5356358538501,473.8505854048117,444.7226529496541,466.2283020019531,11952707,86,85,92,89,0,81
451,2018-10-15,462.96164307768265,467.4987033677736,457.1541837527516,458.6060485839844,6394026,93,93,100,98,0,83
452,2018-10-16,459.8763821634431,467.3171715049892,454.4319102624141,466.4097595214844,6956942,93,98,99,100,48,100
453,2018-10-17,467.86160590532506,468.9505113841308,456.2467433608082,462.7801208496094,6877592,87,96,96,94,0,88
454,2018-10-18,464.95797790562096,470.9468755567737,462.9616602272238,466.59130859375,4618703,84,90,91,94,24,90
455,2018-10-19,469.4950183323992,469.4950183323992,444.6319059288838,446.0837707519531,6173379,87,87,85,88,0,70
456,2018-10-22,446.8097077530705,456.0653221515132,445.630083112415,450.620849609375,5598113,91,91,97,96,24,80
457,2018-10-23,446.0837867644144,454.6134548295999,444.7226686361821,451.52825927734375,5676123,86,96,99,95,24,89
458,2018-10-24,456.0653149896052,456.6097677736729,446.265247952442,450.3486022949219,3575072,82,94,91,96,47,96
459,2018-10-25,446.7189419959727,451.2560022546847,444.8133988409282,451.165283203125,4807690,84,95,94,95,0,80
460,2018-10-26,446.9911943038901,450.439349116869,440.8207755701133,443.6337585449219,4199557,81,92,83,83,100,84
461,2018-10-29,447.0819172662967,457.3356621057496,444.8133871963277,452.7078552246094,3744317,89,90,93,89,23,84
462,2018-10-30,451.8004575524071,464.4134796038051,446.62822544374256,463.68756103515625,4241736,86,91,94,90,47,91
463,2018-10-31,463.14307084246377,473.4875619160157,463.14307084246377,466.4097595214844,7605322,80,93,87,92,24,83
464,2018-11-01,465.32088254333695,490.9099131210958,463.1430991880425,480.7468872070313,7832648,91,96,100,97,93,88
465,2018-11-02,486.372856635552,495.0839901231713,479.6579853418198,489.0950927734375,5154322,91,86,87,92,47,93
466,2018-11-05,486.3728668252201,494.72106889977385,485.46545476024767,487.0987854003906,37428511,100,95,98,96,84,86
467,2018-11-06,486.009869062085,490.3654911845403,480.9283837646017,481.4728088378906,5469015,94,94,93,96,44,90
468,2018-11-07,486.37284029447113,493.2691494584656,480.92836820162256,483.6506042480469,4498919,88,86,93,91,0,93
469,2018-11-08,483.4692025663964,494.5396423339844,480.5654724887273,494.5396423339844,4508855,89,94,91,93,87,85
470,2018-11-09,489.6395060536041,500.8914373061237,485.6469263779616,493.6321411132813,3590375,89,88,86,86,0,62
471,2018-11-12,496.17287809679385,496.17287809679385,474.57648324395234,476.0283203125,5329852,100,89,88,92,0,100
472,2018-11-13,475.483901334174,495.26547241210943,468.5875920943915,495.2654724121094,6739472,95,94,97,96,87,90
473,2018-11-14,493.4506483612156,504.3395926665784,491.4543308284255,495.2654724121094,5883605,88,91,92,100,45,93
474,2018-11-15,496.5358892243553,501.2544430028572,451.5282456082499,458.6060485839844,13810784,85,88,93,95,89,97
475,2018-11-16,460.6023540692885,467.1357040999061,449.3504503843213,456.4282531738281,6523778,83,90,83,89,46,78
476,2018-11-19,450.6208045058557,456.9726885025778,442.1818562950008,446.35595703125,6701839,89,92,97,95,0,80
477,2018-11-20,444.63192280954667,444.63192280954667,431.2022349933313,439.7319030761719,4531775,81,96,88,91,0,86
478,2018-11-21,439.0966851993323,450.1671232796534,434.8318651820419,448.62451171875,5534312,77,93,79,80,45,98
479,2018-11-22,447.263391429868,462.4171836577608,440.0948418129676,456.2467651367188,11269952,65,96,68,69,45,61
480,2018-11-23,458.6060224207345,464.413453722336,453.8874966034406,461.8727111816406,5851684,70,100,65,71,0,72
481,2018-11-26,465.68385504691776,471.1283271120399,458.968984012987,460.9653015136719,3848396,83,94,90,92,42,79
482,2018-11-27,460.9653327710701,460.9653327710701,445.6300742861843,449.1689758300781,4862469,85,94,96,95,43,78
483,2018-11-28,451.2560157705401,452.7986273815131,432.9263083915499,436.4652099609375,4753114,86,96,92,91,87,83
484,2018-11-29,444.3596900876736,444.3596900876736,426.4836617012604,428.9336853027344,7013745,89,95,93,97,44,53
485,2018-11-30,427.6633117472632,427.6633117472632,412.0558402390418,419.4058837890625,8710021,87,96,87,85,44,83
486,2018-12-03,424.5780907671463,425.2132902761268,413.6891462156041,419.224365234375,4497102,82,97,94,100,48,100
487,2018-12-04,418.5891668400011,421.8558557525658,405.0687328575713,409.0613403320313,7126255,78,100,100,100,48,98
488,2018-12-05,404.0705799735938,438.28002577440776,402.618742828577,429.9318237304688,6812600,80,100,90,96,0,67
489,2018-12-06,431.02075070078376,431.1114974498616,417.50031584878417,420.1318054199219,6421928,77,97,93,97,0,89
490,2018-12-07,426.4836464610058,435.6485133382521,418.13544485772826,420.041015625,5650455,72,94,84,92,25,71
