,Date,Open,High,Low,Close,Volume,government,aircraft,Airbus,defence,BAE Systems,aerospace
244,2017-12-18,472.222673270461,473.0555174913966,468.8912963867188,468.8912963867188,7426637,83,79,79,84,33,77
245,2017-12-19,469.3076685100583,472.2226229728537,467.64198024560375,469.7240905761719,7237039,81,97,80,87,44,100
246,2017-12-20,468.8912711252437,474.7211803577068,465.5598944209791,473.8883361816406,8015558,79,100,86,89,48,78
247,2017-12-21,474.3047068787964,474.72112892171015,470.14048644965857,473.4718627929688,5241669,76,88,76,80,32,84
248,2017-12-22,472.639058878724,480.13465628825446,472.639058878724,473.0554809570313,2895470,55,84,87,77,26,77
249,2017-12-27,474.3047582696737,475.13760244573984,470.556959477376,473.8883361816406,4484299,52,76,67,81,21,49
250,2017-12-28,474.3047068787964,475.5539730075377,471.8061746213137,473.4718627929688,2830328,57,94,82,70,25,59
251,2017-12-29,474.3047415315585,479.7182284849477,473.0554753115456,477.2196960449219,2545981,50,90,90,73,36,63
252,2018-01-02,480.3845182599791,481.3839414537738,475.0543459476993,479.2185668945313,7053663,10,99,58,76,71,65
253,2018-01-03,480.7177021197933,481.217388327174,475.72063671487393,478.5522766113281,8787434,11,95,59,73,73,65
254,2018-01-04,478.8853342940168,479.5515993751768,476.71996007205513,478.052490234375,7725747,12,96,57,82,48,81
255,2018-01-05,476.0536828362806,477.2196849476207,472.05604119175536,476.3868408203125,13060759,11,79,72,78,46,68
256,2018-01-08,477.3862639396367,482.8830148467625,476.0536828362806,476.3868408203125,13716673,12,86,55,84,55,75
257,2018-01-09,476.3868494921589,478.0525377770965,474.72116120722126,476.8865356445313,8069239,13,91,63,87,66,95
258,2018-01-10,478.8854838155952,483.3828634749767,478.7189047851027,481.2174377441406,9259881,13,100,69,86,68,94
259,2018-01-11,482.38328499136384,490.711725509748,481.2172829856833,487.8800354003906,16460368,13,96,62,84,76,94
260,2018-01-12,490.045549497378,491.544658896587,486.71417268456855,491.044921875,13640304,12,87,65,85,69,82
261,2018-01-15,492.2108788814446,495.3756763963616,491.3780347547416,492.5440368652344,8155331,11,96,100,94,51,76
262,2018-01-16,493.04378726858926,496.7083222368048,491.3780987980873,493.7100524902344,11016503,15,90,78,88,100,81
263,2018-01-17,494.37624789588784,498.3739403267595,491.21145041542354,493.2102966308594,9562340,17,86,64,89,77,91
264,2018-01-18,495.37566531467047,495.37566531467047,482.71642470542207,488.2132263183594,13419648,20,91,96,88,51,100
265,2018-01-19,489.3792114257812,490.8783715902405,487.5469949274843,489.3792114257813,20032554,36,91,74,83,53,68
266,2018-01-22,489.8789653567504,490.2120725348751,485.54816537892526,486.0478515625,11895163,68,85,66,87,73,82
267,2018-01-23,486.5476105008147,488.37987797776975,481.55054510881615,485.5481872558594,6467522,30,83,66,100,50,83
268,2018-01-24,486.0478121791695,486.0478121791695,470.7235107421875,470.7235107421875,14092028,18,88,59,93,66,97
269,2018-01-25,470.556940419093,473.2220518411184,468.8912521344236,471.2232055664063,11668554,16,100,58,86,75,90
270,2018-01-26,472.8889339063245,482.5499572753906,471.2232454805658,482.5499572753906,11026598,13,85,58,83,44,75
271,2018-01-29,483.21619983443605,491.7112205742628,482.5499346619108,490.0455322265625,10855955,14,89,58,93,39,89
272,2018-01-30,490.7117645572329,495.8754082560719,486.2143859863281,486.2143859863281,10977973,15,95,60,100,81,100
273,2018-01-31,488.7129237379201,496.8747860189866,487.3803934673355,494.70941162109375,13640731,14,80,71,83,74,76
274,2018-02-01,494.7094616431612,498.2074174981025,491.2115057882198,493.8766174316406,12905255,43,94,96,100,78,87
275,2018-02-02,491.87771312765847,495.5422475603728,491.2114480033751,492.8771362304688,15414456,40,84,96,79,44,70
276,2018-02-05,489.71238570379785,491.3780740905455,485.5481647369288,487.3804321289063,12257817,43,81,79,78,82,81
277,2018-02-06,474.8877148147273,476.38682402447415,466.7258528214213,467.0589599609375,30730598,51,86,97,88,100,80
278,2018-02-07,471.55638783087227,479.7182506793479,468.3915900936399,478.8854064941406,10158276,54,84,88,79,46,85
279,2018-02-08,476.2202785856117,484.2156129887748,473.0554809570313,473.0554809570313,12133729,67,85,82,81,59,94
280,2018-02-09,471.55639196824393,476.2202991132148,464.2273732406717,465.2267456054688,9423650,100,86,81,78,60,68
281,2018-02-12,469.7240518630604,472.38916303309225,467.05894069302855,471.3897399902344,12674457,44,100,97,78,63,81
282,2018-02-13,471.0566239375692,475.0543164646413,470.72351678216125,474.3880004882813,7178462,43,90,88,85,47,100
283,2018-02-14,476.38696521998565,481.0508732176968,472.3893225315497,476.7201232910156,11772558,41,80,82,76,63,73
284,2018-02-15,480.88426261913713,492.8771886295491,479.3851023891566,492.3775024414063,9289696,42,86,100,91,63,82
285,2018-02-16,495.0426277125657,498.3740046128312,492.5440950373666,497.874267578125,8956383,37,80,91,77,73,70
286,2018-02-19,499.5399621369914,499.5399621369914,492.377522046944,493.7100524902344,4233607,37,84,88,84,62,74
287,2018-02-20,494.7094477568043,500.03967089402806,494.54286875262073,496.2085571289063,8998755,41,82,97,84,81,80
288,2018-02-21,492.37753697016296,501.039086779625,488.5464228722263,500.87255859375,9881706,42,75,89,86,54,96
289,2018-02-22,501.3721560747195,505.7029556292945,477.38625578454287,487.21380615234375,20367105,42,94,87,81,78,91
290,2018-02-23,480.5510444573597,480.884202429606,463.0613184025857,470.5569152832031,19378503,38,86,93,78,56,93
291,2018-02-26,467.7252742809388,484.0490508177037,467.22558810270897,481.05078125,13571963,40,95,90,87,68,93
292,2018-02-27,482.54991647953705,483.3827606220058,475.2208473595936,476.8865356445313,12194103,43,88,84,82,57,69
293,2018-02-28,475.05435935947673,488.21328775641473,472.72235489719327,482.5499572753906,10548271,41,82,99,82,49,83
294,2018-03-01,481.217321417582,486.547544108147,479.38505419065206,482.7164306640625,6917295,86,79,72,82,66,89
295,2018-03-02,478.71883850694735,485.0484849598465,475.387461689456,479.71826171875,8167481,79,75,77,82,54,83
296,2018-03-05,478.8854982543562,481.883717562487,475.0544346014352,476.7201232910156,7676650,86,86,91,100,81,87
297,2018-03-06,480.3844960954237,494.0431605039428,480.3844960954237,488.8795166015625,8821934,91,100,87,83,51,93
298,2018-03-07,487.3805095913416,495.0426875547336,487.0473515279309,487.5470886230469,10387416,90,90,96,95,80,93
299,2018-03-08,487.5469779740886,492.37746380056063,482.050176172016,490.5451965332031,11747975,86,80,100,94,81,75
300,2018-03-09,489.046092724668,508.03492908795846,487.2138254368126,501.2055969238281,13837901,78,83,75,87,59,93
301,2018-03-12,501.5387747969362,506.3692608689336,495.87544454587805,496.8748168945313,8261491,81,88,84,89,35,79
302,2018-03-13,495.37569966927975,496.7082808342725,482.3833510154373,483.71588134765625,10944663,88,85,83,89,100,100
303,2018-03-14,479.21854772872337,484.715298825595,477.2197014210755,482.2167663574219,9485010,81,86,79,99,67,80
304,2018-03-15,482.71646857416414,489.0461148704048,481.55051721656514,485.8813171386719,8912492,88,88,79,95,72,79
305,2018-03-16,484.3821158347603,491.5446057069187,483.7158507108497,487.21380615234375,11591576,72,76,75,93,58,74
306,2018-03-19,487.5470061373479,487.7135343080955,482.8830482025894,484.5487365722656,5834670,88,85,87,92,52,93
307,2018-03-20,484.38216253309525,490.87838790763135,484.38216253309525,487.3804321289063,6889584,93,84,83,90,63,88
308,2018-03-21,487.2139039788931,488.04674825919886,483.54936881243526,485.2150573730469,6336600,100,82,88,90,52,91
309,2018-03-22,481.3839506356014,484.5487484490034,473.3886665982936,476.2203063964844,5309676,92,79,89,100,68,96
310,2018-03-23,471.72289794877616,475.3873813288984,468.0583637358864,471.3897399902344,6801878,87,73,78,88,74,73
311,2018-03-26,472.22263984680177,474.05490716972855,466.3927307128906,466.3927307128906,9235410,81,90,89,98,65,78
312,2018-03-27,472.22262584352814,478.8853789418495,471.8894678555032,477.8859558105469,6955787,86,86,78,93,72,94
313,2018-03-28,475.0542614177424,480.7175907311602,471.0565693539028,479.385009765625,6252351,78,80,88,82,94,94
314,2018-03-29,481.2172766077567,488.04660790887095,479.0519024347829,484.2155456542969,9915764,75,70,85,85,59,83
315,2018-04-03,478.0525677230327,481.55052350707336,473.5551887388695,478.2191467285156,8329442,89,83,84,84,73,76
316,2018-04-04,477.55289807197096,481.5505401780812,475.0543654015549,480.5511169433594,8099239,96,86,90,77,65,78
317,2018-04-05,488.87945924568606,497.7075858768114,487.3803501164264,497.0413208007813,9441933,89,83,100,82,51,88
318,2018-04-06,497.8742203396448,501.8718620741103,495.2091089057436,501.2055969238281,10482168,83,73,83,100,65,78
319,2018-04-09,503.8707501056826,504.3704363016023,499.5399500208635,502.0384826660156,8362427,96,91,94,88,35,77
320,2018-04-10,504.7036021885925,504.7036021885925,497.0414251241244,501.7053833007813,6671560,90,89,88,95,45,87
321,2018-04-11,499.040242259754,500.5393516155084,495.0426003668173,496.8748168945313,5978733,94,100,99,98,45,90
322,2018-04-12,496.70823304909584,497.70760528572976,487.7134762572391,492.7105407714844,7006738,93,88,90,98,69,85
323,2018-04-13,495.2090977643701,496.7082578597421,492.8771443744613,494.70941162109375,4905855,82,84,87,93,100,76
324,2018-04-16,495.2091668137488,500.03970409189856,494.5429015855559,498.7071228027344,7035250,94,90,93,99,31,75
325,2018-04-17,499.539944462286,502.038477079636,493.5434560140908,500.5393676757813,9644112,100,84,96,79,77,84
326,2018-04-18,502.3716570808342,504.37045276252366,498.70712208190247,500.0397033691406,13134292,96,94,81,74,58,87
327,2018-04-19,501.9124056815848,505.1472966721013,499.1883635220795,504.2960205078125,6120404,92,89,94,82,60,70
328,2018-04-20,508.2118995399919,516.0436510969877,506.6796127470046,511.6170043945313,14915451,84,83,87,72,77,75
329,2018-04-23,510.7657360419146,515.1923828125,509.4037148622472,515.1923828125,8822588,93,88,88,77,49,76
330,2018-04-24,523.5348555185262,529.1532575751272,519.9594851380642,526.0886840820312,16304662,96,92,90,78,72,88
331,2018-04-25,522.0025992929048,524.2158967275749,520.1297811786112,522.3430786132812,11566327,92,83,89,87,65,68
332,2018-04-26,523.194295497829,524.7266341179122,517.7461593698597,520.2999877929688,11205136,97,83,92,86,62,88
333,2018-04-27,522.0025859277821,523.0241277783125,519.2784916456267,522.1728515625,11370585,80,71,97,73,49,100
334,2018-04-30,524.2158761306036,524.7266730277657,519.2784845380269,520.1297607421875,7390200,98,77,84,83,79,92
335,2018-05-01,520.8107138899594,523.3645422208592,517.7461406759877,521.1512451171875,3950979,90,83,73,88,39,66
336,2018-05-02,518.4272314572606,524.2158995121899,518.4272314572606,521.8323364257812,9256027,85,88,75,92,53,82
337,2018-05-03,522.8538783078931,523.3646232700598,520.8107945436693,521.8323364257812,7132469,86,100,92,97,66,100
338,2018-05-04,524.3861489405017,527.1102432226571,521.4917890236285,522.1728515625,6905875,77,89,72,74,43,83
339,2018-05-08,521.832293358441,521.832293358441,518.7677199228061,519.44873046875,10798039,84,80,73,92,94,89
340,2018-05-09,519.9595601992797,524.3862074066062,519.9595601992797,522.6836547851562,10055713,94,80,78,85,33,90
341,2018-05-10,523.5348367768073,527.2804726523036,522.3430293733932,526.93994140625,7882302,89,83,77,85,75,80
342,2018-05-11,525.7481998170223,540.5604275924306,523.8754336026109,540.0496826171875,14086177,78,83,78,76,64,68
343,2018-05-14,541.4116769960028,541.4116769960028,535.9634883940643,537.3255615234375,9786351,85,96,100,90,66,87
344,2018-05-15,537.6660112098824,544.1357413128985,537.3255319146339,542.6034545898438,9083230,96,92,91,100,86,77
345,2018-05-16,544.3060014640387,545.4977569220821,541.2413760909832,543.6249389648438,7449605,100,86,89,76,57,78
346,2018-05-17,544.3059328520592,548.0515163366159,543.7951360420511,547.540771484375,6609003,90,77,85,83,100,84
347,2018-05-18,547.3705563367461,552.3079475420084,547.0300250986844,551.9674682617188,8775562,81,79,88,89,47,69
348,2018-05-21,553.4997577276612,558.0966177182007,552.4782159660616,556.5643310546875,5492001,84,81,86,90,54,67
349,2018-05-22,555.3725881161158,557.2453541037484,550.0946655273438,550.0946655273438,10507348,84,87,84,84,98,76
350,2018-05-23,548.392090806034,553.6700131792242,547.0300178296587,549.9243774414062,10346493,85,79,79,85,54,85
351,2018-05-24,550.9459965073806,551.4567414715954,547.2003602438773,549.5839233398438,9583039,84,80,90,87,46,80
352,2018-05-25,551.6268861756039,551.9674173822759,542.6033807342333,547.540771484375,10078044,73,76,83,87,61,68
353,2018-05-29,546.5192741969834,546.6895398141443,540.0495964070436,540.3900756835938,11268043,80,82,89,89,74,81
354,2018-05-30,540.3901035156177,547.7111097684196,538.1768062518486,544.646484375,8277655,83,95,88,89,33,91
355,2018-05-31,545.4977246257664,552.818730396479,543.4546931224614,544.3059692382812,21201928,88,85,96,91,80,94
356,2018-06-01,548.2218538213591,558.4371678677198,547.5408432764898,555.7130737304688,8639856,91,82,53,96,30,67
357,2018-06-04,557.0751269767918,560.6504451997143,554.010501697151,555.0320434570312,9890920,100,83,63,81,31,98
358,2018-06-05,553.8402341977419,555.8833177105679,548.0515668550975,551.9674682617188,5677952,99,100,68,100,54,94
359,2018-06-06,551.6269772399168,555.8833582371384,548.7326173786957,554.86181640625,4529357,98,80,68,98,40,71
360,2018-06-07,558.607428952874,561.6720023587629,552.1376989347688,553.1592407226562,6566082,92,89,67,99,66,90
361,2018-06-08,549.9244840142412,555.7131524017823,548.3921970819189,551.7973022460938,10811906,91,81,64,80,66,88
362,2018-06-11,554.1807700286473,557.075129702843,551.9674728362195,554.5213012695312,6709684,92,88,70,88,30,83
363,2018-06-12,554.6915292703363,556.2238679361506,550.4351484381275,551.1162109375,6483937,92,92,63,92,71,84
364,2018-06-13,551.1162874560353,553.1593193644915,546.5193747358919,549.2434692382812,7382056,94,84,65,96,35,81
365,2018-06-14,544.8167862063545,557.0751846791086,544.3060412523972,554.0105590820312,10403173,94,91,58,85,31,98
366,2018-06-15,553.3294916526066,554.8617783148594,540.5603495375465,543.9654541015625,13740824,73,74,58,87,18,88
367,2018-06-18,546.0085782876434,546.1787919623033,539.3685823270737,541.752197265625,6465938,83,83,60,94,59,84
368,2018-06-19,536.9850042077485,538.176811643425,531.8773471253202,536.1337280273438,7807438,89,80,66,95,28,85
369,2018-06-20,540.7306284958811,543.7952018959826,537.3255238478689,539.028076171875,5560067,93,85,60,90,60,84
370,2018-06-21,540.7305897709984,541.0710690367519,526.7696409308645,528.1317138671875,8003283,82,91,54,89,37,100
371,2018-06-22,528.9829733026386,533.9203641415536,528.1316972284197,532.0475463867188,16147032,77,79,100,78,27,73
372,2018-06-25,528.9830568500469,530.5153436340958,519.6190185546875,519.6190185546875,7199223,87,79,71,100,56,78
373,2018-06-26,520.8107945436693,524.2158995121899,519.7892526615575,521.8323364257812,5160848,84,90,73,89,50,87
374,2018-06-27,521.8322739858528,531.3665771484375,518.4271694247706,531.3665771484375,8861980,83,78,57,87,42,94
375,2018-06-28,528.4722274199564,543.1141876993299,526.9399407302277,538.0065307617188,11868147,86,89,63,84,97,85
376,2018-06-29,549.0731210244696,556.3940751883533,546.6895581774685,550.6054077148438,11878640,79,78,65,84,100,89
377,2018-07-02,547.2003354488988,548.2218772888184,541.7521988989553,544.8167724609375,7782451,86,78,57,89,97,72
378,2018-07-03,546.6895905078272,548.73262222989,544.4762411950389,544.8167724609375,6464375,85,79,52,87,63,74
379,2018-07-04,544.3060275198659,546.0085799338063,541.4116676330567,544.8167724609375,3733275,82,89,60,85,25,63
380,2018-07-05,546.8598174260229,546.8598174260229,542.7736503556237,544.9869995117188,5174197,89,82,51,89,43,77
381,2018-07-06,546.6895527305586,547.540828878704,544.816734813084,546.519287109375,6600008,81,85,56,76,42,58
382,2018-07-09,549.0731201171875,550.0946618950067,546.8598228967237,549.0731201171875,6483271,100,92,57,91,63,74
383,2018-07-10,549.0732077231976,554.3511311192249,549.0732077231976,551.7973022460938,9941115,92,92,85,83,50,83
384,2018-07-11,549.2434248437188,560.4802812842024,547.711138046784,557.9264526367188,9497680,85,93,80,92,46,79
385,2018-07-12,558.9478969678149,569.5037419667501,555.8833236237487,568.6524658203125,10723026,90,92,64,88,54,94
386,2018-07-13,572.0576199489865,575.8032561008109,569.6740569240878,571.546875,9370407,83,90,57,90,45,90
387,2018-07-16,570.014477830241,578.3570254992226,569.5037329335887,573.7030639648438,13841512,93,100,76,89,100,70
388,2018-07-17,573.0790790875745,575.2923761574222,570.6955164067148,572.9088134765625,6305091,100,98,71,94,57,85
389,2018-07-18,574.9519842344208,578.6975684568313,571.2063480542329,574.1007080078125,12042719,90,90,68,89,68,100
390,2018-07-19,572.9089236210558,579.03812309147,571.7171160726105,575.8032836914062,7492823,92,91,91,84,83,85
391,2018-07-20,575.1222176088868,578.52732263193,571.0361019727908,574.78173828125,8617627,85,81,100,87,67,69
392,2018-07-23,571.3765279016704,576.4841844944307,571.3765279016704,574.4411010742188,5319233,88,95,82,85,87,75
393,2018-07-24,577.8462615082235,577.8462615082235,568.1417442155084,570.3550415039062,8176728,90,96,67,100,60,86
394,2018-07-25,568.6525093636861,568.9930406314458,555.8833661893519,558.4371948242188,11306973,96,90,62,92,43,73
395,2018-07-26,561.8422535248084,561.8422535248084,552.6484815859569,556.5643310546875,10053787,94,92,64,70,61,83
396,2018-07-27,556.2239513464683,558.9479939213553,554.0106018071457,556.3941650390625,8315340,87,86,59,88,44,71
397,2018-07-30,554.3509794645261,560.8206567234256,549.9243335705472,557.0750732421875,6401350,96,91,58,84,63,70
398,2018-07-31,556.3941292233968,559.6290204989596,552.6485449451436,556.0536499023438,9312020,94,93,60,88,56,77
399,2018-08-01,545.3275085368696,555.8833541148092,537.3255434960996,539.7091064453125,15179250,82,88,92,100,83,85
400,2018-08-02,538.6875197671931,544.9869838549391,537.8362436449447,539.3685302734375,15317603,79,90,96,97,82,74
401,2018-08-03,540.900838341701,541.2413175967276,530.0044630254865,532.0475463867188,12117103,71,90,92,87,51,85
402,2018-08-06,533.409588150354,535.9634164727294,530.8557598279787,534.2608642578125,8465080,78,85,76,95,53,79
403,2018-08-07,532.5583540931644,537.3255318460054,532.2178747979593,535.1121826171875,7676894,86,94,93,89,82,75
404,2018-08-08,536.3039315582081,540.2197807515574,533.9203689206142,534.6013793945312,6441589,77,86,95,86,57,78
405,2018-08-09,535.2824428421394,535.2824428421394,527.7912229721538,531.0260620117188,5642042,76,86,100,99,69,84
406,2018-08-10,531.026062899417,533.5798914019384,528.3019687718391,532.558349609375,6922331,74,78,80,93,55,86
407,2018-08-13,542.2629223785287,548.2218555914797,533.5798950195312,533.5798950195312,7447656,84,97,75,85,85,70
408,2018-08-14,535.4526715913624,539.028041634242,533.7501193764455,534.2608642578125,5027392,84,100,72,90,96,94
409,2018-08-15,536.4741923642099,536.4741923642099,529.3234525576651,532.0475463867188,7312606,83,92,82,99,100,91
410,2018-08-16,532.2178703170365,535.1121781118966,530.345052356966,532.558349609375,4476900,98,77,71,91,63,81
411,2018-08-17,531.3666129807514,533.7501759426883,528.8127843877242,531.7070922851562,4804873,83,89,83,100,54,73
412,2018-08-20,531.8773426729738,536.3039891655778,531.8773426729738,533.5798950195312,4109054,91,82,79,89,41,79
413,2018-08-21,533.4096446805078,534.7717177714544,530.0045398898047,531.7070922851562,3481785,92,98,81,89,50,100
414,2018-08-22,531.1963574976296,531.707102442882,524.8968927313739,525.7481689453125,5348189,92,97,75,78,83,97
415,2018-08-23,526.7696892969687,526.7696892969687,520.9810216699684,522.0025634765625,7118774,92,90,81,86,68,92
416,2018-08-24,520.8107524401892,523.3645809601226,519.959476266878,520.9810180664062,4959319,85,82,81,82,84,73
417,2018-08-28,525.5779364156684,528.1317649658753,520.9810242421863,526.5994262695312,7491203,97,97,82,88,97,86
418,2018-08-29,527.9615020868233,532.0476173968763,525.0671422650742,526.0886840820312,6023722,98,81,89,87,73,93
419,2018-08-30,526.088675106273,526.4292063587071,518.9379344673498,520.9810180664062,4392512,100,84,86,100,40,83
420,2018-08-31,521.4918156136627,523.3646337754976,515.1924024701193,515.8734130859375,7625793,89,76,79,96,23,76
421,2018-09-03,516.3841449500238,522.3430786132812,516.3841449500238,522.3430786132812,4365510,68,82,100,63,77,54
422,2018-09-04,522.8538888030787,524.5564413215142,512.8088393358655,515.8734130859375,9068538,86,94,80,65,50,89
423,2018-09-05,514.170803343062,517.0651630853873,512.4682510141114,516.8948974609375,11953634,93,83,95,83,64,94
424,2018-09-06,515.1923878809895,520.4703109302359,513.8303147301444,519.2785034179688,10958272,97,86,90,100,67,94
425,2018-09-07,519.7891823537046,527.7911987304688,518.9379062267201,527.7911987304688,13133095,87,84,81,58,42,90
426,2018-09-10,528.1318064566447,529.6640933155923,521.6620757798514,525.91845703125,12721229,93,79,79,60,63,87
427,2018-09-11,525.7481376173877,527.9614868164062,522.8538298371268,527.9614868164062,7384341,90,90,82,53,74,90
428,2018-09-12,527.9614993376398,530.0045310031403,524.7266602322662,526.5994262695312,7271613,93,87,89,53,67,77
429,2018-09-13,526.0887332077123,526.0887332077123,518.7677780918173,519.9595336914062,6593029,96,100,74,51,100,71
430,2018-09-14,519.2783870026708,533.2393349117507,519.2783870026708,532.8988037109375,17361413,89,79,78,49,56,75
431,2018-09-17,530.3450149466117,535.7932028174539,529.3234732261076,534.2608642578125,7745725,94,88,72,56,72,82
432,2018-09-18,533.75017225874,542.7736791087121,532.8988960669398,538.1768188476562,7797396,97,96,82,57,52,100
433,2018-09-19,539.7090912160895,547.8813216564412,538.8578150469789,541.5819091796875,7723062,95,93,81,54,50,79
434,2018-09-20,540.3901279654788,541.0711385422373,533.7501839159742,535.282470703125,5735561,93,94,88,49,70,85
435,2018-09-21,536.4741810409485,540.0495508687561,532.728545610337,534.94189453125,17359283,82,87,88,50,37,76
436,2018-09-24,531.7070376318893,536.8146942929363,527.1101778116092,532.2178344726562,6622456,94,84,87,61,54,90
437,2018-09-25,532.388103766753,534.9419321149317,529.4937441890422,533.2393798828125,11226804,100,79,77,59,53,92
438,2018-09-26,532.5582949741091,533.4095710542837,525.5778726828925,533.069091796875,6955790,97,87,82,60,64,85
439,2018-09-27,533.0690907489671,533.5798356129604,530.3449969062098,531.5368041992188,5861633,100,92,74,50,47,99
440,2018-09-28,532.2178783805919,539.5388327489627,531.536867827823,536.1337280273438,6713253,83,81,77,55,48,73
441,2018-10-01,535.2824002423621,537.155218050256,530.1747436523438,530.1747436523438,6829919,96,89,85,90,53,73
442,2018-10-02,528.9830847676698,530.1748403480367,523.3646303192686,523.8754272460938,7749420,97,80,86,87,68,95
443,2018-10-03,523.3645736772676,526.088667785511,518.7677135800195,518.9379272460938,8339242,97,97,77,98,65,97
444,2018-10-04,518.9378528018124,522.513222558616,513.1491861258173,518.7676391601562,15770526,98,94,83,93,82,82
445,2018-10-05,518.5975388852327,524.2159417529048,517.5759969208062,522.6836547851562,9535777,93,92,67,89,41,79
446,2018-10-08,522.8539073475797,525.7482155569071,512.4683262252134,513.4898681640625,9322737,92,84,94,95,54,100
447,2018-10-09,513.4898618834738,517.9165089258223,511.61704367812087,512.9790649414062,8934276,100,90,77,92,77,94
448,2018-10-10,511.4467474570545,512.8088205966974,502.593505859375,502.593505859375,13071050,92,87,82,98,81,81
449,2018-10-11,498.166865828292,503.6150025873145,494.5914952302526,495.613037109375,17520077,99,100,93,98,67,95
450,2018-10-12,496.8047548782185,502.25294318057513,494.4211919801028,497.3155517578125,13490215,81,86,100,93,70,76
451,2018-10-15,494.93196098734063,495.61297149734014,477.56590721460987,478.2469177246094,15925243,88,97,89,100,62,87
452,2018-10-16,480.97107489903766,491.526921042765,479.0982567822114,490.3351135253906,12090098,98,92,87,85,100,83
453,2018-10-17,490.8458244448129,490.8458244448129,475.3526395400853,476.7146606445313,9582354,97,85,77,91,89,84
454,2018-10-18,479.4832338894863,483.63609137578845,471.5235595703125,471.5235595703125,10275228,90,78,82,93,75,87
455,2018-10-19,472.561837310316,476.1956077990068,465.8134365778638,467.024658203125,15377920,79,84,85,86,95,79
456,2018-10-22,463.2178728393528,471.5235883183432,463.2178728393528,465.81341552734375,16120485,93,80,74,89,54,84
457,2018-10-23,461.48750773201147,466.6785930707002,456.8155098046112,463.9100036621094,39330953,100,82,83,88,61,88
458,2018-10-24,466.67855024365167,473.2539032799909,459.0649168671166,464.0830078125,14116026,96,79,71,86,58,94
459,2018-10-25,461.1414012520498,471.6966183710789,459.757132990008,471.35052490234375,6599778,95,85,71,93,81,76
460,2018-10-26,467.7167488258206,468.5819296803312,455.0851294725461,460.2762145996094,10624556,81,80,72,98,24,81
461,2018-10-29,457.3345684358765,465.6403361389678,450.9322619382608,451.9704895019531,12345956,96,92,90,100,100,93
462,2018-10-30,451.9704966873708,452.316537343138,438.300623429809,439.5118713378906,20518543,96,92,93,91,45,85
463,2018-10-31,443.491740616964,456.2964611175814,443.491740616964,454.9121398925781,14881816,88,85,84,96,40,71
464,2018-11-01,453.5278124570272,458.5458508293416,448.6827680096783,454.5660400390625,10497053,91,97,100,84,57,61
465,2018-11-02,468.06287355565314,469.6201886365072,460.79533276973126,463.7369689941406,11209425,81,89,92,76,35,56
466,2018-11-05,462.1796405770229,465.1212239101003,448.68278705068633,450.0671081542969,7908955,94,100,90,79,68,73
467,2018-11-06,450.5862000856778,455.0851513062696,449.0288850341329,450.7592468261719,9268365,89,95,93,88,80,81
468,2018-11-07,453.35479663759696,461.660512247308,453.00870315117066,461.4875183105469,13169718,100,95,89,86,76,64
469,2018-11-08,465.8133966419982,465.8133966419982,459.75713061555706,462.17962646484375,10281767,82,96,85,90,66,70
470,2018-11-09,460.276225134835,461.487499481454,455.950320763267,457.8537292480469,6791049,73,91,77,93,100,76
471,2018-11-12,457.6806686172265,460.968345278518,455.4312195348818,458.372802734375,6943281,79,95,84,98,84,71
472,2018-11-13,458.8919280662974,470.3122726455314,458.8919280662974,468.2358703613281,13291338,91,97,88,92,99,77
473,2018-11-14,466.5055081222123,470.48531876665936,455.4312042013431,464.775146484375,9503269,92,92,86,100,89,69
474,2018-11-15,465.294269770468,469.7932209374203,458.0267820144224,460.7953186035156,9290408,92,92,83,91,55,78
475,2018-11-16,464.429052905214,468.235869629977,453.8738363560496,456.6424255371094,10371575,78,94,83,87,61,65
476,2018-11-19,455.9503643549972,458.8920007314824,449.4615071772696,449.5480041503906,10890053,82,81,82,75,51,65
477,2018-11-20,447.125463357149,449.7210059689047,435.35902463977,440.5501098632813,13592781,80,93,85,95,59,60
478,2018-11-21,441.7613660311623,447.4715651640467,436.9163477849808,446.60638427734375,10562981,72,86,79,88,38,57
479,2018-11-22,445.39508592828656,448.163675177934,438.8197326660156,438.8197326660156,7568675,59,82,80,86,38,41
480,2018-11-23,438.8197828639711,439.5119170539464,434.8399452635458,437.7815551757813,7141560,55,79,87,81,56,51
481,2018-11-26,441.069193141986,445.04905679336247,438.99276435262726,443.3186950683594,5567283,84,96,94,87,32,73
482,2018-11-27,444.0108606220588,445.9142692155662,434.4938704609745,435.1860046386719,9028798,87,92,94,91,70,84
483,2018-11-28,435.70509434214847,436.7432955511941,420.5644290153488,423.9386291503906,18565547,91,95,87,95,87,100
484,2018-11-29,426.1015896776764,428.35106527946255,424.02516081572975,424.19818115234375,12994533,90,94,94,89,38,88
485,2018-11-30,424.63076405350085,429.1297151771318,422.3813148949105,425.0633544921875,17376519,81,99,85,85,81,71
486,2018-12-03,427.1398174830911,434.4938550744124,426.7072270365428,433.4556274414063,23097361,43,100,86,98,61,75
487,2018-12-04,426.7072334590303,428.0050048182083,407.4136834106478,409.4901123046875,14678306,41,87,85,87,54,92
488,2018-12-05,405.7698311533138,410.4418026066302,395.2146138967777,398.15625,10016092,39,99,73,92,64,99
489,2018-12-06,391.4943149622308,393.4842202559983,381.9773260902208,385.4380493164063,16519151,38,98,77,88,75,93
