,Date,Open,High,Low,Close,Volume,government,aircraft,Airbus,defence,BAE Systems,aerospace
490,2018-12-07,388.1201401824569,398.6753308625954,387.6875497512243,388.9853210449219,9918418,35,91,77,91,40,82
491,2018-12-10,389.33139078417537,397.8966761007823,388.2931631807944,392.7921142578125,23318670,38,91,78,86,62,82
492,2018-12-11,399.3675151772083,401.3574207180888,392.5325912373535,393.3112487792969,11696439,44,94,81,91,54,88
493,2018-12-12,393.8303059422626,398.5888002845196,391.5808306089149,396.3393249511719,15121224,44,90,90,93,47,100
494,2018-12-13,398.3292548152984,399.6270260797292,390.3696069020576,396.4258728027344,10727085,40,87,76,82,100,79
495,2018-12-14,393.916817771816,399.2809494305471,391.6673687567577,394.6089782714844,13801349,38,99,85,82,20,86
496,2018-12-17,396.68542665875856,398.8483788215653,392.2729989659879,393.5707702636719,9171579,39,86,68,90,80,82
497,2018-12-18,400.4057018442223,400.6652719508973,392.8786440086985,396.1663208007813,7536756,43,86,81,85,56,78
498,2018-12-19,396.5989241452947,396.7719708887081,391.32131530989767,394.08990478515625,8939116,41,83,85,100,45,67
499,2018-12-20,392.79213341923366,396.512400773588,388.4662288661584,394.08990478515625,8340965,43,93,100,87,50,79
500,2018-12-21,392.09998238760113,396.5123837193773,389.0718493306901,393.13818359375,21029143,64,87,83,87,34,62
501,2018-12-24,388.5527520046186,393.4842673502285,388.5527520046186,390.6291809082031,1630435,46,83,76,65,9,46
502,2018-12-27,397.89669933736855,397.89669933736855,391.3213190728205,393.6573181152344,10068321,47,75,77,84,25,59
503,2018-12-28,396.2528467560732,400.4922278271852,392.7055998341619,399.9731140136719,7251216,46,77,87,76,55,48
504,2018-12-31,401.7900323253569,402.30914618172073,396.5989465681734,397.2911071777344,2461101,39,75,62,68,55,56
505,2019-01-02,394.5224904838523,404.47207083596703,392.2730148627291,402.22259521484375,11408124,46,79,64,83,40,74
506,2019-01-03,400.2327140602573,406.98111493104807,398.7618958791537,402.3091430664063,8514790,51,71,72,85,46,86
507,2019-01-04,404.12596820378735,411.04741479634816,402.1360364664921,409.23052978515625,8323629,69,77,63,79,43,77
508,2019-01-07,411.9126179664747,413.4699329729952,399.3674953368916,403.1742858886719,7526915,75,80,74,87,100,84
509,2019-01-08,403.7799282910907,412.3452137443755,403.1742911122501,410.7878723144531,11376433,70,79,72,100,60,88
510,2019-01-09,414.075576535493,425.4094514012583,411.0474434402319,421.1700439453125,10954939,80,76,71,88,65,97
511,2019-01-10,420.47790043531336,427.39934735605925,417.6228141417955,425.1498718261719,7312250,76,81,77,85,75,94
512,2019-01-11,427.3993608870017,431.4657216429658,423.4195235009311,429.9949035644531,8225784,72,76,72,85,64,71
513,2019-01-14,428.6105761578713,432.9364802902746,426.9667378682028,429.6488037109375,6688795,71,78,75,85,60,87
514,2019-01-15,435.8780977880617,438.6466870447025,433.45560199091904,437.60845947265625,10327192,73,81,71,89,74,91
515,2019-01-16,438.6467153720135,439.3388495292589,433.10956290437286,437.2624206542969,9676701,77,82,74,90,57,97
516,2019-01-17,434.8399058388401,436.5702675601222,428.8701631810617,430.60052490234375,10114436,77,81,73,82,68,89
517,2019-01-18,432.244372669202,442.4534964857842,430.8600779813879,441.24224853515625,8015230,71,76,73,81,70,78
518,2019-01-21,440.8961743586941,446.77942008628577,440.8961743586941,445.5681457519531,4761672,56,81,62,99,74,67
519,2019-01-22,445.3951194512859,447.1254812617466,439.3388531146736,442.6265563964844,7511763,67,84,65,78,66,78
520,2019-01-23,441.24225608960586,446.9524288693616,438.8197601468747,440.3770751953125,9692887,65,100,63,99,66,100
521,2019-01-24,441.58832346493847,446.0872482763672,437.4354657308157,443.8377990722656,8883230,72,81,100,89,63,99
522,2019-01-25,445.5681760903674,448.33676560988937,441.2422714681308,442.1074523925781,6075222,100,75,77,81,45,96
523,2019-01-28,441.06918812054937,442.2804624368412,436.397216796875,436.397216796875,6123806,47,82,64,89,30,94
524,2019-01-29,439.165809262332,445.7411890706775,437.2624008114447,443.6647338867188,8168836,41,86,66,89,63,70
525,2019-01-30,443.4916980572784,451.1053320480155,442.9726106517509,444.7029724121094,10083799,40,86,74,87,46,85
526,2019-01-31,446.0872680494262,449.0289043449805,442.10745687916193,442.7995910644531,10717106,38,81,79,99,64,90
527,2019-02-01,445.5681446140733,446.77941894531256,442.7995552901328,446.7794189453125,10202061,93,51,32,73,69,73
528,2019-02-04,445.7411890706775,449.5479531660032,441.9343721689028,443.6647338867188,7895442,88,45,27,62,60,83
529,2019-02-05,444.1838375300401,452.6625986882547,443.4916506547208,451.4513244628906,7786899,95,50,26,61,79,78
530,2019-02-06,451.7974714263479,452.48960557722177,448.5097946048591,452.3165588378906,4518787,93,44,25,56,65,84
531,2019-02-07,449.7210483091396,454.73908726968114,448.3367799084573,448.50982666015625,4731044,88,52,30,62,100,79
532,2019-02-08,449.3749740057169,452.8356975550672,447.2985187535265,450.0671081542969,4541387,80,45,26,62,68,79
533,2019-02-11,453.1817056568755,454.912067307193,447.8175739796018,450.4131164550781,5371099,99,46,27,70,80,88
534,2019-02-12,451.1053244139746,454.0469076729335,445.3950990175557,445.5681457519531,5752191,100,46,26,64,74,87
535,2019-02-13,447.9906634819712,450.2401655260441,444.52993985089154,447.6446228027344,9005843,99,45,28,62,58,84
536,2019-02-14,450.2401522251674,456.29641840064426,448.163696985281,455.0851440429688,11271400,94,52,100,62,41,88
537,2019-02-15,455.604223913073,458.71890672137937,451.9705065130565,455.9503173828125,6951280,92,46,50,79,70,67
538,2019-02-18,455.08513311258486,456.9885415690224,449.5479544768483,454.0469055175781,5758430,73,50,35,67,41,82
539,2019-02-19,454.5660687305985,454.5660687305985,441.41530840980704,442.6265563964844,10071362,84,61,30,70,73,78
540,2019-02-20,444.5299115311562,446.0872265046396,436.397216796875,436.397216796875,14015422,92,51,29,70,81,100
541,2019-02-21,423.7656007101488,423.7656007101488,397.5506296023404,402.1360778808594,19449164,85,53,29,59,82,96
542,2019-02-22,403.5203578396517,407.3271484375,400.5787481232791,407.3271484375,11193772,74,51,25,60,80,90
543,2019-02-25,406.5484778661684,413.3834013296389,403.3473245494666,411.7395629882813,7783731,84,53,27,60,47,89
544,2019-02-26,407.93275626742,412.0856136384396,405.2506904471592,408.8844604492188,7174883,82,76,30,100,74,87
545,2019-02-27,400.2326984747122,408.5384405790995,400.2326984747122,406.37548828125,7654309,82,100,28,90,89,99
546,2019-02-28,404.7316008951923,408.7979615502092,402.2225816499206,403.1742858886719,10756421,82,73,28,84,64,90
547,2019-03-01,405.250733469292,408.53843677333214,403.7799417623913,406.8080749511719,7445321,91,67,33,100,63,70
548,2019-03-04,408.4519083525576,413.1238799339933,406.5484998104196,411.4800415039063,5641402,95,70,39,91,55,71
549,2019-03-05,410.1822465395154,412.9508094194295,408.2788381069549,412.5182189941406,7252121,100,66,35,86,55,100
550,2019-03-06,410.268760183735,413.9025038281237,408.62489548401015,413.0373229980469,4194840,97,62,33,91,64,73
551,2019-03-07,411.9126423109069,412.5182531144681,404.126014011658,408.62493896484375,6590279,97,60,33,86,29,75
552,2019-03-08,404.8181625489706,406.1159339782171,401.01137163715975,402.3091430664063,5043011,86,60,36,93,42,72
553,2019-03-11,403.52034464200943,404.90463928774057,401.18437218036087,402.9147338867188,5768604,96,89,81,88,61,80
554,2019-03-12,403.8664271637338,405.2507218624595,401.53045461265793,404.6451110839844,7217618,96,99,88,87,57,78
555,2019-03-13,405.2507352785812,406.8945737363273,398.415811331178,400.2326965332031,7792322,89,100,100,82,28,91
556,2019-03-14,408.9710416266157,409.057538598188,401.5304802487378,406.9811096191406,8726207,84,77,81,82,69,74
557,2019-03-15,407.0676069090674,413.4699401855469,406.3754727614792,413.4699401855469,17955727,80,71,59,74,44,69
558,2019-03-18,413.29692272576153,420.73745727539057,412.777808909846,420.7374572753906,7845455,89,59,51,84,70,83
559,2019-03-19,419.43968519418667,422.208274605348,417.6228264465391,419.61273193359375,7530753,99,57,49,84,60,80
560,2019-03-20,419.439701057356,423.33301521223206,417.7093392107444,419.0071105957031,6897574,94,59,43,86,66,88
561,2019-03-21,419.18015458727297,422.3813345437604,417.9689065832491,420.9970397949219,7673446,97,61,46,84,79,82
562,2019-03-22,422.64085589469744,423.85210383463095,404.8181246541124,406.635009765625,8783508,94,56,44,69,50,77
563,2019-03-25,404.5586063314058,404.7316266746927,395.5607299804688,395.5607299804688,8170501,96,66,52,78,55,79
564,2019-03-26,396.9449718648871,399.1079240359104,390.2830950200705,392.7921142578125,9553828,91,64,66,84,80,75
565,2019-03-27,394.6954962825107,403.5203247070313,393.57074538700925,403.5203247070313,12925966,92,62,55,84,59,73
566,2019-03-28,404.4720346739552,409.05748247367535,400.6652443341391,405.7698059082031,9349735,94,64,46,84,100,81
567,2019-03-29,406.02934624848007,417.3632202148438,405.5967558406282,417.36322021484375,11449163,82,64,38,69,50,71
568,2019-04-01,419.353178812366,424.111673603744,417.1902266344669,417.79583740234375,5627887,100,91,81,89,86,97
569,2019-04-02,419.87224656503145,422.8138825119036,417.79581785205744,418.83404541015625,6066581,97,100,86,100,65,93
570,2019-04-03,420.5644563575441,430.3409903285903,420.5644563575441,428.9566955566406,12356616,90,90,85,91,78,84
571,2019-04-04,427.572393019419,431.6387272332374,424.80380369676527,429.3892517089844,8843738,98,83,84,81,86,89
572,2019-04-05,427.57243371140936,437.2624444564447,426.5342060158002,436.2242431640625,11099766,86,84,78,84,55,76
573,2019-04-08,433.2826068275788,438.8197859998585,433.2826068275788,436.2242431640625,5663204,88,95,86,88,73,90
574,2019-04-09,435.7050804023276,438.3006229467379,434.4938324955809,436.0511474609375,21002436,93,78,100,81,69,84
575,2019-04-10,434.8399093242604,437.6084722585682,431.811776287745,435.5320434570313,7697779,87,87,87,87,61,89
576,2019-04-11,435.0129558430491,441.2422690258815,434.6668887558309,438.3006591796875,7865552,86,82,79,74,66,81
577,2019-04-12,438.4736786913035,441.5883352768212,435.7051155955749,440.20404052734375,5211039,80,81,75,77,69,93
578,2019-04-15,439.3388241225676,441.4152792806752,435.7050804023276,436.0511474609375,6270021,87,82,77,87,100,77
579,2019-04-16,437.08943307746966,442.1074721016771,436.2242521144527,441.0692443847656,5787135,84,78,75,81,87,100
580,2019-04-17,442.4535073987755,445.04907650446165,440.0310114377694,442.2804870605469,5043267,88,81,67,85,77,75
581,2019-04-18,444.23427149162256,444.7671177747637,435.6195618732892,436.8629150390625,5773437,81,90,71,75,62,67
582,2019-04-23,439.0832474845747,439.79375444691016,431.0014103458435,437.9287109375,12762794,85,84,69,83,54,79
583,2019-04-24,438.5503693203424,440.237806398316,434.02101283587984,438.1951293945313,8006814,86,84,74,86,86,81
584,2019-04-25,437.6622619628906,439.5273054778402,434.37625872518834,437.6622619628906,7968730,84,78,68,83,41,74
585,2019-04-26,437.8398925200171,440.7706558072196,436.4189057038008,440.32659912109375,9475421,77,82,64,81,51,76
586,2019-04-29,442.5468505250111,444.4118938923817,438.8167908933371,441.3034973144531,3219569,90,72,60,86,56,76
587,2019-04-30,442.3692977686341,444.0567078378036,436.4189270423793,438.72802734375,8481616,91,73,65,82,81,72
588,2019-05-01,440.23776174966576,442.8132848294247,435.3531387317186,436.8629150390625,2129173,95,65,63,87,79,78
589,2019-05-02,433.6657099809843,437.7510365479875,428.159423828125,428.159423828125,9377651,97,61,67,90,80,83
590,2019-05-03,427.8042204289824,430.0245038501354,421.2321598199143,427.6265869140625,5931829,91,65,70,75,46,88
591,2019-05-07,428.1594755283581,428.8699554070765,415.1930144687209,419.1007080078125,7997057,98,69,71,89,79,84
592,2019-05-08,417.857356262207,421.67623305525626,415.1041992913,417.4132995605469,8172225,92,71,76,77,70,71
593,2019-05-09,413.86082491958143,420.5216751060554,413.59440175335,417.5909118652344,5408204,97,66,72,78,100,75
594,2019-05-10,421.4986126016935,423.8965024489731,414.6601287826017,416.7915954589844,3899783,87,63,64,74,67,72
595,2019-05-13,415.8147048000912,415.8147048000912,408.7985872563045,409.5090942382813,10610790,92,73,66,75,80,69
596,2019-05-14,410.3971939313036,414.3048873409148,410.21956041597474,412.97271728515625,6156371,97,68,64,88,90,72
597,2019-05-15,414.3937040985792,416.79159393710313,410.8412506165564,412.97271728515625,54219862,93,100,62,83,94,100
598,2019-05-16,412.9727432365952,415.3706603288747,410.9300931972984,412.5286865234375,10728934,94,90,67,81,70,66
599,2019-05-17,413.77202308411375,416.9692367095293,409.509089652273,413.86083984375,7235468,89,65,69,79,61,69
600,2019-05-20,412.084574290737,413.5943777532877,404.5356111841179,407.9104309082031,5948277,87,65,61,77,94,72
601,2019-05-21,409.2425935513981,413.94961025438585,407.82163396859926,409.4202270507813,8064099,99,67,62,78,53,74
602,2019-05-22,410.9300578950289,414.3936945394893,407.99926757812494,407.999267578125,8026104,93,59,69,71,59,79
603,2019-05-23,406.93353828791504,407.3775949525229,399.4733646400479,402.3153381347656,7692933,93,62,63,68,29,71
604,2019-05-24,403.4698975795964,405.2461243390981,397.1643142658207,399.7398376464844,6296066,83,62,65,74,84,63
605,2019-05-28,402.6705884548664,405.42374526721807,397.43072509765625,397.43072509765625,17887914,90,64,74,74,43,79
606,2019-05-29,395.65450732397824,397.60836758408976,391.9244203194269,394.2335205078125,7369691,95,61,100,77,63,77
607,2019-05-30,395.8321195522467,396.36496586446737,393.9670761502709,394.4111328125,4372612,100,71,78,91,80,75
608,2019-05-31,392.6349439399031,402.4930082104698,390.2370268919296,401.7825012207031,9524927,92,61,63,100,61,64
609,2019-06-03,400.0062640050617,412.1734282457829,399.1181506182374,410.75244140625,12140517,95,86,63,90,65,81
610,2019-06-04,410.3083651622307,416.4363418187153,408.354504963088,414.7489318847656,8065575,96,90,65,88,67,94
611,2019-06-05,414.7489440261677,417.76852406527325,411.46291371406886,412.97271728515625,6653830,94,100,73,93,51,87
612,2019-06-06,414.6601151297013,417.94614534560446,413.5943953781339,414.7489318847656,4163999,94,89,69,100,51,69
613,2019-06-07,416.7027835811825,426.1167631584118,415.9034599049816,422.741943359375,7257814,96,86,65,85,45,75
614,2019-06-10,428.2482787515853,433.6657486374691,424.6958252641497,430.7349853515625,5825211,96,88,58,95,58,86
615,2019-06-11,431.6231002713101,432.955270333876,427.9818300130165,429.0475769042969,5527569,100,79,58,90,74,92
616,2019-06-12,427.2713575857994,429.3140075427006,424.34056713533744,427.5377807617188,8319020,99,88,62,92,68,78
617,2019-06-13,427.8929887868696,432.0671322521151,425.2286488140919,428.5146789550781,4822999,97,86,63,100,70,99
618,2019-06-14,428.07061957544863,433.3992994871762,427.2713230093031,430.4685363769531,5978670,86,88,63,91,56,73
619,2019-06-17,430.8237839567209,434.9091107157515,429.66922036011,433.7545471191406,4684085,91,76,100,94,79,87
620,2019-06-18,434.10980857410505,439.08324891437087,431.0014117493226,436.9517822265625,6394468,97,84,92,99,62,92
621,2019-06-19,437.21821011993495,440.14900056250366,435.7972503814322,436.6853637695313,9672369,95,79,77,100,58,96
622,2019-06-20,438.816834736262,444.4119382943228,424.3405701080062,429.6692504882813,17282876,90,90,83,93,100,80
623,2019-06-21,430.9126128600256,436.8629561066879,428.3370624350839,431.2678527832031,23132818,88,85,69,85,74,80
624,2019-06-24,431.97833262955805,434.5538559514309,429.0475693845077,431.2678527832031,5928752,92,76,64,87,79,87
625,2019-06-25,431.8007026429656,439.7049056901339,428.95872920658127,438.9056091308594,5910661,94,78,72,89,71,100
626,2019-06-26,437.7510283150529,442.0139883016466,436.5076751492796,436.8629150390625,10808215,99,75,64,99,70,76
627,2019-06-27,438.2839522943264,442.9909423591978,434.10980857410505,436.9517822265625,6660074,84,76,66,92,58,80
628,2019-06-28,436.9517640534096,439.9713439941406,434.3762407834645,439.9713439941406,9811357,86,77,61,89,67,72
629,2019-07-01,443.07976218407526,444.944805712466,437.839898635221,439.083251953125,4493097,94,77,84,80,90,73
630,2019-07-02,441.9252381186792,443.2574082333237,436.2413177168101,440.681884765625,5904175,89,76,87,77,83,69
631,2019-07-03,442.2804685898065,443.1685819805491,439.8825515935736,441.2147216796875,4533077,89,78,72,79,74,72
632,2019-07-04,442.1028230284307,442.4580900575068,439.8825396120503,442.2804565429688,3031159,86,88,85,88,57,72
633,2019-07-05,441.6587540187383,441.92520428310894,437.218187309911,439.2608642578125,3081584,84,84,85,97,47,69
634,2019-07-08,438.2839628463351,439.7937664673783,432.5112257470419,432.7776489257813,9485214,100,77,90,78,94,92
635,2019-07-09,432.155979794855,434.2874465043236,429.136399697852,433.3105163574219,5702666,94,88,91,86,84,90
636,2019-07-10,433.6657169382501,440.1489603407626,432.1559405782901,437.2181701660156,5880216,88,100,91,85,64,76
637,2019-07-11,436.68533308595,438.2839262309757,434.99789608467336,438.1062927246094,10218714,95,88,88,77,85,71
638,2019-07-12,438.1951478485679,449.03014221205785,438.0175414297172,448.14202880859375,6937604,89,86,100,84,73,98
639,2019-07-15,449.9182372825994,454.7140440452756,448.8524904006407,451.1615905761719,7942505,95,84,99,86,75,96
640,2019-07-16,452.2273496552066,458.97698974609375,451.87208261625904,458.97698974609375,14223033,100,87,91,90,100,100
641,2019-07-17,458.7993652237249,461.81897249557534,458.0888853380368,460.5755920410156,8121908,99,81,92,84,59,94
642,2019-07-18,459.50987838791406,464.4832915673656,456.4902712535868,459.3322448730469,6417829,95,82,88,90,73,81
643,2019-07-19,460.5755047253432,465.3713379052926,457.2006852535156,464.6608581542969,13677263,93,85,82,78,97,80
644,2019-07-22,465.0161319006348,468.5685853275492,463.2399051871776,465.3713989257813,3742420,90,76,78,86,97,77
645,2019-07-23,465.5490475301912,472.29868757767855,465.193780493528,471.2329406738281,6549918,97,88,80,100,95,89
646,2019-07-24,472.1210816471553,473.1868286132813,464.4833277678465,473.1868286132813,5531057,95,86,72,91,93,75
647,2019-07-25,474.2525451201246,476.91688526124886,468.923864837876,472.476318359375,5682498,94,95,76,88,96,79
648,2019-07-26,471.41058046230256,475.6735139282656,470.70010058566544,474.0749206542969,9184631,87,80,86,79,90,75
649,2019-07-29,473.0091978601456,481.00221884377953,473.0091978601456,479.4036254882813,4843617,90,77,92,85,67,73
650,2019-07-30,481.0022064045603,484.0218137138555,477.9826533014064,481.8903198242188,6257030,94,83,92,94,56,71
651,2019-07-31,477.44971674306055,495.38961730935387,477.44971674306055,487.2189636230469,11150543,89,84,100,83,93,81
652,2019-08-01,487.7518739229649,497.1658539678701,487.041394067788,495.5672607421875,5737261,74,76,83,67,70,73
653,2019-08-02,491.6595334398097,491.6595334398097,478.69310009194487,483.8441467285156,10643747,74,71,71,62,63,75
654,2019-08-05,478.5154113769531,482.06786440010217,472.476252078826,478.5154113769531,11880763,75,70,79,65,49,83
655,2019-08-06,476.38404511540097,483.1807361408484,475.31829820385326,476.0287780761719,8099215,78,71,79,73,70,95
656,2019-08-07,477.8050557709543,493.96873206763206,476.23486635657,491.4820251464844,9099207,73,77,81,70,59,87
657,2019-08-08,497.1658333060913,507.2903469915458,494.1462804955449,505.3364868164063,11001538,74,74,80,71,100,89
658,2019-08-09,502.3168911316723,503.8728783030591,494.22976909462216,496.10009765625,7838399,70,74,73,73,55,84
659,2019-08-12,496.9882853982594,500.00789293503215,489.5281646348165,491.4820251464844,5387941,72,80,78,88,42,80
660,2019-08-13,490.7713875900104,493.96862799168736,488.4552136903571,493.2581481933594,5750358,78,76,72,84,76,91
661,2019-08-14,494.67909443617305,496.7928083682796,485.7979616814841,487.5741882324219,8635992,74,80,74,87,66,89
662,2019-08-15,489.52805769628026,491.8371305744639,481.7126715630431,487.0413513183594,6986841,71,80,100,96,71,94
663,2019-08-16,492.90286788523525,492.90286788523525,484.7322149096949,487.5741882324219,9359963,76,78,84,87,61,91
664,2019-08-19,491.6595342194034,495.03440835098087,486.8637546009797,490.5938415527344,6121559,85,92,81,81,52,90
665,2019-08-20,490.4161920755208,492.902898560364,487.3965850685525,488.99517822265625,8651829,86,77,81,82,48,100
666,2019-08-21,490.0609204040197,502.1392941109836,490.0609204040197,501.7840270996094,7408531,86,79,71,76,68,96
667,2019-08-22,501.2511543131382,503.5602271467018,487.7518216859684,488.28466796875,8814957,89,80,77,100,80,88
668,2019-08-23,490.0609216974462,501.7840284239769,480.6469421386718,480.6469421386719,7836195,82,74,62,77,39,71
669,2019-08-27,478.870767036353,486.33088724271096,474.6078334604141,480.4693603515625,9471409,96,87,96,75,47,87
670,2019-08-28,478.5154539645797,480.2916806342375,472.2986606207775,476.7392272949219,6175204,100,85,80,75,58,98
671,2019-08-29,475.1406376075116,484.7322508525668,475.1406376075116,482.9560241699219,4972679,95,100,82,91,41,76
672,2019-08-30,482.0679199035558,489.5893467290178,482.0679199035558,484.55462646484375,8558228,87,79,72,94,59,74
673,2019-09-02,484.3770568585007,495.2119966786792,484.3770568585007,492.9029235839844,6791541,69,87,85,67,63,62
674,2019-09-03,492.01480091570335,494.3238739667877,488.995193812466,492.7252807617188,4196392,87,94,96,74,39,75
675,2019-09-04,496.1001284727944,496.45539551877033,491.6595614287982,494.6791687011719,5754750,92,90,81,80,75,80
676,2019-09-05,498.94205378713554,501.96166076637934,497.34346064770926,500.3630676269531,8758282,87,87,100,91,64,91
677,2019-09-06,501.2511542473978,508.0007934570312,500.1854074758418,508.0007934570313,8752294,85,88,88,100,51,84
678,2019-09-09,509.0666324747106,509.954745910917,497.521157804028,498.4092712402344,5329858,90,83,83,68,70,75
679,2019-09-10,496.6330079510841,504.4483947753906,494.5015141780285,504.4483947753906,10027812,94,84,83,65,91,92
680,2019-09-11,504.448409782366,512.97427671595,501.0735897130782,510.3099365234375,7721757,89,95,97,71,67,83
681,2019-09-12,511.3756840077853,512.0861638853472,504.6260438617375,507.468017578125,5448306,93,97,90,69,71,87
682,2019-09-13,505.8693914234512,506.5799255371093,500.7183443362839,506.5799255371094,4063790,88,84,89,58,74,70
683,2019-09-16,502.3168740477734,514.7504605757493,502.1392947479964,512.0861206054688,8454126,95,95,94,80,81,82
684,2019-09-17,510.4875674004263,524.6973816869024,508.90052004218256,520.4344482421875,8906392,99,97,94,77,45,100
685,2019-09-18,521.1449252384037,522.3883056640625,514.8561999753994,522.3883056640625,7902745,99,100,88,82,52,92
686,2019-09-19,520.4344178198455,522.2106445018245,516.8819644558876,519.7239379882812,9565001,100,96,96,80,100,91
687,2019-09-20,515.9938870341291,516.3491540777102,503.7379329165431,507.6455993652344,18048548,88,91,78,68,66,85
688,2019-09-23,509.0666379198147,512.4414581722683,507.6456238829997,511.5533447265625,12864546,93,93,89,73,37,64
689,2019-09-24,510.48751062052185,512.9742170028387,497.1658112086808,498.764404296875,7297656,98,82,96,71,69,85
690,2019-09-25,496.2776650142986,503.0273581258471,494.3238050555312,501.4287109375,7768671,96,90,87,68,48,80
691,2019-09-26,504.0930733633703,511.7628616726,501.0735207511164,508.0007934570313,14589144,99,90,99,68,46,73
692,2019-09-27,508.1785003669757,510.309940011872,504.9812595904206,505.51416015625,6169190,85,85,98,72,36,73
693,2019-09-30,505.5141904858971,508.3561643890776,503.91559710477793,506.22467041015625,5686879,93,91,90,64,56,74
694,2019-10-01,507.4680050331211,508.1784848931193,499.8301974712584,501.0735778808594,9186069,73,44,70,46,62,80
695,2019-10-02,498.231615820098,499.8302090938008,482.9560545473091,483.6665344238281,5824969,73,51,81,51,70,92
696,2019-10-03,482.4231620787951,484.55460150461744,473.7196624595504,479.2259216308594,8082026,72,55,100,43,100,85
697,2019-10-04,481.7127377289581,483.6665438760333,477.4497499742532,483.1336975097656,4111953,62,42,81,46,53,64
698,2019-10-07,480.1140540576546,490.2385679033304,477.2721347100812,489.1728210449219,9854475,67,43,75,43,71,91
699,2019-10-08,491.1266814535035,491.6595277798591,487.7518615722656,487.7518615722656,5837597,70,51,80,48,48,88
700,2019-10-09,487.0413969859817,494.9366837004183,486.86376346958855,492.9029235839844,5259638,74,55,61,48,80,86
701,2019-10-10,494.8567747268632,496.1001009064108,487.8317676981752,491.3043212890625,3104815,73,50,66,46,56,82
702,2019-10-11,489.8832649816725,495.5672116725564,487.0413458423635,493.7909851074219,10497982,66,42,77,42,56,85
703,2019-10-14,494.3238709489864,496.4553646801576,488.3379956184903,496.10009765625,5871252,68,48,68,50,67,82
704,2019-10-15,496.4553983049451,499.4750055942652,492.0148312360279,493.435791015625,8420270,71,47,80,44,74,100
705,2019-10-16,493.61336098945634,496.98818068611473,489.35042799335446,493.2581481933594,8257377,71,46,78,100,63,95
706,2019-10-17,493.2581882052952,493.2581882052952,481.3332539460864,487.8377685546875,6661814,73,48,67,43,68,96
707,2019-10-18,485.8502066261248,494.1615266953058,481.3331908428039,487.6570129394531,7962568,64,49,75,47,70,80
708,2019-10-21,490.1865514534029,491.2706463150575,481.3332111720413,483.3207092285156,5184931,73,48,72,43,35,90
709,2019-10-22,483.68212890625,485.8502636531186,480.4298440769082,483.68212890625,4559582,100,50,64,47,75,86
710,2019-10-23,484.4048155959309,487.6570451187878,481.69460594709807,484.7661437988281,6214252,73,48,73,45,82,88
711,2019-10-24,486.0309362576776,501.3887911208384,485.1275330304328,500.8467712402344,6768683,73,46,64,43,50,96
712,2019-10-25,499.58195837660026,504.8216857910156,496.32972898540567,504.8216857910156,4596018,64,42,67,40,62,91
713,2019-10-28,502.8341875973122,512.5909860462964,496.32972881712834,510.7841796875,7875127,66,43,70,44,54,84
714,2019-10-29,511.5068708248102,516.1638853566093,508.615969738038,515.1204833984375,7638027,70,47,79,45,83,77
715,2019-10-30,513.1329711009447,520.3601960460284,510.6034533980354,520.1795043945312,9222528,70,48,76,44,59,78
716,2019-10-31,521.0829744746374,523.4318559672438,518.3727647719544,520.5409545898438,7263846,68,100,76,40,28,82
717,2019-11-01,521.8056711572619,525.7806673302779,521.0829596183561,525.2386474609375,15846071,76,91,79,81,76,76
718,2019-11-04,524.6965506514847,532.6464875278466,524.6965506514847,526.1420288085938,8668200,85,93,79,87,92,73
719,2019-11-05,525.4193316916651,525.4193316916651,515.3012589496961,517.6500854492188,6800759,88,87,76,85,65,100
720,2019-11-06,516.7466465212265,529.0329083687855,516.7466465212265,526.68408203125,24800838,92,95,77,89,56,87
721,2019-11-07,523.9739112331442,532.6465608116035,523.4318913117511,527.5875244140625,6160384,91,95,77,98,61,83
722,2019-11-08,525.0579660383462,527.7681757166522,522.1670646869484,523.6124877929688,4483730,85,88,76,83,76,75
723,2019-11-11,523.2511514008349,523.9738629425395,512.2296211869309,516.38525390625,7573232,89,100,67,85,60,68
724,2019-11-12,518.3728075827607,520.7216892693541,515.66259765625,515.66259765625,4383798,92,97,76,100,77,88
725,2019-11-13,514.2171364549101,518.5534609893186,5.143977850535866,518.1920776367188,4208339,94,96,75,94,100,84
726,2019-11-14,517.8307321290155,520.1795584243948,515.8432340348105,516.38525390625,6977515,84,98,74,89,51,70
727,2019-11-15,520.3602675622749,520.9022874519089,513.675061513544,517.8307495117188,3960221,82,93,76,89,59,72
728,2019-11-18,517.108060767292,522.5284804602852,514.0364675521851,520.3602905273438,3485814,89,99,100,97,96,79
729,2019-11-19,522.3477782233622,529.0329292927155,520.7216633761876,522.7091064453125,6688185,93,98,84,100,70,95
730,2019-11-20,519.8182475840601,522.7090938474271,515.6625595865936,518.1920776367188,3833397,98,90,86,87,84,79
731,2019-11-21,515.1205225691467,518.0114238757484,513.6750443461677,516.02392578125,3997963,100,96,85,98,53,93
732,2019-11-22,517.8307333869066,521.0829629021559,512.9523339746763,519.4568481445312,3624755,84,91,75,87,46,83
733,2019-11-25,521.8056480786497,524.877240907343,518.5534187277364,523.0704345703125,5138890,85,87,72,93,39,63
734,2019-11-26,523.9739103641627,524.3352937373998,519.6375855821246,524.1546020507812,5868403,92,87,78,93,61,65
735,2019-11-27,524.8773069381714,525.7807102203369,520.1795988430385,520.3602905273438,4426963,74,88,74,86,65,67
